"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field(s) of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
"2010332"	2021-11-04	"Prof Aleksandra Filipovska"	"Ideas Grants"	"Ideas Grants"	"Programmable correction of mitochondrial DNA mutations"	"University of Western Australia"	"WA"	"University"	760442.5	"Basic Science"	"biochemistry and cell biology | biochemistry and cell biology not elsewhere classified |"	"mitochondrial disease"	"mitochondria"	"mitochondrial function"	"mitochondrial respiration"	"gene expression"	"Mitochondrial diseases (MD) may occur at any age, affect any body organ, and may result in severe disability and often death. The prognosis for children with mitochondrial disease is especially grim and devastating for families. There are no known cures and it is not possible to predict the future of a child with mitochondrial disease.  We have created unique RNA editing tools that can reverse mutations in cells and potentially improve energy metabolism in patient and in vivo models of MD."
"2010336"	2021-11-04	"Prof Natkunam Ketheesan"	"Ideas Grants"	"Ideas Grants"	"Preclinical evaluation of a streptococcal peptide based specific diagnostic for rheumatic fever and the identification of proteins responsible for the pathogenesis of rheumatic heart disease"	"University of New England"	"NSW"	"University"	485134.9	"Clinical Medicine and Science"	"medical microbiology | medical bacteriology |"	"rheumatic heart disease"	"diagnostic test"	"bacterial pathogenesis"	"autoimmunity initiation"	"indigenous health"	"Rheumatic Heart Disease (RHD) is the commonest heart disease in children and young adults. While efforts have been made to control Strep infections that lead to RHD they are ineffective as NO SPECIFIC TEST for timely diagnosis is available. We have identified immune antibodies produced in RHD that can help the development of a new cost effective SPECIFIC test. During this project we will also identify the pathways that lead to heart damage and train and mentor three Indigenous Research Cadets."
"2010382"	2021-11-04	"Prof Patrick Kwan"	"Ideas Grants"	"Ideas Grants"	"Machine learning models for personalised epilepsy management"	"Monash University"	"VIC"	"University"	781017.6	"Clinical Medicine and Science"	"neurosciences | central nervous system |"	"epilepsy"	"antiepileptic drugs"	"artificial neural networks"	"risk prediction"	"health service decision making"	"We will use clinical and genetic information to develop machine learning models to help clinician to select the most effective drug for individual epilepsy patients, and to identify patients likely has drug-resistant epilepsy at the time of diagnosis. These models will be validated in a new multicentre cohort of patients with newly diagnosed epilepsy in Australia."
"2010384"	2021-11-04	"Dr Brad Farrant"	"Ideas Grants"	"Ideas Grants"	"Changing the paradigm to improve outcomes for Aboriginal children in out-of-home care"	"University of Western Australia"	"WA"	"University"	1312382.4	"Public Health"	"public health and health services | aboriginal and torres strait islander health |"	"indigenous health"	"aboriginal child"	"aboriginal health"	"aboriginal mental health"	"culturally appropriate methodology"	"The evidence is clear that increasing the fit between service provision (research, policy, practice and resources), and the culture, values and needs of Aboriginal families and children is key to improving health and wellbeing outcomes. Building on the solid foundation of our previous work, this project will change the paradigm and co-design a personalised intervention support program to improve the health and wellbeing outcomes for Aboriginal children in out-of-home care and their families."
"2010390"	2021-11-04	"Prof Philip Hugenholtz"	"Ideas Grants"	"Ideas Grants"	"Dual-function ribonucleases: unexpected agents of antibiotic resistance"	"University of Queensland"	"QLD"	"University"	739593	"Basic Science"	"biochemistry and cell biology | enzymes | genetics | molecular evolution |"	"antibiotic resistance"	"enzymes"	"molecular evolution"	"bioinformatics"	"genomics"	"Bacterial pathogens use a group of enzymes called metallo-ß-lactamases (or MBLs) that enable them to be multi-drug resistant. Our project aims to determine how MBLs have evolved from harmless and widespread ribonucleases, both deep in the past and potentially very recently in response to modern use of antibiotics. These insights will provide valuable functional and structural information that will enable the development of urgently needed strategies to combat ß-lactam antibiotic resistance."
"2010400"	2021-11-04	"Prof Christopher McDevitt"	"Ideas Grants"	"Ideas Grants"	"Harnessing structural insights to block pneumococcal manganese uptake"	"University of Melbourne"	"VIC"	"University"	998822	"Basic Science"	"biochemistry and cell biology | biochemistry and cell biology not elsewhere classified | medical microbiology | medical bacteriology |"	"streptococcus pneumoniae"	"manganese"	"membrane transport"	"metals"	"ion transport"	"Streptococcus pneumoniae is the world’s foremost bacterial pathogen. In Australia, bacterial infections are responsible for more than 9,000 deaths every year, and the economic burden associated with treating diseases due to S. pneumoniae infections is more than $1 billion annually. This proposal aims to define how manganese, an essential trace element, is scavenged by S. pneumoniae during infection and then use a novel antimicrobial therapeutic strategy to block this pathway and prevent disease."
"2010405"	2021-11-04	"Dr Sathish Periyasamy"	"Ideas Grants"	"Ideas Grants"	"Genotype Imputation Resources for Productive Genetic Disease Studies of Indigenous Oceanic Sub-Populations"	"University of Queensland"	"QLD"	"University"	2512857.8	"Basic Science"	"genetics | genomics | genetics | population, ecological and evolutionary genetics | genetics | quantitative genetics (incl. disease and trait mapping genetics) |"	"population genetics"	"genomics"	"indigenous health"	"human genome project"	"genetic epidemiology"	"Indigenous Oceanic sup-populations are perhaps the least-represented of any population in genetic studies. We are proposing productive applications to conduct genetic disease studies by deploying the Indigenous Oceanic genetic analysis resources to promote complex genetic disease studies in these sub-populations. The outcomes will lead to improved disease diagnosis, interventions, treatments, and understanding the interplay of genetic and environmental factors in diseases of IO sub-populations."
"2010464"	2021-11-04	"Prof Boris Martinac"	"Ideas Grants"	"Ideas Grants"	"The role of Piezo1 and TRPM4 ion channels in pathophysiology of cardiac mechano-electric coupling"	"University of New South Wales"	"NSW"	"University"	1207705.25	"Basic Science"	"biochemistry and cell biology | receptors and membrane biology |"	"mechanotransduction"	"ion channels"	"cardiac hypertrophy"	"calcium imaging"	"electrophysiology"	"Heart hypertrophy is an important risk factor for premature death from a heart disease. In this project we propose to study a new cellular signalling pathway causing heart hypertrophy due to systemic increase in blood pressure. The biological molecules central to this new cellular pathway are the Piezo1 and TRPM4 ion channels underlying contractions of the heart muscle. This project aims to establish a novel paradigm in our understanding of the molecular origins of heart hypertrophy."
"2010522"	2021-11-04	"Assoc Prof Anand Ganesan"	"Ideas Grants"	"Ideas Grants"	"Using renewal theory to develop personalised classification and treatment for atrial fibrillation"	"Flinders University"	"SA"	"University"	1166529.2	"Clinical Medicine and Science"	"cardiorespiratory medicine and heamatology | cardiology (incl. cardiovascular diseases) | biomedical engineering | biomedical engineering nec |"	"atrial fibrillation"	"computer simulation"	"cardiac electrophysiology"	"applied statistics"	"cardiovascular physiology"	"Atrial fibrillation is the most common disorder of heart rhythm in the Australian community. It is characterised by  disordered electrical waves, and mini-tornadoes of electricity called rotors. We have recently developed equations which can accurately predict the number and population distribution of rotors. Here, we will harness this discovery to perform a combination of clinical, experimental, simulation and technology development projects to develop personalised approaches to AF treatment."
"2010530"	2021-11-04	"Dr Matthew Payne"	"Ideas Grants"	"Ideas Grants"	"Prediction of preterm birth using vaginal microbiology"	"University of Western Australia"	"WA"	"University"	2073045	"Clinical Medicine and Science"	"paediatrics and reproductive medicine | obstetrics and gynaecology | medical microbiology | medical bacteriology | paediatrics and reproductive medicine | foetal development and medicine |"	"very preterm birth"	"diagnostic test"	"molecular microbiology"	"aboriginal health"	"preventive medicine"	"Recently, our team developed a vaginal microbial DNA test that successfully predicted up to 45% of spontaneous preterm birth (sPTB) cases in mid-gestation pregnant women, the majority of whom were Caucasian (75%). Our next steps are to maximise the tests’ ability to predict sPTB in Aboriginal women, whose vaginal microbiology differs, and to use pre-pregnancy vaginal microbiology to predict sPTB risk in all Australian women prior to conception."
"2010532"	2021-11-04	"Dr Sean Coakley"	"Ideas Grants"	"Ideas Grants"	"A new model of ß-Spectrin function: understanding how the skin protects neurons from damage"	"University of Queensland"	"QLD"	"University"	682448	"Basic Science"	"neurosciences | cellular nervous system |"	"molecular neuroscience"	"axonal degeneration"	"cytoskeleton"	"peripheral nerve damage"	"neuroprotection"	"The spectrin cytoskeleton is thought to function like a spring within neurons to allow them to bend and stretch – protecting them from damage induced by mechanical stress. Human mutations in spectrins cause severe neurological disorders with debilitating symptoms. We propose that spectrins function in tissue surrounding neurons to protect them from damage, and not within them as previously thought. This could revolutionise our understanding of disorders associated with spectrin dysfunction."
"2010551"	2021-11-04	"Prof Vanessa Hayes"	"Ideas Grants"	"Ideas Grants"	"Resolving prostate cancer health disparities through population-scale genomic interrogation"	"University of Sydney"	"NSW"	"University"	1314996	"Basic Science"	"genetics | genomics |"	"genomics"	"prostate cancer"	"population genetics"	"mutation analysis"	"bioinformatics"	"Geography (environment) and ethnicity (genetics) are significant predictors of prostate cancer (PCa) mortality, specifically Africa or African ancestry. This project harnesses the power of whole genome interrogation and an intercontinental (Australia and Africa) and interethnic (European, African and Asian) study design, to distinguish the genetic and non-genetic factors contributing to PCa disparities. The hypothesis, non-genetic forces leave a ‘hallmark of DNA damage’ in the evolving tumour."
"2010571"	2021-11-04	"Dr Christine Keenan"	"Ideas Grants"	"Ideas Grants"	"Heterochromatin instability as a molecular driver of haematopoietic ageing"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	949007.9	"Basic Science"	"genetics | genome structure and regulation | immunology | immunogenetics (incl. genetic immunology) | genetics | epigenetics (incl. genome methylation and epigenomics) |"	"chromatin structure"	"ageing"	"haematopoiesis"	"immune dysfunction"	"epigenetics"	"Ageing of the blood and immune system leaves elderly people more susceptible to infections and blood cancers. Given our ageing population, strategies that can either rejuvenate or slow this process are urgently needed.  We have identified an epigenetic pathway that controls blood system ageing. This proposal will provide a comprehensive understanding of this epigenetic pathway in blood system ageing, and determine whether activating this pathway can slow-down or reverse the ageing process."
"2010593"	2021-11-04	"Dr Christopher Degeling"	"Ideas Grants"	"Ideas Grants"	"Preparing Australia for the next pandemic: Managing controversy; promoting trust."	"University of Wollongong"	"NSW"	"University"	840775	"Public Health"	"applied ethics | bioethics (human and animal) | public health and health services | health promotion | public health and health services | environmental and occupational health and safety |"	"outbreak"	"public health policy"	"communications/social research"	"communicable disease"	"social and cultural issues"	"This project addresses the question: how can we better prepare our institutions and Australian society for the next pandemic? COVID-19 has been characterised by uncertainties about transmission risks and the effectiveness of precautionary strategies, undermining confidence in experts and authorities. This project will develop guidance and practical resources to improve social preparedness for the next pandemic, and promote greater trust within and between expert groups and the broader community."
"2010600"	2021-11-04	"Assoc Prof Peter Mount"	"Ideas Grants"	"Ideas Grants"	"Targeting Renal Energy Metabolism in Kidney Injury and Disease"	"Institute for Breathing and Sleep"	"VIC"	"Research Institutes"	887862.2	"Basic Science"	"clinical sciences | nephrology and urology |"	"kidney disease"	"fatty acid metabolism"	"amp-activated protein kinase"	"kidney failure"	"obesity"	"Short-term acute kidney injury and permanent chronic kidney disease affects 1 in 10 Australians. It is unknown how these diseases are interlinked and related to obesity. A lack of energy supply in kidney cells could be the shared link and we will test this theory by targeting energy proteins in the kidney with a new drug O304. We anticipate knowledge generated by our innovative project will catalyse the development of new targeted treatments to improve kidney patient care and quality of life."
"2010610"	2021-11-04	"Prof Joel Mackay"	"Ideas Grants"	"Ideas Grants"	"New approaches to cancer treatment through mRNA display"	"University of Sydney"	"NSW"	"University"	829494	"Basic Science"	"biochemistry and cell biology | structural biology (incl. macromolecular modelling) | genetics | gene expression (incl. microarray and other genome-wide approaches) | medicinal and biomolecular chemistry | biologically active molecules |"	"gene regulation"	"transcriptional regulation"	"protein structure"	"epigenetics"	"drug discovery"	"This proposal will pioneer the development of a new class of molecules that will block the activity of proteins that regulate gene expression and have been shown to be promising targets for a range of diseases, predominantly cancer. These molecules have the potential to be much more selective and potent than existing molecules and to also open up new directions for cancer therapy by allowing previously intractable molecular targets to be addressed."
"2010611"	2021-11-04	"Prof Tracy Bryan"	"Ideas Grants"	"Ideas Grants"	"A gene-editing strategy for telomere-related bone marrow failure"	"University of Sydney"	"NSW"	"University"	617992	"Basic Science"	"medical biotechnology | gene and molecular therapy | biochemistry and cell biology | enzymes |"	"telomeres"	"telomerase"	"haematological disorders"	"gene therapy"	"haematopoietic stem cells"	"A subset of inherited bone marrow failure (BMF) syndromes is caused by mutations in genes that protect the ends of chromosomes, or telomeres. The only curative therapy for BMF is bone marrow transplant, which has a high rate of mortality and complications. We will use the latest developments in gene editing of bone marrow stem cells to develop a strategy for correcting mutations in telomere-related genes in the patient’s own cells, providing a potentially curative therapy for inherited BMF."
"2010632"	2021-11-04	"Prof Des Richardson"	"Ideas Grants"	"Ideas Grants"	"Novel Hormone Analogues as an Innovative Endocrinological Intervention for the Anaemia of Chronic Disease"	"Griffith University"	"QLD"	"University"	638288	"Basic Science"	"clinical sciences | endocrinology |"	"hormones"	"hormone action"	"endocrine"	"endocrine disease"	"endocrine factors"	"Anaemia of chronic disease (ACD) is a severe cause of morbidity &amp; mortality in millions of people with cancer or inflammatory diseases.  ACD is due to excessive levels of hepcidin, a hormone that prevents gut iron uptake, which inhibits the use of iron for making red blood cells.  Thus, excessive hepcidin leads to debilitating anaemia.  This proposal will develop innovative Null Hepcidin Analogues that have no hormonal activity, but lead to excretion of excessive hepcidin, thereby curing the anaemia"
"2010647"	2021-11-04	"Dr Justin Wong"	"Ideas Grants"	"Ideas Grants"	"Alternative splicing: A novel target to improve outcomes in acute myeloid leukaemia"	"University of Sydney"	"NSW"	"University"	1111376	"Basic Science"	"genetics | genetics not elsewhere classified |"	"alternative splicing"	"acute myeloid leukaemia (aml)"	"cancer cell biology"	"cancer genetics"	"mouse models"	"In 2013, we made a breakthrough discovery that certain parts of genes, previously considered “Junk DNA”, are actually carrying signals to control the amount of proteins produced in cells. Our preliminary work now suggests these signals controlling protein levels can be faulty in cancers. Here, we wish to determine if these faulty signals could be exploited to better manage a deadly blood cancer called acute myeloid leukaemia (AML). Our work will spur the development of novel therapy for AML."
"2010654"	2021-11-04	"Dr Laura Jobson"	"Ideas Grants"	"Ideas Grants"	"Building an Evidence-Base to inform Post-Traumatic Stress Disorder (PTSD) Treatment for Culturally and Linguistically Diverse Communities"	"Monash University"	"VIC"	"University"	738149.2	"Clinical Medicine and Science"	"psychology | health, clinical and counselling psychology |"	"posttraumatic stress disorder (ptsd)"	"mental health"	"trauma"	"culture"	"cross-cultural"	"How someone appraises trauma and deals with emotion is core to treating posttraumatic stress disorder (PTSD). Yet these treatments are based on research emphasising Western values. There is an urgent need to examine what appraisals and emotion regulation should be targeted in PTSD treatments for trauma survivors from other cultural backgrounds. This research examines cultural influences on appraisals and emotion regulation in PTSD to improve treatment outcomes for culturally diverse Australians."
"2010701"	2021-11-04	"Assoc Prof Annmarie Hosie"	"Ideas Grants"	"Ideas Grants"	"Driving quality in delirium care through a patient-centred monitoring system in palliative care"	"University of Notre Dame Australia"	"WA"	"University"	503477.3	"Health Services Research"	"clinical sciences | clinical sciences not elsewhere classified |"	"palliative care"	"delirium"	"health systems"	"clinical practice"	"psychological distress"	"Delirium - sudden confusion and difficulty thinking related to illness, injury or medical treatment - is serious, distressing, and often not addressed for people in hospital at end of life. We will develop and test a new way to monitor delirium in palliative care that involves patients, their family, and staff. The system will align with national quality initiatives, tackle a complex and long-standing clinical issue, and be a key step forward for global quality improvement in palliative care."
"2010704"	2021-11-04	"Prof Alpha Yap"	"Ideas Grants"	"Ideas Grants"	"Epithelial mechanics and the fate of cancer"	"University of Queensland"	"QLD"	"University"	1187084.4	"Basic Science"	"biochemistry and cell biology | cellular interactions (incl. adhesion, matrix, cell wall) |"	"epithelium"	"cytoskeleton"	"cell adhesion"	"cell transformation"	"cancer cell biology"	"Many common cancers originate in epithelial tissues, such as the breast, lung, colon and skin. All such cancers first begin as one cancer (transformed) cell within its epithelial tissue of origin, and these can be potentially eliminated by the epithelium to protect against cancer. This research proposal tests how abnormal function of the host epithelium can increase the risk of a newly-transformed cell being retained in the body to progress into a clinically significant tumor."
"2010711"	2021-11-04	"Assoc Prof Tim Thomas"	"Ideas Grants"	"Ideas Grants"	"Modelling intellectual disability caused by mutations in chromatin-modifying enzymes to develop ameliorating treatments"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	920050.64	"Basic Science"	"genetics | developmental genetics (incl. sex determination) |"	"epigenetics"	"developmental genetics"	"chromatin"	"developmental disorders"	"transcriptional regulation"	"Intellectual disability is a condition that affects speech, motor-coordination and emotional interactions. In cases where it is caused by a reduction in enzyme activity, it may be possible to improve patient outcome by providing more substrate for the enzymatic reaction or by inhibiting the opposing enzymatic activity. We propose to model human genetic disorders in mice to study new treatment options."
"2010717"	2021-11-04	"Prof Malcolm McConville"	"Ideas Grants"	"Ideas Grants"	"Global analysis of metabolic targets in Leishmania parasites"	"University of Melbourne"	"VIC"	"University"	1224328	"Basic Science"	"medical microbiology | medical parasitology |"	"leishmania"	"metabolomics"	"microbial infections"	"drug discovery"	"cell metabolism"	"There is an urgent need to develop new drugs to treat human leishmaniasis, a disease that causes debilitating and life-threatening diseases in millions of people worldwide. This project will systematically investigate the function of all metabolic enzymes in Leishmania pathogens using newly developed genetic and analytical tools. The findings of this study will be used to triage Leishmania metabolic enzymes for drug development, with the view of generating more effective anti-parasitics."
"2010743"	2021-11-04	"Prof Mimi Tang"	"Ideas Grants"	"Ideas Grants"	"Immune mechanisms underpinning remission of allergy"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	870143.8	"Clinical Medicine and Science"	"immunology | allergy |"	"food allergy"	"specific allergen immunotherapy"	"paediatric"	"systems biology"	"immunological intervention"	"There is no cure for food allergy. Treatments in development have been shown to induce remission of allergy. This can be transient or long-lasting. We will employ state-of-the-art approaches to characterise the immune changes underpinning remission, particularly whether remission is persistent (long-lasting) or transient. This knowledge would enable the development of more effective long-term treatments for food allergy by providing new targets for intervention, possibly offering a cure."
"2010757"	2021-11-04	"Dr Emma Gordon"	"Ideas Grants"	"Ideas Grants"	"COVID-19-induced vascular complications: mechanisms and potential therapies"	"University of Queensland"	"QLD"	"University"	717305	"Basic Science"	"biochemistry and cell biology | biochemistry and cell biology not elsewhere classified |"	"endothelial dysfunction"	"vascular pathologies"	"inflammatory cytokines"	"covid-19"	"coagulation"	"The coronavirus SARS-CoV-2 is responsible for the disease COVID-19, which causes significant lung dysfunction. Importantly, reports have observed COVID-19 symptoms that are not associated with the lungs, such as blood clots, vessel inflammation and leakage of fluid from vessels into tissues. These virus-induced vessel defects can lead to the death of patients. Here, we aim to understand exactly how these vessel defects occur to develop treatments for patients with acute and long term disease."
"2010763"	2021-11-04	"Assoc Prof Sandy Shultz"	"Ideas Grants"	"Ideas Grants"	"Brain injury in intimate partner violence: Insight into a silent pandemic"	"Monash University"	"VIC"	"University"	1924134	"Clinical Medicine and Science"	"neurosciences | neurology and neuromuscular diseases |"	"mild traumatic brain injury"	"domestic violence"	"biomarkers"	"brain trauma"	"brain imaging"	"Intimate partner violence (IPV) is a worldwide problem that primarily affects women. Although &gt;90% of IPV survivors report symptoms consistent with traumatic brain injury (mTBI), how IPV-related TBI contributes to the lived experience of IPV victims has been remarkably understudied. This translational project will characterise the effects of IPV-related TBI. By doing this, we will be able to development interventions, and change practice and policy, to improvement the well-being of IPV victims."
"2010778"	2021-11-04	"Dr Alys Havard"	"Ideas Grants"	"Ideas Grants"	"Are nicotine replacement therapy and varenicline safe and effective for women trying to quit smoking during pregnancy?"	"University of New South Wales"	"NSW"	"University"	904422.3	"Public Health"	"public health and health services | preventive medicine |"	"smoking cessation"	"pregnancy"	"pharmacoepidemiology"	"drug safety"	"effectiveness"	"This project will measure the safety and effectiveness of two quit smoking medicines during pregnancy. It will use routinely collected data from Australia, New Zealand and the Nordic countries, for over 400,000 women who smoked during pregnancy. Women who used nicotine replacement therapy or varenicline during pregnancy will be compared to women who smoked but did not use these medicines in relation to quitting and adverse birth outcomes and neurodevelopmental problems among their children."
"2010781"	2021-11-04	"Prof John Wade"	"Ideas Grants"	"Ideas Grants"	"Engineering of novel insulin analogues for improved management of diabetes"	"University of Melbourne"	"VIC"	"University"	1098388	"Basic Science"	"medicinal and biomolecular chemistry | proteins and peptides |"	"peptides"	"peptide synthesis"	"synthetic peptides"	"insulin"	"type 1 diabetes mellitus (insulin-dependent diabetes mellitus)"	"Diabetes is a major global health condition affecting nearly 0.5 billion people. Insulin is an essential treatment for Type 1 and, increasingly, Type 2 diabetes. However, it is difficult to both manufacture and handle as it aggregates rapidly in solution making storage and accurate dosing difficult. We will develop novel modified insulins that are biologically active, long-acting, aggregate-free and which self-respond to increases in glucose levels therefore greatly improving diabetes therapy."
"2010784"	2021-11-04	"Dr Ashraful Haque"	"Ideas Grants"	"Ideas Grants"	"Mapping B-cell fate to improve humoral immunity to malaria"	"University of Melbourne"	"VIC"	"University"	1548906	"Basic Science"	"immunology | cellular immunology |"	"b cells"	"t cells"	"cellular interactions"	"genomics"	"humoral immunity"	"Malaria killed half a million people in 2019. While ~60 vaccines exist against viral or bacterial diseases, no effective vaccines exist against malaria-causing parasites. Immunity to malaria can be mediated by antibodies. This depends on immune cells called B- and T-cells, conducting a choreographed series of interactions in immune organs. This process appears defective in malaria for reasons unknown.  We will determine these reasons, and provide new ways for boosting immunity to malaria."
"2010795"	2021-11-04	"Dr Ankur Sharma"	"Ideas Grants"	"Ideas Grants"	"Oncofetal ecosystem in advanced Hepatocellular Carcinoma: Implications for Identifying Immunotherapy response"	"Curtin University"	"WA"	"University"	1195455	"Clinical Medicine and Science"	"clinical sciences | gastroenterology and hepatology | immunology | tumour immunology |"	"liver cancer"	"hepatocellular carcinoma"	"cancer immunotherapy"	"genomics"	"macrophages"	"Each year ~1800 Australians succumb to hepatocellular carcinoma (HCC). The lack of effective treatment options is a major contributing factor to the poor outcomes. A new immunotherapy treatment which activates the body's immune system, has demonstrated significant efficacy. However, this treatment does not work for all patients. Therefore, we will identify which patients will benefit from this treatment and provide biomarkers, with the overall purpose of guiding clinical decision making."
"2010804"	2021-11-04	"Dr Timothy Sargeant"	"Ideas Grants"	"Ideas Grants"	"Measuring healthy ageing: finding an autophagy biomarker for a scalable clinical test"	"South Australian Health and Medical Research Institute"	"SA"	"Research Institutes"	818964.4	"Basic Science"	"biochemistry and cell biology | cell metabolism |"	"autophagy"	"biomarkers"	"plasma proteins"	"lysosome biology"	"ageing"	"The cells of our bodies possess a powerful recycling system that removes damaged material that accumulates with age and causes diseases such as dementia and atherosclerosis. Although scientists know how to increase this recycling system in laboratory models, we cannot easily measure this function in humans. This study aims to develop easy methods to measure cell recycling in humans so that we can increase the activity of this recycling system to support healthy ageing."
"2010812"	2021-11-04	"Prof Ostoja Vucic"	"Ideas Grants"	"Ideas Grants"	"Mechanisms underlying cortical hyperexcitability in amyotrophic lateral sclerosis"	"University of Sydney"	"NSW"	"University"	1009316	"Clinical Medicine and Science"	"neurosciences | neurology and neuromuscular diseases |"	"amyotrophic lateral sclerosis"	"motor cortex"	"motor neuron disease (mnd)"	"transcranial magnetic stimulation (tms)"	"dementia"	"The current research grant will use novel neurophysiological tools to study brain activity in patients with motor neuron disease/amyotrophic lateral sclerosis.  We anticipate that excessive brain activity, called cortical hyperexcitability, will be caused by reduction in activity of cortical inhibitory nerves, increase in activity of cortical excitatory nerves and increase in persistent sodium currents. Treatments, targeting the abnormal brain processes, are likely to be developed."
"2010813"	2021-11-04	"Dr Steven Zuryn"	"Ideas Grants"	"Ideas Grants"	"Metabolic and molecular protection against mtDNA mutations"	"University of Queensland"	"QLD"	"University"	782369.6	"Basic Science"	"biochemistry and cell biology | cell metabolism |"	"dna damage"	"cell metabolism"	"mitochondrial dna (mtdna)"	"mitochondria"	"cell biology"	"Mitochondria are powerhouses of the cell. Their assembly and function are encoded by a small mitochondrial genome. Mutations in the mitochondrial genome can cause devastating metabolic disorders and have been linked to many common age-related diseases. This project will reveal how cells invoke protective measures to overcome these mutations, thus revealing new mechanisms that can be exploited to combat mitochondria-associated disease."
"2010841"	2021-11-04	"Assoc Prof Hayley Newton"	"Ideas Grants"	"Ideas Grants"	"Coxiella pathogenesis and Effector-Effector Interplay"	"University of Melbourne"	"VIC"	"University"	572643	"Basic Science"	"medical microbiology | medical bacteriology | biochemistry and cell biology | biochemistry and cell biology not elsewhere classified |"	"bacterial virulence factors"	"coxiella burnetii"	"bacterial pathogenesis"	"autophagy"	"protein interactions"	"Coxiella causes the human infection Q fever. Coxiella has a cohort of virulence proteins that interfere with the human cell. This research will uncover how these proteins function, and interact with each other, to cause disease. This will contribute important new knowledge of pathogenesis that will highlight novel intervention targets. We will also learn how these virulence proteins manipulate human cell functions which are involved in a range of human diseases."
"2010899"	2021-11-04	"Prof Mark Bellgrove"	"Ideas Grants"	"Ideas Grants"	"Neuropharmacology of decision-making: causal brain network modelling across species"	"Monash University"	"VIC"	"University"	2018154	"Basic Science"	"psychology | biological psychology (neuropsychology, psychopharmacology, physiological psychology) | neurosciences | neurosciences not elsewhere classified |"	"decision making"	"electroencephalogram (eeg)"	"functional magnetic resonance imaging (fmri)"	"neuropharmacology"	"dopamine"	"Decision making is a critical aspect of human cognition that is frequently impaired in clinical disorders. This project will identify the fundamental brain processes governing decision making by studying both monkeys and humans while they perform the same cognitive task. We will identify the critical brain networks that allow organisms to efficiently make decisions and the chemicals which modulate these networks. Our knowledge will inform treatment of clinical disorders of decision making."
"2010901"	2021-11-04	"Prof Frederic Meunier"	"Ideas Grants"	"Ideas Grants"	"Investigating myristic acid as key mediator of memory via myristoylation"	"University of Queensland"	"QLD"	"University"	978361	"Basic Science"	"neurosciences | central nervous system | neurosciences | cellular nervous system |"	"memory"	"lipid"	"mass spectrometry"	"synaptic plasticity"	"phospholipases"	"Despite the fact the that human brain is made of nearly 60 percent fat, the vast majority of studies on the mechanism of memory and neurodegeneration primarily focused on protein and genetic changes. Here, we discovered that myristic acid production derived from brain cell phospholipids correlates with memory acquisition.  Using state-of-the-art mass spectrometry and super-resolution microscopy, we will establish the role of myristic acid in learning and how it is affected during ageing."
"2010917"	2021-11-04	"Prof Frederic Meunier"	"Ideas Grants"	"Ideas Grants"	"Targeting neuropilin in SARS-Cov-2 neuronal uptake and transport"	"University of Queensland"	"QLD"	"University"	904308	"Basic Science"	"neurosciences | cellular nervous system | neurosciences | central nervous system |"	"covid-19"	"sars-cov-2"	"endocytosis"	"axonal transport"	"central nervous system (cns) diseases"	"COVID-19 is associated with a variety of neurological symptoms, ranging from a transient loss of smell and taste to headaches to severe ischaemic damage in fatal cases. The long-term consequences of potential interactions of the causative virus, SARS-CoV-2, with brain cells are currently unknown but could be linked to intractable neuronal degeneration as previously found with the 1918 influenza pandemic. We will investigate the uptake and transport of the virus and find ways to block infection."
"2010919"	2021-11-04	"Dr Mojtaba Golzan"	"Ideas Grants"	"Ideas Grants"	"Detecting Referable Glaucoma Using Artificial Intelligence"	"University of Technology Sydney"	"NSW"	"University"	379061.2	"Clinical Medicine and Science"	"ophthalmology and optometry | ophthalmology |"	"glaucoma"	"artificial neural networks"	"computer-assisted diagnosis"	"retinal vessels"	"image analysis"	"Glaucoma is a leading cause of blindness worldwide affecting over 300,000 Australians. While treatments are available to delay vision loss, no cure for glaucoma exists, making early identification of at-risk individuals an utmost priority. We have developed a model that can accurately detect early glaucoma-specific changes in the eye. In this project, we will evaluate the performance of our model in comparison to assessments made by glaucoma specialists to determine its efficacy."
"2010939"	2021-11-04	"Prof Michael Ryan"	"Ideas Grants"	"Ideas Grants"	"Molecular mechanisms underlying the pathogenesis of complex I dysfunction and mitochondrial disease"	"Monash University"	"VIC"	"University"	1370808	"Basic Science"	"biochemistry and cell biology | cell metabolism | biochemistry and cell biology | enzymes | medical biochemistry and metabolomics | medical biochemistry: proteins and peptides (incl. medical proteomics) |"	"mitochondria"	"mitochondrial disease"	"mitochondrial respiration"	"protein complexes"	"molecular basis of disease"	"Mitochondria are the powerhouses of our cells that produce the chemical ATP for functions such as muscle contraction and triggering of nerves. Mitochondrial Complex I is a molecular motor that helps to make this ATP and defects in this motor cause mitochondrial disease, resulting in early childhood death. In this project we will study how Complex I is assembled and determine how defects in this assembly pathway leads to disease. New insights into therapeutic approaches will be investigated."
