"APP ID"	"Date Announced"	"CIA_NAME"	"GRANT_TYPE"	"SUB_TYPE"	"SIMPLIFIED TITLE"	"ADMIN_ INSTITUTION"	"STATE"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"TOTAL"	"BROAD_RESEARCH_AREA"	"FOR_ CATEGORY"	"FIELD_OF_  RESEARCH"	"RESEARCH_KW_1"	"RESEARCH_KW_2"	"RESEARCH_KW_3"	"RESEARCH_KW_4"	"RESEARCH_KW_5"	"Sector"
"1085340"	2014-10-17	"A/Pr Richard Callaghan"	"NHMRC Project Grants"	"Standard Project Grant"	"What is the role of ABCA4 in the visual process?"	"Australian National University"	"ACT"	NA	107359	102359	102359	NA	NA	NA	312077	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Receptors and Membrane Biology"	"membrane transport"	"lipid bilayers"	"protein purification"	"protein biochemistry"	"vision"	"University"
"1085359"	2014-10-17	"A/Pr David Harrich"	"NHMRC Project Grants"	"Standard Project Grant"	"A potent anti-HIV-1 gene therapy agent in a humanised mouse model"	"Queensland Institute of Medical Research"	"QLD"	NA	191271	303290	303290	303290	NA	NA	1101141	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"virology"	"antiviral therapy"	"gene therapy"	"human immunodeficiency virus (HIV)"	"animal model"	"MRI"
"1085364"	2014-10-17	"A/Pr Christos Karapetis"	"NHMRC Project Grants"	"Standard Project Grant"	"Personalised medicine markers of anti-EGFR antibody therapy in metastatic colorectal cancer: accelerating clinical translation with collaborative meta-analyses based on individual-participant data"	"Flinders University"	"SA"	NA	100534	95534	95534	NA	NA	NA	291601.25	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"targeted therapy"	"biomarkers"	"colon cancer"	"diagnostic marker"	"cancer research"	"University"
"1085367"	2014-10-17	"Prof Kum Kum Khanna"	"NHMRC Project Grants"	"Standard Project Grant"	"Deciphering the overlapping roles of SSB1 and SSB2 in the regulation of haematopoiesis and intestinal homeostasis"	"Queensland Institute of Medical Research"	"QLD"	NA	220932	270932	235932	230932	NA	NA	958728	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"DNA damage"	"knockout mouse"	"intestine"	"haematopoiesis"	"transcription"	"MRI"
"1085372"	2014-10-17	"A/Pr Gavin Huttley"	"NHMRC Project Grants"	"Standard Project Grant"	"Robust bioinformatics for predicting bacterial pathogens from microbiome sequencing"	"Australian National University"	"ACT"	NA	232094	187297	197297	NA	NA	NA	616687.85	"Basic Science"	"GENETICS"	"Genomics"	"bioinformatics"	"statistics"	"genomics"	"microbial ecology"	"genetics"	"University"
"1085403"	2014-10-17	"Prof Christopher Parish"	"NHMRC Project Grants"	"Standard Project Grant"	"Role of the CD8-Heparan Sulfate Interaction in CD8+ T cell Development and Function"	"Australian National University"	"ACT"	NA	211271	206271	211271	NA	NA	NA	628813	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"T cell development"	"thymus"	"carbohydrates"	"selection"	"adaptive immunity"	"University"
"1085404"	2014-10-17	"Dr Joel Pearson"	"NHMRC Project Grants"	"Standard Project Grant"	"VISUAL HALLUCINATIONS: MECHANISTIC BIOMARKERS AND NOVEL TREATMENTS"	"University of New South Wales"	"NSW"	NA	133709	133709	103709	77359	NA	NA	448484.5	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Health, Clinical and Counselling Psychology"	"Parkinson disease"	"visual cortex"	"excitability"	"Lewy body"	"sensory systems"	"University"
"1085410"	2014-10-17	"Dr Robyn Meech"	"NHMRC Project Grants"	"Standard Project Grant"	"A Novel Metabolic Role for UDP Glycosyltransferase 8 (UGT8)"	"Flinders University"	"SA"	NA	131985	136985	136985	NA	NA	NA	405953.5	"Clinical Medicine and Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"UDP-glucuronosyltransferase"	"bile acids"	"drug conjugation"	"molecular pharmacology"	"drug metabolism"	"University"
"1085411"	2014-10-17	"Dr David Ziegler"	"NHMRC Project Grants"	"Standard Project Grant"	"Targeted Inhibition of the FACT (Facilitates Chromatin Transcription) Complex as a Novel Therapeutic Approach in Aggressive Childhood Cancers"	"University of New South Wales"	"NSW"	NA	243920	268920	243920	233920	NA	NA	990679.6	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"childhood"	"cancer therapy"	"neuroblastoma"	"glioma"	"drug development"	"University"
"1085435"	2014-10-17	"A/Pr Caroline Gargett"	"NHMRC Project Grants"	"Standard Project Grant"	"Progenitor origin and regulation in endometrial regeneration"	"Monash University"	"VIC"	NA	192824	192824	214532	214532	NA	NA	814711.4	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"endometrium"	"endometriosis"	"endometrial cancer"	"progenitor cells"	"telomerase"	"University"
"1085450"	2014-10-17	"Dr Neil Spratt"	"NHMRC Project Grants"	"Standard Project Grant"	"Characterising a newly  identified mechanism causing elevation of intracranial pressure after acute neurological injury"	"University of Newcastle"	"NSW"	NA	140262	177069	177069	NA	NA	NA	494399.7	"Basic Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"intracranial pressure"	"cerebrospinal fluid"	"stroke"	"pathophysiology"	"hypothermia"	"University"
"1085460"	2014-10-17	"Prof Bruce Kemp"	"NHMRC Project Grants"	"Standard Project Grant"	"Control of anabolic and catabolic pathways by AMPK"	"St Vincent's Institute of Medical Research"	"VIC"	NA	197887	107887	199906	199906	199906	NA	905493	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Metabolism"	"AMP-activated protein kinase"	"glucose homeostasis"	"autophagy"	"fatty acid oxidation"	"knockout mouse"	"MRI"
"1085461"	2014-10-17	"Dr Anneke van der Walt"	"NHMRC Project Grants"	"New Investigator Grant"	"Predicting treatment response to onabotulinumtoxin-a in MS-related tremor: a combined clinical, electrophysiological and neuroimaging approach."	"University of Melbourne"	"VIC"	NA	114826	131661	131661	81919	64826	NA	524893.6	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Central Nervous System"	"multiple sclerosis (MS)"	"tremor"	"botulinum toxin"	"neurophysiology"	"outcome measures"	"University"
"1085483"	2014-10-17	"Dr Sarah Gordon"	"NHMRC Project Grants"	"New Investigator Grant"	"The functional interplay between alpha synuclein and synaptophysin in synaptic vesicle recycling"	"University of Melbourne"	"VIC"	NA	130466	130466	130466	NA	NA	NA	391398	"Basic Science"	"NEUROSCIENCES"	"Cellular Nervous System"	"alpha-synuclein"	"Parkinson disease"	"synaptic vesicles"	"vesicle-associated proteins"	"vesicle trafficking"	"University"
"1085509"	2014-10-17	"Dr Di Yu"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Immune balance-regulating interleukins as targets for immunotherapy"	"Monash University"	"VIC"	NA	113863	113863	113863	113863	NA	NA	455452	"Basic Science"	"IMMUNOLOGY"	"Autoimmunity"	"interleukins (IL)"	"lupus"	"infection"	"asthma"	"immunotherapy"	"University"
"1085531"	2014-10-17	"A/Pr Peter Gibbs"	"NHMRC Project Grants"	"Standard Project Grant"	"Circulating tumour DNA (ctDNA) to guide adjuvant chemotherapy and surveillance strategies in patients with stage II colon cancer"	"Walter and Eliza Hall Institute"	"VIC"	NA	248650	338650	338650	163650	90763	NA	1180362.8	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Oncology and Carcinogenesis not elsewhere classified"	"colorectal cancer"	"biomarkers"	"risk assessment"	"cancer prognosis"	"cancer follow-up"	"MRI"
"1085550"	2014-10-17	"Dr Elizabeth Holliday"	"NHMRC Project Grants"	"Standard Project Grant"	"Helping stroke physicians choose who to thrombolyse - the \"Targeting Optimal Thrombolysis Outcomes\" (TOTO) study"	"University of Newcastle"	"NSW"	NA	209497	209497	532400	80277	NA	NA	1031670.9	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"stroke outcome"	"thrombolysis treatment"	"prediction"	"epidemiology"	"imaging"	"University"
"1085596"	2014-10-17	"Prof Mark von Itzstein"	"NHMRC Project Grants"	"Standard Project Grant"	"NEW INSIGHT INTO GLYCAN REQUIREMENTS FOR ROTAVIRUS-CELL ATTACHMENT AND ENTRY"	"Griffith University"	"QLD"	NA	302077	301408	213521	213521	NA	NA	1030526.75	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"adhesion mechanisms"	"rotavirus infection"	"carbohydrates"	"host/pathogen interaction"	"virus receptors"	"University"
"1085606"	2014-10-17	"Prof Perminder Sachdev"	"NHMRC Project Grants"	"Standard Project Grant"	"The genetic and environmental determinants of amyloid deposition in older individuals: an amyloid imaging study using the twin design"	"University of New South Wales"	"NSW"	NA	256188	276188	93027	NA	NA	NA	625404.05	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Central Nervous System"	"genetic markers"	"environmental risk factors"	"amyloid beta-protein"	"cognitive deficit"	"plaque"	"University"
"1085637"	2014-10-17	"Prof Jian Li"	"NHMRC Project Grants"	"Standard Project Grant"	"Targeting the Achilles' heel of polymyxins: eliminating the nephrotoxicity"	"Monash University"	"VIC"	NA	209331	222151	220698	NA	NA	NA	652180.3	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Pharmacology and Pharmaceutical Sciences not elsewhere classified"	"antibiotic resistance"	"antibiotic therapy"	"drug discovery"	"nephrotoxicity"	"pharmacodynamics"	"University"
"1085662"	2014-10-17	"Dr Lee-Fay Low"	"Career Development Fellowships"	"Clinical CDF"	"Innovative interventions to improve quality of life in dementia"	"University of New South Wales"	"NSW"	NA	102942	102942	102942	102942	NA	NA	411768	"Clinical Medicine and Science"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aged Health Care"	"Alzheimer disease"	"dementia care"	"randomised controlled trial (RCT)"	"intervention study"	"aged care"	"University"
"1085708"	2014-10-17	"Dr Lucy Palmer"	"NHMRC Project Grants"	"New Investigator Grant"	"The modulation of neuronal activity by inter-cortical sensory input"	"University of Melbourne"	"VIC"	NA	158709	158709	143709	153539	NA	NA	614664	"Basic Science"	"NEUROSCIENCES"	"Cellular Nervous System"	"dendrites"	"cortex"	"sensory function"	"inhibition"	"brain injury"	"University"
"1085718"	2014-10-17	"Prof Paul Curmi"	"NHMRC Project Grants"	"Standard Project Grant"	"Coupling the cell cortex to membranes: structural basis for the activation and control of ezrin"	"University of New South Wales"	"NSW"	NA	189718	189718	189718	NA	NA	NA	569154	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"X-ray crystallography"	"protein structure"	"protein interactions"	"actin cytoskeleton"	"GTPase"	"University"
"1085752"	2014-10-17	"Dr Andrew Murphy"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Haematopoiesis, Metabolic Disorders and Atherosclerosis"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	102942	102942	102942	102942	NA	NA	411768	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiovascular medicine and Haematology nec"	"obesity"	"haematopoiesis"	"atherosclerosis"	"monocyte/macrophage"	"diabetes"	"MRI"
"1085754"	2014-10-17	"Dr Deanne Thompson"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Understanding typical and atypical development of the infant brain"	"Murdoch Childrens Research Institute"	"VIC"	NA	102942	102942	102942	102942	NA	NA	411768	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"magnetic resonance imaging (MRI)"	"premature birth"	"paediatric"	"neurodevelopment"	"neuroimaging"	"MRI"
"1085765"	2014-10-17	"Dr Matthew McCormack"	"NHMRC Project Grants"	"Standard Project Grant"	"The role of the homeobox transcription factor Hhex in haematopoiesis and leukaemia"	"Walter and Eliza Hall Institute"	"VIC"	NA	211271	196271	196271	NA	NA	NA	603813	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Haematological Tumours"	"leukaemogenesis"	"lymphocyte differentiation"	"transcription factor"	"homeobox genes"	"haematopoietic stem cells"	"MRI"
"1085775"	2014-10-17	"A/Pr Christine Roberts"	"NHMRC Project Grants"	"Standard Project Grant"	"Born a bit early: long-term child educational and health outcomes"	"University of Sydney"	"NSW"	NA	192825	192825	192825	NA	NA	NA	578475	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"child health"	"caesarean section"	"hospitalisation"	"premature birth"	"record linkage"	"University"
"1085832"	2014-10-17	"Prof Karen Edmond"	"NHMRC Project Grants"	"Standard Project Grant"	"Improving primary care for Aboriginal mothers and babies in the Kimberley region of Western Australia: a population and region based cluster randomised trial driven by local health service providers"	"University of Western Australia"	"WA"	NA	574420	506047	506047	295524	87733	NA	1969770.8	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"antenatal care"	"postnatal"	"Aboriginal child"	"nutrition"	"University"
"1085842"	2014-10-17	"A/Pr Kevin Pfleger"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"The molecular pharmacology of receptor complexes"	"University of Western Australia"	"WA"	NA	113863	113863	113863	113863	NA	NA	455452	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"G protein-coupled receptors"	"receptor dimerisation"	"receptor signalling"	"receptor trafficking"	"receptors"	"University"
"1085875"	2014-10-17	"Dr Hugh Reid"	"NHMRC Project Grants"	"Standard Project Grant"	"An investigation into the adaptive immune response in Celiac Disease"	"Monash University"	"VIC"	NA	192824	192824	192824	NA	NA	NA	578472	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"coeliac disease"	"adaptive immunity"	"T cell receptor"	"structural immunology"	"immune response"	"University"
"1085934"	2014-10-17	"Dr Meredith O'Keeffe"	"NHMRC Project Grants"	"Standard Project Grant"	"Exploring the contribution of interferon-lambda to autoimmune disease"	"Macfarlane Burnet Institute for Medical Research and Public Health"	"VIC"	NA	286413	280687	240687	NA	NA	NA	807786.8	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Autoimmunity"	"systemic lupus erythematosus (SLE)"	"dendritic cell"	"autoimmunity"	"inflammation"	"innate immunity"	"MRI"
"1085942"	2014-10-17	"Prof Alistair Royse"	"NHMRC Project Grants"	"Standard Project Grant"	"Transfusion Triggers in Cardiac Surgery Australia trial (TRICS-III)"	"University of Melbourne"	"VIC"	NA	347359	327359	377359	327359	NA	NA	1379436	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiovascular medicine and Haematology nec"	"blood transfusion"	"cardiac surgery"	"anaemia"	"transfusion reactions"	"transfusion"	"University"
"1085977"	2014-10-17	"Prof Anthony Hannan"	"NHMRC Project Grants"	"Standard Project Grant"	"Gene-environment interactions modulating cognition and dementia in Huntington’s disease"	"University of Melbourne"	"VIC"	NA	219378	219378	219378	NA	NA	NA	658134	"Basic Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"Huntington's disease"	"dementia"	"dementia-related decline in memory"	"neurodegenerative disorders"	"environmental influences"	"University"
"1085981"	2014-10-17	"Prof Wolfgang Weninger"	"NHMRC Project Grants"	"Standard Project Grant"	"Mechanisms of immune-evasion by Group A Streptococcus during skin infection"	"University of Sydney"	"NSW"	NA	196271	196271	191271	NA	NA	NA	583813	"Basic Science"	"IMMUNOLOGY"	"Innate Immunity"	"streptococcal invasive diseases"	"neutrophils"	"migration"	"imaging"	"virulence factors"	"University"
"1085984"	2014-10-17	"Dr Sarah Heron"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Gene discovery and characterisation in the familial focal epilepsies"	"University of South Australia"	"SA"	NA	102942	102942	102942	102942	NA	NA	411768	"Basic Science"	"GENETICS"	"Neurogenetics"	"genetic disorders"	"gene discovery"	"mutation detection"	"mutation analysis"	"neurogenetics"	"University"
"1085996"	2014-10-17	"Prof Walter Thomas"	"NHMRC Project Grants"	"Standard Project Grant"	"New mediators of GPCR-growth factor receptor transactivation"	"University of Queensland"	"QLD"	NA	196271	196271	196271	NA	NA	NA	588813	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Signal Transduction"	"angiotensin receptor"	"epidermal growth factor receptor (EGFR)"	"receptor signalling"	"protein interactions"	"kinases"	"University"
"1086020"	2014-10-17	"Prof Graham Lieschke"	"NHMRC Project Grants"	"Standard Project Grant"	"Defining the in vivo contribution of leukocyte extracellular traps to infective disease"	"Monash University"	"VIC"	NA	188164	193164	198164	NA	NA	NA	579492	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Haematology"	"neutrophils"	"macrophages"	"innate immunity"	"infection"	"zebrafish"	"University"
"1086029"	2014-10-17	"Dr Genevieve Healy"	"Career Development Fellowships"	"Population Health CDF"	"Reducing prolonged sitting time in adults"	"University of Queensland"	"QLD"	NA	102942	102942	102942	102942	NA	NA	411768	"Public Health"	"HUMAN MOVEMENT AND SPORTS SCIENCE"	"Human Movement and Sports Science not elsewhere classified"	"sedentary behaviour"	"longitudinal study"	"intervention study"	"dissemination"	"workplace"	"University"
"1086082"	2014-10-17	"Dr Lucy Palmer"	"NHMRC Project Grants"	"Standard Project Grant"	"Dendritic activity and neuronal output during sensory perception"	"University of Melbourne"	"VIC"	NA	220058	180058	160058	247077	NA	NA	807251	"Basic Science"	"NEUROSCIENCES"	"Sensory Systems"	"dendrites"	"sensory cortex"	"sensory function"	"calcium imaging"	"action potential"	"University"
"1086083"	2014-10-17	"Prof George Paxinos"	"NHMRC Project Grants"	"Standard Project Grant"	"A 3D Cross-Modality Atlas of the Human Brainstem for Scientists and Clinicians"	"University of New South Wales"	"NSW"	NA	117359	117359	117359	NA	NA	NA	352077	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"anatomy"	"brainstem"	"magnetic resonance imaging (MRI)"	"histology"	"substantia nigra"	"University"
"1086100"	2014-10-17	"Prof Markus Seibel"	"NHMRC Project Grants"	"Standard Project Grant"	"How Does Osteocalcin Reverse Glucocorticoid-Induced Dysmetabolism?"	"ANZAC Research Institute"	"NSW"	NA	206743	206743	201743	NA	NA	NA	615227.5	"Basic Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"glucocorticoids"	"metabolism"	"bone biology"	"osteocalcin"	"receptor signalling"	"MRI"
"1086141"	2014-10-17	"Prof Karen Edmond"	"NHMRC Project Grants"	"Standard Project Grant"	"Improving access to primary care for Aboriginal babies in Western Australia. The ‘Stork’ population based cluster randomised trial."	"University of Western Australia"	"WA"	NA	459198	378893	322452	90449	NA	NA	1250992.06	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal child"	"health services research"	"public health"	"access to health care"	"hospitalisation"	"University"
"1086145"	2014-10-17	"Dr James Fitzpatrick"	"NHMRC Project Grants"	"Standard Project Grant"	"The Alert Program: An evidence based treatment program for Aboriginal children living with FASD (Fetal Alcohol Spectrum Disorder)"	"University of Western Australia"	"WA"	NA	206271	348868	328868	266271	NA	NA	1150278.6	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal child"	"fetal alcohol syndrome"	"child development"	"cognitive behaviour therapy"	"executive function"	"University"
"1086178"	2014-10-17	"Prof Paul Gorry"	"NHMRC Project Grants"	"Standard Project Grant"	"Envelope Glycoprotein Determinants of HIV-1 Subtype C Tropism and Pathogenicity"	"Macfarlane Burnet Institute for Medical Research and Public Health"	"VIC"	NA	194718	218920	223122	NA	NA	NA	636759.7	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"human immunodeficiency virus (HIV)"	"envelope glycoprotein"	"pathogenesis"	"CD4"	"chemokine receptor"	"MRI"
"1086181"	2014-10-17	"Prof Saso Ivanovski"	"NHMRC Project Grants"	"Standard Project Grant"	"Evaluation of tissue engineered decellularised biphasic constructs for periodontal regeneration"	"Griffith University"	"QLD"	NA	181646	196646	181646	NA	NA	NA	559936.5	"Clinical Medicine and Science"	"DENTISTRY"	"Periodontics"	"periodontics"	"regeneration"	"tissue engineering"	"extracellular matrix"	"biomaterials"	"University"
"1086188"	2014-10-17	"Prof John McNeil"	"NHMRC Project Grants"	"Standard Project Grant"	"ASPREE- NEURO; aspirin and cerebral microhaemorrhages"	"Monash University"	"VIC"	NA	409178	100466	340805	105736	NA	NA	956185.5	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Neurosciences not elsewhere classified"	"ageing"	"aspirin"	"brain imaging"	"clinical trial"	"neurocognitive assessment"	"University"
"1086192"	2014-10-17	"Dr Chen Au Peh"	"NHMRC Project Grants"	"Standard Project Grant"	"Plasma exchange and glucocorticoids in anti-neutrophil cytoplasm antibody associated systemic vasculitis:  a randomised controlled trial (PEXIVAS Australia)"	"University of Adelaide"	"SA"	NA	149055	124055	134055	NA	NA	NA	407165.6	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Nephrology and Urology"	"vasculitis"	"randomised controlled trial (RCT)"	"nephrology"	"glomerulonephritis"	"therapeutics"	"University"
"1086227"	2014-10-17	"Prof James Whisstock"	"NHMRC Project Grants"	"Standard Project Grant"	"Structural basis for Helicobacter pylori adhesion to host epithelial cells"	"Monash University"	"VIC"	NA	189718	239718	214718	NA	NA	NA	644154	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"Helicobacter pylori"	"gastric ulcers"	"epithelial cells"	"adhesins"	"gastric cancer"	"University"
"1086256"	2014-10-17	"Prof Ann Simpson"	"NHMRC Project Grants"	"Standard Project Grant"	"Reversal of diabetes in a humanised mouse using a clinically applicable vector system"	"University of Technology Sydney"	"NSW"	NA	181271	221271	226271	181271	NA	NA	810084	"Basic Science"	"CLINICAL SCIENCES"	"Endocrinology"	"diabetes mellitus"	"endocrinology"	"gene therapy"	"hepatocytes"	"insulin secretion"	"University"
"1086267"	2014-10-17	"Prof Ruth Hall"	"NHMRC Project Grants"	"Standard Project Grant"	"A new mechanism for transposition of antibiotic resistance genes"	"University of Sydney"	"NSW"	NA	172112	157112	157112	NA	NA	NA	486336.9	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"transposons"	"antibiotic resistance"	"resistance spread"	"bacterial evolution"	"bacterial genetics"	"University"
"1086291"	2014-10-17	"Dr Gemma Kelly"	"NHMRC Project Grants"	"Standard Project Grant"	"Investigating the role of mutant p53 and MCL-1 in the sustained growth of MYC lymphomas and strategies for targeted therapy"	"Walter and Eliza Hall Institute"	"VIC"	NA	197824	197824	197824	NA	NA	NA	593472	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"lymphoma"	"Bcl-2"	"p53"	"apoptosis"	"proliferation"	"MRI"
"1086302"	2014-10-17	"Prof Hamish Scott"	"NHMRC Project Grants"	"Standard Project Grant"	"Co-operation between GATA2 mutation or expression and RAS signalling in AML"	"University of South Australia"	"SA"	NA	275829	302281	255829	NA	NA	NA	833939	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Haematological Tumours"	"leukaemia"	"myelopoiesis"	"mutation analysis"	"transcription factor"	"molecular genetics"	"University"
"1086311"	2014-10-17	"Prof Stephen Wilton"	"NHMRC Project Grants"	"Standard Project Grant"	"Splice correction as a treatment for rare diseases"	"Murdoch University"	"WA"	NA	193164	193164	203164	203164	NA	NA	792656	"Clinical Medicine and Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Molecular Medicine"	"antisense technology"	"genetic disorders"	"targeted therapy"	"RNA processing"	"splicing"	"University"
"1086386"	2014-10-17	"Prof Alex Brown"	"NHMRC Project Grants"	"Standard Project Grant"	"Predicting Renal, Ophthalmic, and Heart Events in the Aboriginal Community – THE PROPHECY Study"	"University of South Australia"	"SA"	NA	412887	587420	557420	587420	321179	NA	2466326.3	"Public Health"	"CLINICAL SCIENCES"	"Endocrinology"	"Aboriginal health"	"diabetes"	"cohort study"	"complications"	"genomics"	"University"
"1086451"	2014-10-17	"Dr Patrick Bertolino"	"NHMRC Project Grants"	"Standard Project Grant"	"Unraveling mechanisms of liver transplant tolerance"	"University of Sydney"	"NSW"	NA	168369	168369	168369	163369	NA	NA	668474	"Basic Science"	"CLINICAL SCIENCES"	"Surgery"	"liver"	"liver transplantation"	"tolerance"	"immunosuppression"	"surgery"	"University"
"1086530"	2014-10-17	"Dr Michele Hansen"	"NHMRC Project Grants"	"Standard Project Grant"	"Recent changes in IVF clinical practice: data linkage to investigate their impact on fetal growth and birth defects."	"University of Western Australia"	"WA"	NA	139182	130466	129652	NA	NA	NA	399300.5	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"assisted reproductive technology (ART)"	"birth defect"	"fetal growth"	"epidemiology"	"data linkage"	"University"
"1086540"	2014-10-17	"A/Pr David Wilson"	"NHMRC Project Grants"	"Standard Project Grant"	"Optimizing the allocation of resources in response to HIV/AIDS epidemics"	"University of New South Wales"	"NSW"	NA	257451	230184	214718	NA	NA	NA	702353	"Public Health"	"ECONOMETRICS"	"Economic Models and Forecasting"	"human immunodeficiency virus (HIV)"	"effectiveness"	"health economics"	"efficiency"	"surveillance"	"University"
"1086580"	2014-10-17	"Dr Lea-Ann Kirkham"	"NHMRC Project Grants"	"Standard Project Grant"	"Evaluation of Haemophilus haemolyticus as a preventative therapy for NTHi disease"	"University of Western Australia"	"WA"	NA	138726	163012	130092	NA	NA	NA	431829.5	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"Haemophilus influenzae"	"vaccine development"	"otitis media"	"bacterial pathogenesis"	"host colonisation"	"University"
"1086643"	2014-10-17	"Prof Charles Watson"	"NHMRC Project Grants"	"Standard Project Grant"	"High Resolution MRI Atlas of the Rat Brain"	"University of New South Wales"	"NSW"	NA	95466	90466	NA	NA	NA	NA	185932	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"rat"	"brain imaging"	"magnetic resonance imaging (MRI)"	"mapping"	"neurology"	"University"
"1086656"	2014-10-17	"A/Pr Andreas Lopata"	"NHMRC Project Grants"	"Standard Project Grant"	"Bio-molecular studies for improved diagnosis and management of Australian children with fish allergy"	"James Cook University"	"QLD"	NA	102359	102359	138539	133539	NA	NA	476795	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"paediatric"	"allergy testing"	"clinical diagnosis"	"proteomics"	"allergen"	"University"
"1086662"	2014-10-17	"A/Pr David Curtis"	"NHMRC Project Grants"	"Standard Project Grant"	"Eradicating leukaemic stem cells by targeting the arginine methyltransferase PRMT5"	"Monash University"	"VIC"	NA	207723	181543	181543	171543	NA	NA	742352.5	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Haematology"	"acute leukaemia"	"haematopoietic stem cells"	"enzyme inhibitors"	"transgenic animals"	"methylation"	"University"
"1086673"	2014-10-17	"A/Pr Greg Roach"	"NHMRC Project Grants"	"Standard Project Grant"	"It’s the amount that counts: The impact of seven days of sleep restriction on predictors of Type 2 Diabetes."	"Central Queensland University"	"QLD"	NA	240000	240000	240000	NA	NA	NA	720000	"Basic Science"	"MEDICAL PHYSIOLOGY"	"Systems Physiology"	"sleep/wake patterns"	"glucose metabolism"	"insulin"	"diabetes mellitus"	"lifestyle factors"	"University"
