"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1078407	2019-08-29	"Prof Maree Teesson"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Innovative responses to prevention and treatment of mental disorders and substance use"	"University of Sydney"	"NSW"	"University"	159433	"Public Health"	"Mental Health"	"addiction"	"mental health"	"prevention"	"treatment"	"psychiatry"	"My vision is to build the world’s leading dedicated translational research program for the prevention and treatment of comorbid mental health and substance abuse. While it is widely recognised that there is significant comorbidity in these two areas they have traditionally been approached in isolation, making it virtually impossible to make significant inroads. I seek to increase our understanding, prevent these where possible and improve treatment responses."
1078985	2019-08-29	"A/Pr Julie McMullen"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Identifying and developing novel therapeutic approaches for heart disease"	"Baker Heart and Diabetes Institute"	"VIC"	"Research Institutes"	131783	"Basic Science"	"Cardiology (incl. Cardiovascular Diseases)"	"cardiac hypertrophy"	"cardiac function"	"mouse models"	"heart disease"	"signalling pathways"	"Increasing rates of obesity, diabetes, and an ageing population increase the risk of heart disease & complications including heart failure (HF), atrial fibrillation (AF), and diabetic heart disease. There is a clinical need for i) improved therapies for patients with HF, AF, and diabetic heart, and ii) biomarkers which more effectively recognise people at risk of heart disease, to prevent clinical events.  My research program is designed to develop novel therapies and identify new biomarkers."
1079004	2019-08-29	"Prof Edouard Stanley"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Pluripotent stem cells & medical research"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	131783	"Basic Science"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"stem cells"	"differentiation"	"gene targeting"	"disease modelling"	"regenerative medicine"	"Human Pluripotent Stem Cells are immortal cells that have the ability to turn into any of the cell types found in the body. This means that it is now possible to generate a variety of human cell types in the laboratory, to study how they work, and to find out what goes wrong in different diseases. In this context, the overall aim of my research is to develop pluripotent stem cells for the study of human disease and generate tools that will enable others to use these cells in their own research."
1079238	2019-08-29	"Prof Ranjeny Thomas"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Understanding the basis of autoimmunity in rheumatoid arthritis and type 1 diabetes to underpin the implementation of antigen-specific therapies"	"University of Queensland"	"QLD"	"University"	174433	"Clinical Medicine and Science"	"Rheumatology and Arthritis"	"rheumatoid arthritis"	"biomarkers"	"type 1 diabetes mellitus (insulin-dependent diabetes mellitus)"	"autoimmunity"	"pathogenic mechanisms"	"In autoimmune diseases chronic organ-specific or systemic inflammation has devastating and destructing consequences. In rheumatoid arthritis (RA) and type 1 diabetes (T1D), HLA contribute the major genetic susceptibility. HLA proteins present the antigens which underlie disease development. This proposal underpins my vision for development of antigen-specific therapy in RA and T1D, examining interaction between HLA molecules and antigen and disease, and risk markers for T1D development."
1079267	2019-08-29	"Prof Catherine Sherrington"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Physical activity interventions to enhance mobility and prevent falls"	"University of Sydney"	"NSW"	"University"	117426.4	"Clinical Medicine and Science"	"Geriatrics and Gerontology"	"rehabilitation"	"exercise therapy"	"accidental falls"	"disability"	"aged health"	"My research has established that exercise programs can prevent falls and enhance mobility in older people and those affected by a range of conditions.  There remain important unanswered questions about the design and delivery of optimally effective and cost-effective physical activity programs. My proposed research program will address these with studies targeting the design and evaluation of novel interventions, implementation of proven interventions and population health approaches."
1079467	2019-08-29	"Prof Christopher Sobey"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Finding effective treatments for stroke"	"La Trobe University"	"VIC"	"University"	131783	"Basic Science"	"Basic Pharmacology"	"stroke"	"pharmacology"	"vascular disease"	"cerebral ischaemia"	"hypertension"	"Stroke is a devastating disease causing mortality and morbidity on a massive scale, and which still has no treatment besides a clot-buster that cannot be used in 90% of patients. This research should provide a better understanding of stroke pathology and identify new therapeutic directions. It will elucidate an unappreciated but crucial role of specific immune cells in brain injury after stroke, and hopefully lead to new ways to limit brain injury and promote recovery from stroke."
1079646	2019-08-29	"Prof Katherine Loveland"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Developmental switches in spermatogenesis"	"Monash University"	"VIC"	"University"	145607	"Basic Science"	"Reproduction"	"spermatogenesis"	"testicular cancer"	"activin"	"cell signalling"	"testis development"	"I seek the knowledge required to improve prevention, diagnosis and therapy for men with testicular pathologies by studying what controls early sperm development. My research will delineate how cellular signalling molecules lay the foundation for adult fertility, using animal studies, cell culture and clinical samples.  Testis samples from testicular cancer patients will be used to test interventions that may kill tumour cells or offer a therapeutic option to men with impaired spermatogenesis."
1079700	2019-08-29	"A/Pr Peter Czabotar"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Structural studies of the molecular machinery regulating cell death"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	131783	"Basic Science"	"Structural Biology (incl. Macromolecular Modelling)"	"structural biology"	"cell death"	"drug discovery"	"cancer biology"	"neurodegenerative disorders"	"Our bodies use a process called Programmed Cell Death to remove unwanted or dangerous cells. This work aims to understand the machinery that regulates this process at the molecular level. These insights will inform the development of drugs aimed at either initiating cell death when required, for example in cancer, or at inhibiting it when excessive cell death causes disease."
1079715	2019-08-29	"A/Pr Taher Omari"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Translational studies of novel methods for the assessment of gastrointestinal motility"	"Flinders University"	"SA"	"University"	146783	"Clinical Medicine and Science"	"Systems Physiology"	"gastrointestinal motility"	"motility disorders"	"dysphagia"	"diagnosis"	"therapy"	"Swallowing has complex physiology and swallowing problems (dysphagia) result in poor nutrition and death due to complications of aspiration. A/Prof Omari has invented a new method to assess swallowing function. The studies proposed will change how dysphagia is diagnosed and managed. The research follows three streams: (A) studies in large patient cohorts in whom a better diagnosis is needed (e.g. stroke), (B) studies of therapies and interventions and (C) studies of swallowing biomechanics."
1079904	2019-08-29	"Prof Richard Ferrero"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Dissecting the role of NOD-like Receptors (NLRs) in Helicobacter pylori disease"	"Monash University"	"VIC"	"University"	131783	"Basic Science"	"Medical Microbiology not elsewhere classified"	"helicobacter pylori"	"bacterial pathogenesis"	"host/pathogen interaction"	"innate immunity"	"mucosal inflammation"	"Half of the world's 6.5 billion people harbour the bacterium Helicobacter pylori in their stomachs. Approximately 1% of these infections develop into gastric cancer, representing the second leading cause of cancer-related death world-wide. This research project will investigate the role of a family of host defence proteins as mediators of inflammatory and cell survival responses which contribute to the development of gastric cancer disease."
1079929	2019-08-29	"Prof Pankaj Sah"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Neural circuits that underpin fear and anxiety"	"University of Queensland"	"QLD"	"University"	159433	"Basic Science"	"Central Nervous System"	"neuron"	"neuronal plasticity"	"neuroscience"	"synapse"	"neuronal response"	"The amygdala is a part of the brain that processes and lays down emotional memories.  Dysfunction in the amygdala is responsible for anxiety related disorders such post-traumatic stress disorder. I will study the neural circuits in the amygdala using innovative recordings and stimulation techniques.  These studies will provide insight into the circuits that underpin anxiety related neurological disorders and provide targets for development of novel anxiolytic agents."
1080404	2019-08-29	"Prof Markus Schlaich"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Resistant hypertension: causes, consequences, and novel therapeutic approaches"	"University of Western Australia"	"WA"	"University"	146783	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"hypertension"	"renal failure"	"sympathetic activity"	"obesity"	"denervation"	"Two thirds of all strokes and half of all coronary artery disease world-wide can be attributed to uncontrolled blood pressure. Patients with resistant hypertension are at specifically high risk. While the exact reasons remain obscure, work from my group suggests that sympathetic nervous system activation represents a common pathway. Based on these findings the ultimate goal of my research program is to develop novel and more effective treatment strategies for resistant hypertension."
1080914	2019-08-29	"Prof Daniel Green"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Personalised exercise as medicine. Optimising the prescription to maximise the benefit"	"University of Western Australia"	"WA"	"University"	159433	"Clinical Medicine and Science"	"Exercise Physiology"	"exercise physiology"	"cardiovascular health"	"cardiovascular disease prevention"	"cardiovascular physiology"	"endothelial dysfunction"	"Humans have never been less physically active than in contemporary Western society. These studies will provide an evidence-basis to address the inactivity epidemic by laying the foundation for personalised and effective exercise prescriptions, to which people are more likely to adhere."
1080963	2019-08-29	"Prof G. Paul Amminger"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Lipid biology for prediction and prevention of psychotic disorders and persistent depression in young people"	"University of Melbourne"	"VIC"	"University"	131783	"Clinical Medicine and Science"	"Psychiatry (incl. Psychotherapy)"	"psychosis"	"schizophrenia and related disorders"	"depression"	"fatty acids"	"myelin"	"My vision for the next 5 years is to establish ω-3PUFAs as a first-line treatment for indicated prevention of psychosis and persistent depression, as an alternative to conventional antidepressants for the treatment of moderate-to-severe depressive symptoms in adolescents and to build capacity in this area by training the next generation of researchers."
1082138	2019-08-29	"Prof Rachelle Buchbinder"	"Research Fellowships"	"Research Fellowship - 6th Year Extension"	"Improving translation of evidence into practice for musculoskeletal conditions"	"Monash University"	"VIC"	"University"	180319	"Clinical Medicine and Science"	"Rheumatology and Arthritis"	"musculoskeletal disorders"	"rheumatology"	"implementation"	"translation"	"epidemiological research methods"	"Musculoskeletal conditions place a huge burden on the world’s population. Yet current trials in this field may not reflect priorities based upon this burden and few trials address well-recognised evidence-practice gaps. My fellowship will aim to transform the current ad hoc approach to Australian musculoskeletal clinical trials. It will identify the most critical unanswered questions, formulate a national research agenda, and identify best methods for optimising uptake of findings into practice."
1179176	2019-12-07	"Prof Harriet Hiscock"	"Partnership Projects"	"Partnership Project for Better Health"	"Strengthening Care for Children: A stepped-wedge translational trial to reduce hospital burden."	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	1432584.8	"Health Services Research"	"Community Child Health"	"child health"	"primary care"	"health care delivery"	"randomised trial"	"health care evaluation"	"Australia’s current healthcare for children is neither sustainable nor equitable. We will test a novel, integrated GP-paediatrician model of care that if effective, will improve access to care, reduce costs to the healthcare system and society, and ensure children receive the right care, at the right time, and in the right place. Results will be of national and international significance."
1179317	2019-12-07	"Prof Patricia Livingston"	"Partnership Projects"	"Partnership Project for Better Health"	"Improving the mental health of cancer survivors with an online mindfulness program: a partnership model to impact on cancer care."	"Deakin University"	"VIC"	"University"	715644.7	"Public Health"	"Oncology and Carcinogenesis not elsewhere classified"	"supportive care"	"community care"	"health economics"	"cancer care"	"program evaluation"	"Mindfulness training has the potential to support people deal with cancer survivorship and its associated fears, anxiety and depression. Building the right foundation to support cancer survivors will create resilient individuals, reduce the psychological ill-effects of cancer and promote healthy behaviours."
1179330	2019-12-07	"Prof Andrew Noblet"	"Partnership Projects"	"Partnership Project for Better Health"	"Protecting the mental health of small-medium enterprise owners: evaluating real-world approaches to mental health first aid and client-relationship building training for small business advisers"	"Deakin University"	"VIC"	"University"	559073	"Public Health"	"Mental Health"	"mental health"	"occupational stress"	"mental health services"	"mental health promotion"	"intervention study"	"This research draws on a comprehensive evaluation framework to assess a new approach to undertaking mental health first aid (MHFA) training that embeds the content within the context of client-centred, relationship building training (RBT). When tailored to the needs of business advisors (e.g, accountants), we propose that the combined RBT + MHFA will improve MHFA training outcomes while also helping advisors identify and address the finance-related stressors experienced by small business owners."
1180193	2019-12-07	"Prof Claire Rickard"	"Partnership Projects"	"Partnership Project for Better Health"	"Difficult peripheral intravenous catheter insertion: Australian considerations for sustainable implementation of ultrasound guided procedures"	"Griffith University"	"QLD"	"University"	1497197	"Health Services Research"	"Clinical Nursing: Secondary (Acute Care)"	"hospitals"	"infection control"	"implementation"	"acute care"	"nursing practice"	"Intravenous catheters are placed in the veins of most hospital patients, however insertion is painful and may need many needle punctures. New ultrasound machines can make the procedure easier and less painful, but changing to this method requires hospitals to rethink their services and train staff in the technique. This research works with hospitals, rural and remote educators and the national quality and safety organisation to identify the best methods to implement ultrasound services."
1180282	2019-12-07	"A/Pr Janet Bray"	"Partnership Projects"	"Partnership Project for Better Health"	"Heart Matters: a Heart Safe Communities partnership to improve cardiovascular awareness and response to symptoms in regions at highest risk of heart attacks."	"Monash University"	"VIC"	"University"	905714.5	"Public Health"	"Health and Community Services"	"acute myocardial infarction (ami)"	"health education"	"emergency medical service"	"health promotion"	"community intervention"	"Acute cardiac events (such as heart attacks) require urgent patient recognition of symptoms and action to achieve optimal outcomes –every minute counts. The goal of the Heart Matters Partnership is to target and educate communities at highest-risk of cardiac events in order to improve their heart attack awareness, knowledge and readiness to respond if symptoms are experienced."
1180284	2019-12-07	"Prof Nadine Ezard"	"Partnership Projects"	"Partnership Project for Better Health"	"A Managed Alcohol Program for Australia"	"University of New South Wales"	"NSW"	"University"	557797	"Health Services Research"	"Health and Community Services"	"addiction"	"alcohol dependence"	"alcohol and behaviour"	"addiction treatment"	"psychosocial"	"An implementation trial of a Managed Alcohol Program, a novel complex intervention to improve health and wellbeing and reduce alcohol-related harm among people who are chronically homeless and alcohol dependent. If effective, the intervention can be readily replicated across Australia to translate research evidence into health practice and has the potential to impact homeless and alcohol and drug treatment policy"
1189715	2019-12-07	"Mr Michael Wewege"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"MEMOIR-AUS: A multi-site placebo-controlled trial of memantine and graded motor imagery for complex regional pain syndrome in Australia."	"University of New South Wales"	"NSW"	"University"	113963	"Clinical Medicine and Science"	"Medical and Health Sciences not elsewhere classified"	"pain management"	"exercise therapy"	"physiotherapy management"	"drug therapy"	"clinical trial"	"Complex Regional Pain Syndrome is the most distressing and disabling of all chronic pain conditions; 75% of patients report suicidal attempts/thoughts. Treatment guidelines limited. During my PhD, I will test whether the combination of two promising interventions, memantine and graded motor imagery, is effective for improving pain intensity in patients with Complex Regional Pain Syndrome in a fully powered, high-quality clinical trial."
1189721	2019-12-07	"Dr Jennifer Snaith"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Characterising Liver and Muscle Insulin Resistance in Type 1 Diabetes: Towards Targeted Treatment with Metformin"	"Garvan Institute of Medical Research"	"NSW"	"Research Institutes"	94405.5	"Clinical Medicine and Science"	"Endocrinology"	"type 1 diabetes mellitus (insulin-dependent diabetes mellitus)"	"insulin resistance"	"adjunctive therapies"	"metabolic syndrome"	"treatment strategies"	"People with type 1 diabetes experience premature death from cardiovascular disease for reasons that are not completely understood. Insulin resistance may be a treatable missing link. My study will determine if harmful patterns of insulin resistance in the liver and muscle explain differences in cardiovascular risk in type 1 diabetes, and if Metformin can reduce organ-specific insulin resistance, to prevent cardiovascular death."
1189788	2019-12-07	"Dr Angela Xun-Nan Chen"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Understanding the adverse cardio-metabolic effects of glucocorticoids – the clinical and biological determinants"	"Flinders University"	"SA"	"University"	94405.5	"Clinical Medicine and Science"	"Endocrinology"	"glucocorticoids"	"hyperglycaemia"	"cardiovascular health"	"obesity"	"diabetes"	"Cardio-metabolic diseases are leading causes of death. Obesity is a key risk factor for cardio-metabolic disease. Glucocorticoids are hormones that regulate key metabolic and immune functions. However, glucocorticoid excess increases risk of cardio-metabolic disease by inducing obesity, diabetes and high blood pressure. My program of research aims to identify mechanisms and characterise targets that may offer novel therapies to combat glucocorticoid-mediated obesity and cardio-metabolic disease."
1189793	2019-12-07	"Dr Kathryn Connelly"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Outcome measures in systemic lupus erythematosus (SLE)"	"Monash University"	"VIC"	"University"	130523	"Clinical Medicine and Science"	"Rheumatology and Arthritis"	"systemic lupus erythematosus (sle)"	"rheumatology"	"cohort study"	"validation"	"outcome measures"	"A major barrier to improving patient outcomes in SLE is the suboptimal performance of current disease activity measures and lack of validated endpoints to drive a treat-to-target approach. My project directly addresses this research priority, through aiming to validate and optimise low disease activity and remission treatment targets and develop and validate novel measurements of disease activity. This has broad potential for application in clinical trials and management of patients with SLE."
1190130	2019-12-07	"Dr Christopher Muir"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Characterization of the Immunological and Genetic Susceptibilities to Thyroid Immune Related Adverse Events Following Immunotherapy for Metastatic and High Risk Melanoma"	"University of Sydney"	"NSW"	"University"	130523	"Clinical Medicine and Science"	"Endocrinology"	"autoimmunity"	"melanoma"	"thyroid dysfunction"	"adverse drug reactions"	"genetic predisposition"	"Melanoma is an aggressive skin cancer. For many patients, melanoma has spread throughout the body at the time of diagnosis. New treatments for melanoma are available which enhance the ability of the immune system to fight cancer. Although effective, immune therapies are associated with the development of immune related adverse effects. The thyroid is particularly susceptible and we aim to study why autoimmune thyroid conditions develop in some patients treated with immune therapies for melanoma."
1190265	2019-12-07	"Dr Phoebe Thwaites"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"The role of the gas-sensing capsule in defining gastrointestinal pathophysiology in chronic intestinal disorders"	"Monash University"	"VIC"	"University"	130523	"Clinical Medicine and Science"	"Gastroenterology and Hepatology"	"functional bowel disorder"	"inflammatory bowel disease (ibd)"	"physiology"	"gastroenterology"	"motility disorders"	"This project will investigate the function of the gastrointestinal tract in health and in certain chronic intestinal diseases (inflammatory bowel disease and irritable bowel syndrome) using an ingestible capsule that can measure transit through the bowel and gut metabolism by measuring gas production. The role of gut bacteria will be explored. The effect of dietary manipulation will be investigated with a view to identifying future therapeutic options for patients with these conditions."
1190479	2019-12-07	"Dr Xin Tao Ye"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Long-Term Outcomes of Tetralogy of Fallot Repair in Children"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	116076	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"congenital heart disease"	"surgical outcomes research"	"quality of life"	"resource allocation"	"cardiovascular sequelae"	"In Australia, about 100 babies are born each year with a common heart defect called tetralogy of Fallot, with most undergoing open heart surgery before their first birthday. Although the surgery is often successful and babies are expected to survive to adulthood, many face increased risk of heart failure or premature death. We will investigate the long-term outcomes of these children and aim to identify the optimal surgical strategies that would maximise survival and minimise complications."
1190643	2019-12-07	"Dr Lydia Warburton"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Liquid Biopsy to assess microscopic residual disease in melanoma"	"Edith Cowan University"	"WA"	"University"	87182	"Clinical Medicine and Science"	"Solid Tumours"	"melanoma"	"biomarkers"	"targeted therapy"	"immunotherapy"	"mutation analysis"	"Treatments for melanoma have improved but have side effects and are expensive. The optimal duration of treatment for advanced melanoma is not known. Currently clinicians use radiological imaging to determine response to therapy but imaging and biopsy are expensive, time consuming and can be invasive. We will investigate a liquid biopsy to evaluate if there is circulating melanoma DNA remaining after treatment to assist clinicians in making decisions about stopping treatment."
1190694	2019-12-07	"Dr Kathleen Lim"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Detection, prediction and mitigation of apnoea in preterm infants"	"University of Tasmania"	"TAS"	"University"	90793.75	"Clinical Medicine and Science"	"Paediatrics"	"apnoea of prematurity"	"neonatal intensive care (nicu)"	"neonate"	"artificial neural networks"	"respiratory control"	"Poorly developed respiratory control is a common accompaniment of infants born preterm, manifesting clinically as respiration pauses known as apnoea, which contributes to poor outcomes such as developmental delays and intellectual impairment. At present, nurses caring for preterm infants can only rescue infants from apnoea after being alerted to an event. This project aims to address limitations of apnoea detection, develop means to predict apnoea, and investigate automated apnoea interventions."
1190882	2019-12-07	"Mr Michael Girdwood"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Changes in the brain after injury: measuring corticomotor control of muscle and neuroplasticity after acute knee injury"	"La Trobe University"	"VIC"	"University"	113963	"Clinical Medicine and Science"	"Motor Control"	"musculoskeletal disorders"	"neuroscience"	"sports injury"	"brain"	"muscle"	"Chronic muscle and joint pain often results from acute problems such as sports related knee injuries. Rehabilitation and ongoing symptoms may be affected by changes in how the brain controls movement. No-one has studied this following acute leg injuries. This research will use a device to measure the brain control of muscle to see if it is affected immediately after, and one year after injury in people with serious knee ligament injuries compared to healthy people."
1190908	2019-12-07	"Dr Rahul Thomas"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Improving the knowledge and utility of flexible bronchoscopy (FB) in children"	"Queensland University of Technology"	"QLD"	"University"	130523	"Clinical Medicine and Science"	"Paediatrics"	"bronchoscopy"	"paediatric"	"quality of life"	"bronchitis"	"bronchiectasis"	"My PhD will focus on the current gaps relating to the utility of flexible bronchoscopy in children. Three studies will be carried out including a randomized controlled trial, a prospective cohort and case control study with the objectives of whether flexible bronchoscopy improves clinical outcomes and management, validating a flexible bronchoscopy derived bronchitis score (Bscore) and determining if there is an association between tracheomalacia and bronchiectasis."
1191009	2019-12-07	"Ms Zuzana Machotka"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Muscle size and quality in people with hip-related pain"	"La Trobe University"	"VIC"	"University"	113963	"Clinical Medicine and Science"	"Physiotherapy"	"osteoarthritis"	"musculoskeletal"	"muscle strength"	"quality of life"	"muscle atrophy"	"Hip pain is common in young active people who participate in sports such as football and can lead to poor quality of life and osteoarthritis later in life. One reason for this could be changes in the size and quality of hip muscles; although, evidence is lacking. This large prospective cohort study aims to determine the relationship between hip muscle size/quality and (i) quality of life and (ii) hip joint structure as determined by magnetic resonance imaging."
1191028	2019-12-07	"Dr Ross Apostolov"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Testosterone therapy for the treatment of non-alcoholic fatty liver disease"	"University of Melbourne"	"VIC"	"University"	130523	"Clinical Medicine and Science"	"Gastroenterology and Hepatology"	"fatty liver disease"	"testosterone"	"randomised controlled trial (rct)"	"steatosis"	"liver function"	"Non-alcoholic fatty liver disease (NAFLD) is the most common liver disease in Australia, damaging the liver from inflammation due to excessive fat. It can cause liver failure and liver cancer and currently has no treatment. Low testosterone (T) levels are common in men with NAFLD and may worsen the disease. It is plausible that T therapy could reduce liver fat in NAFLD patients. I plan to run a clinical trial investigating the effects of T therapy in men with NAFLD and low T levels."
1191044	2019-12-07	"Dr Jonathan Sen"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"The Role of Myocardial Disease in Phenotypes of Cardiac Ageing"	"Baker Heart and Diabetes Institute"	"VIC"	"Research Institutes"	108852.5	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"ageing"	"heart failure"	"aortic stenosis"	"heart function"	"imaging"	"Aortic stenosis (AS) and heart failure with preserved ejection fraction (HFpEF) are major heart conditions associated with increased disability and mortality in the elderly.  This study seeks to improve understanding of changes of the heart muscle with ageing.  We aim to discover whether distinctive types of AS and HFpEF exist, whether they can be stratified by risk and whether identifying patients at an earlier disease stage is possible to improve prognostication and treatment strategies."
1191128	2019-12-07	"Dr Emma Gray"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"The bookends to non-invasive ventilation for respiratory failure in Motor Neuron Disease - when to start it and what to do if it is not tolerated."	"University of Sydney"	"NSW"	"University"	108852.5	"Clinical Medicine and Science"	"Respiratory Diseases"	"respiratory failure"	"diaphragm function"	"ultrasound"	"ventilation therapy"	"motor neuron disease (mnd)"	"Motor Neuron Disease (MND) universally involves the diaphragm leading to respiratory failure and death. Conventional respiratory function tests indirectly assess the diaphragm. We propose to directly assess the diaphragm using ultrasound to characterise the progression of diaphragm involvement and its relationship to respiratory failure. We also plan to assess the safety and efficacy of high flow nasal cannula for the treatment of troublesome symptoms of chronic respiratory failure."
1191131	2019-12-07	"Dr Hashrul Rashid"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Investigating the Role of Thrombosis Biomarkers and Prostheses Geometry in the Development and Diagnosis of Leaflet Thrombosis following Transcatheter Aortic Valve Implant (TAVI)"	"Monash University"	"VIC"	"University"	98017.25	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"aortic stenosis"	"heart valve disease"	"biomarkers"	"heart disease"	"thrombosis"	"This study evaluates the role of clotting biomarkers in diagnosing leaflet thrombosis (LT) following transcatheter aortic valve implant (TAVI). This may validate the role of blood tests (such as D-dimer) in diagnosing LT earlier and preventing serious complications such as stroke. CT-assessments of their TAVI prosthesis will also be performed at 1 month to evaluate for LT and prosthesis geometry (valve expansion, circularity, angulation) which may play a role in the development of LT."
1191151	2019-12-07	"Dr Chee Loong (Dominic) Chow"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"A Randomised Controlled Trial Comparing His-bundle Pacing with Conventional Right Ventricular Pacing"	"University of Melbourne"	"VIC"	"University"	130523	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"cardiac electrophysiology"	"pacemaker"	"echocardiography"	"left ventricular function"	"arrhythmia"	"Pacemakers are key in the management of conduction problems of the heart. Conventional pacemakers can be associated with heart failure, heart rhythm abnormalities, and stroke. Furthermore, a proportion of these patients may require an upgrade procedure to a more expensive device to improve heart failure symptoms, adding to the existing healthcare burden. His-bundle pacing could circumvent some of these dilemmas as observed in preliminary studies. This project seeks to examine this effect."
1191237	2019-12-07	"Dr Sophie Chien-Hui Wen"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Epidemiology and clinical outcomes of Gram-negative bloodstream infections in Australian children"	"University of Queensland"	"QLD"	"University"	116076	"Clinical Medicine and Science"	"Paediatrics"	"infectious diseases"	"antimicrobial resistance"	"epidemiology"	"outcome measures"	"paediatric"	"Bloodstream infections, particularly those due to Gram-negative bacteria, cause significant morbidity and mortality in children. There are few antimicrobial options to treat these serious infections in children, and these are increasingly threatened by antimicrobial resistance. This project will describe Gram-negative bloodstream infections in Australian children, identify risk factors and develop a framework for antimicrobial trials to be optimally conducted in children."
1191292	2019-12-07	"Dr Vivien Li"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Towards developing dendritic cell therapy for multiple sclerosis based on promoting Mertk signaling"	"University of Melbourne"	"VIC"	"University"	130523	"Clinical Medicine and Science"	"Central Nervous System"	"multiple sclerosis (ms)"	"neuroimmunology"	"neurodegeneration"	"autoimmunity"	"immune tolerance"	"Multiple sclerosis (MS) is a neurological disease resulting from damage to the insulating covering around nerve cells in the brain and spinal cord. This occurs when the immune system, which normally fights infections, starts to attack cells in the nervous system after it is exposed to certain signals. This project will study ways to dampen down this activation, which may lead to new treatments, particularly in a subgroup of MS patients carrying a gene involved in determining immune responses."
1191295	2019-12-07	"Dr Rekha Pai Mangalore"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"Beta-lactam antibiotic dose individualization in the treatment of sepsis using therapeutic drug monitoring"	"Monash University"	"VIC"	"University"	130523	"Clinical Medicine and Science"	"Clinical Pharmacology and Therapeutics"	"sepsis"	"septic shock"	"antibiotic use"	"pharmacokinetics"	"pharmacodynamics"	"Over 5-million people die of sepsis each year. Sepsis causes marked organ dysfunction. Early initiation of antibiotics is crucial. But, the recommended dose of antibiotic given may achieve adequate quantities at the site of infection within the body. To ensure right dose, blood levels of the antibiotic can be measured and if low, can be adjusted and the level can be rechecked. I will study the application of measuring levels in routine care of sepsis and its effects on outcomes."
1191311	2019-12-07	"Dr Sasha Fehily"	"Postgraduate Scholarships"	"Clinical Medicine and Science Research"	"The MIRO Study: A Randomised Placebo-Controlled Trial of Faecal Microbiota Transplantation Therapy in Crohn’s Disease"	"University of Melbourne"	"VIC"	"University"	130523	"Clinical Medicine and Science"	"Medical Bacteriology"	"crohn's disease"	"transplant"	"dietary intervention"	"microbiology"	"antibiotic therapy"	"Crohn’s disease is a disabling condition increasing around the world. We know the microbiome (community of bacteria living in our gastrointestinal tract) influences its development. A new medical therapy for treating some gastrointestinal diseases is transplanting health donors faeces into patients to change their microbiome and thereby improve their disease. This study will evaluate specific dietary modifications as well as capsulized faecal transplant to patients with Crohnn’s disease."
