"APP ID"	"Date Announced"	"Notes"	"APP YEAR"	"FUNDING TYPE"	"FUNDING SUB TYPE"	"SCIENTIFIC TITLE"	"SIMPLIFIED TITLE"	"CIA"	"APP ADMIN INSTITUTION"	"STATE"	"Start Year"	"Final Budget - Rounded"	"Funding Source"	"MAIN FUNDING GROUP"	"SECTOR"	"BROAD RESEARCH AREA"	"FOR CATEGORY"	"FIELD OF RESEARCH"	"RESEARCH KW 1"	"RESEARCH KW 2"	"RESEARCH KW 3"	"RESEARCH KW 4"	"RESEARCH KW 5"	"HEALTH KW 1"	"HEALTH KW 2"	"HEALTH KW 3"	"HEALTH KW 4"	"HEALTH KW 5"	"MEDIA SUMMARY"
1065882	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Modifying Brain Excitabilty by Upregulating the KCC2 Chloride Transporter"	"Switching on Brain Transporters to Switch off Brain Seizures"	"Dr Andrew Moorhouse"	"University of New South Wales"	"NSW"	2014	518535	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Cellular Nervous System"	"neuroscience"	"gamma-aminobutyric acid (GABA)"	"synaptic mechanisms"	"electrophysiology"	"membrane transport"	"seizures"	NA	NA	NA	NA	"Brain activity depends upon the fine balance between neuronal excitation and inhibition. When this balance is lost, debilitating seizures can result, such as occurs in epilepsy. We have developed a new gene manipulation approach to enhance neuronal inhibition and prevent seizures in mice. We will examine the physiological mechanisms underlying this effect, and we propose that we can also use this genetic switch to stop the progression into epilepsy that occurs following a brain trauma."
1065884	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"The role of neuronal hyperactivity and neurotrophic factor signalling in synaptogenesis, dendrogenesis and neuron death in motor neuron disease"	"Neuronal hyperactivity and neurotrophic factors in motor neuron disease"	"Dr Mark Bellingham"	"University of Queensland"	"QLD"	2014	677616	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"motor neuron disease (MND)"	"neurophysiology"	"neurotrophic factors"	"synaptic plasticity"	"Trk B"	"ephrin"	NA	NA	NA	NA	"Using mice with mutant genes causing amyotrophic lateral sclerosis, we will test whether motor neuron hyper-excitability during early development causes excessive synapse and dendrite formation, ultimately leading to neuronal death. We will also test whether activity-dependent secretion of neurotrophic factors and activation of their receptors plays a role in this disease. This will show whether neuronal hyper-activity and neurotrophic factor signaling plays a causal role in this disease."
1065892	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Evaluation of outcomes and cost-effectiveness of implementing next generation human papillomavirus (HPV) vaccination and associated primary HPV-based cervical cancer screening strategies in Australia"	"Evaluation of next generation human papillomavirus (HPV) vaccination and associated HPV-based cervical cancer screening strategies in Australia"	"A/Pr Karen Canfell"	"University of New South Wales"	"NSW"	2014	674128	"NHMRC MREA"	"Research Support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"vaccine strategy"	"public health policy"	"cervical cancer"	"human papillomavirus (HPV)"	"cervical screening"	NA	NA	NA	NA	NA	"This project involves using simulation modelling to predict the effect of the next generation human papillomavirus (HPV) vaccine, which will protect against infection with more strains of HPV. The investigators will use large datasets garnered from around the world to inform the assessment of the cost-effectiveness of this new vaccine in Australia and other key countries, and also to assess whether cervical screening will need to change in the future to account for the introduction of the new vaccine."
1065895	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Trajectories in brain structure and function for children with and without ADHD: Associations with academic, cognitive, social, and mental health outcomes"	"Trajectories in brain structure and function for children with and without ADHD: Associations with academic, cognitive, social, and mental health outcomes"	"Dr Tim Silk"	"Murdoch Childrens Research Institute"	"VIC"	2014	1174958	"NHMRC MREA"	"Research Support"	"MRI"	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"neuroimaging"	"magnetic resonance imaging (MRI)"	"attention deficit hyperactivity disorder (ADHD)"	"longitudinal study"	"population-based"	"child health"	NA	NA	NA	NA	"Attention-Deficit/Hyperactivity Disorder (ADHD) is one of the most common disorders of childhood, affecting 7% of school-age children. This project will use neuroimaging to describe how brain structure and function change across late childhood to early adolescence for children with and without ADHD, and how those changes reflect ADHD symptom severity and functional outcomes (academic, cognitive, social, and mental health)."
1065898	2013-10-23	NA	2013	"NHMRC Partnerships"	"Partnership Project for Better Health"	"The appropriateness of healthcare delivered to Australian children: CareTrack Kids"	"The appropriateness of healthcare delivered to Australian children: CareTrack Kids"	"Prof Jeffrey Braithwaite"	"University of New South Wales"	"NSW"	2014	1263318	"NHMRC MREA"	"Research Support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"quality of care"	"health services"	"health services research"	"public health"	"patient safety"	"child health"	NA	NA	NA	NA	"Despite the prevalence of evidence-based clinical guidelines, studies show considerable gaps between care regarded as appropriate and care received. This study will, for the first time, identify the appropriateness of healthcare delivered to children in Australia, barriers that prevent appropriate delivery and test novel interventions to ensure appropriate evidence-based care can be delivered. In addition we will examine the frequency and nature of adverse events involving children."
1065902	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Birth weight, adult weight and podocyte depletion."	"Birth weight, adult weight and kidney filters"	"Prof John Bertram"	"Monash University"	"VIC"	2014	763416	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Foetal Development and Medicine"	"fetal programming"	"obesity"	"kidney"	"podocyte"	"stereology"	NA	NA	NA	NA	NA	"A major role of our kidneys is to filter our blood. A key cell type in our kidney filters is an octopus-shaped cell known as the podocyte. If we are not born with enough podocytes, or if the filters grow too large after birth due for example to excessive weight gain, the podocytes cannot adequately filter the blood, and this can lead to kidney disease. We will measure podocyte endowment at birth, and assess the effects of weight gain and loss after birth on podocyte features and kidney health."
1065908	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"The true burden of nosocomial staphylococcal disease: Genomic markers of transmission of methicillin-sensitive and –resistant Staphylococcus aureus"	"The true burden of hospital acquired staphylococcal infections: Genetic fingerprinting to track transmission of methicillin-sensitive and –resistant Staphylococcus aureus"	"Dr Matthew O'Sullivan"	"University of Sydney"	"NSW"	2014	804620	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Microbiology"	"nosocomial infections"	"molecular epidemiology"	"Staphylococcus aureus"	"molecular diagnostics"	"hospital morbidity"	NA	NA	NA	NA	NA	"Staphylococcus aureus is the leading cause of hospital infection, but previous studies have only focused on the 30% caused by resistant strains (MRSA). We will trace the spread of all Staphylococcus strains in hospitals using DNA fingerprinting. This will enable us to determine why patients catch this infection, permitting interventions to reduce hospital infection. We will also examine the genomes of these bacteria to look for markers of transmission and adaptation to the hospital environment."
1065913	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Obstructive sleep apnoea phenotypes and treatment in quadriplegia"	"Obstructive sleep apnoea phenotypes and treatment in quadriplegia"	"Dr David Berlowitz"	"Institute for Breathing and Sleep"	"VIC"	2014	582365	"NHMRC MREA"	"Research Support"	"MRI"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Respiratory Diseases"	"spinal cord injury"	"obstructive sleep apnoea"	"upper airway physiology"	"aetiology"	"sleep"	NA	NA	NA	NA	NA	"Losing function in your arms and legs after an injury (quadriplegia) is a catastrophic event. Quadriplegia also results in obstructive sleep apnoea; a condition where the throat closes repeatedly while asleep causing sleepiness, poor concentration and cardiovascular diseases like stroke. Despite most people with quadriplegia having this disease, the cause is unknown. This project will thoroughly investigate obstructive sleep apnoea causes in people with quadriplegia and test a possible treatment."
1065938	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Prediction of clinical outcomes in COPD from home monitoring of lung function variability"	"Prediction of clinical outcomes in COPD from home monitoring of lung function variability"	"Dr Cindy Thamrin"	"University of Sydney"	"NSW"	2014	496226	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"MEDICAL PHYSIOLOGY"	"Medical Physiology not elsewhere classified"	"chronic obstructive pulmonary disease (COPD)"	"respiratory physiology"	"lung function"	"biomonitoring"	"biomedical engineering"	"respiratory diseases"	NA	NA	NA	NA	"Chronic obstructive pulmonary disease affects close to 30% of the elderly and is the fourth leading cause of male deaths in Australia. There are currently no objective ways to assess disease status and predict future risk of deterioration. We aim to apply novel, sophisticated analysis methods to data from daily home telemonitoring, in order to describe the variability of disease over time and predict risk of exacerbations and quality of life."
1065939	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Understanding the role of CD4 T cells in viral infection: a means of improving anti-viral immunotherapy."	"Role of CD4 T cells in chronic viral infection."	"Prof Mariapia Degli-Esposti"	"University of Western Australia"	"WA"	2014	649890	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"IMMUNOLOGY"	"Immunology not elsewhere classified"	"viral infection"	"cellular immunity"	"CD4"	"T cells"	"chronic infection"	NA	NA	NA	NA	NA	"Development of therapies to prevent and treat chronic infections is of the highest priority as they cause considerable clinical challenges and on-going health care costs. Efforts to improve treatment of chronic viral infections, such as those caused by HIV, hepatitis C virus and human cytomegalovirus, require a better understanding of the immune responses needed to control these viruses long-term. This proposal will investigate the role of CD4+ T cells in controlling chronic viral infection."
1065954	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Muscle fusion defects may be a common cause of human dystrophies"	"Muscle fusion and dystrophy"	"Prof Christophe Marcelle"	"Monash University"	"VIC"	2014	378447	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"GENETICS"	"Developmental Genetics (incl. Sex Determination)"	"dystrophy"	"muscle development"	"muscle disease"	"embryonic development"	"muscle function"	NA	NA	NA	NA	NA	"While muscle fusion is a crucial step of muscle formation, it is surprising that human muscle diseases were never associated with muscle fusion defects. We have recently undertaken a genome-wide functional screen using a mouse muscle cell line. We identified 21 genes that were previously associated with muscle dystrophies in human. The aim of this project is to examine the role of those genes during muscle fusion in vivo, using the chick embryo, mouse mutants and lines from patients as models."
1065956	2013-10-23	NA	2013	"NHMRC Project Grants"	"New Investigator Grant"	"Endothelial and Mesenchymal Cell Interactions in Pancreatic Beta Cell Differentiation"	"Endothelial and Mesenchymal Cell Interactions in Pancreatic Beta Cell Differentiation"	"Dr Suzanne Micallef"	"Monash University"	"VIC"	2014	610558	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"MEDICAL BIOTECHNOLOGY"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"diabetes"	"insulin"	"pancreatic beta cell"	"transplantation biology"	"pancreatic islets"	NA	NA	NA	NA	NA	"Type 1 diabetes is a condition that arises when the body's immune system destroys insulin-producing beta cells within the pancreas. Recent studies have shown that normal glucose control can be restored by replacing the missing beta cells by transplantation of cells from deceased donors. However, the demand for transplant material outweighs supply. The work described in this application seeks to define how insulin-producing beta cells can be derived in the laboratory from embryonic stem cells."
1065982	2013-10-23	"Note 2"	2013	"NHMRC Project Grants-DoH Funded"	"Standard Project Grant"	"Lysosomal dysfunction as an inhibitor of vitamin B12 utilisation in neurodegenerative diseases"	"A novel roadblock to vitamin B12 transport in the brain"	"Prof Brett Garner"	"University of Wollongong"	"NSW"	2014	536124	"Dept of Health-Dementia"	"Research Support -"	"University -"	"Basic Science"	"NEUROSCIENCES"	"Cellular Nervous System"	"dementia"	"Alzheimer disease"	"amyloid beta-protein"	"homocysteine"	"transgenic mouse"	NA	NA	NA	NA	NA	"Vitamin B12 is required for red blood cell formation, DNA synthesis and normal neurological function. B12 deficiency contributes to age-related cognitive decline and Alzheimer’s disease. This research will provide important new information regarding the ageing process and the impact that brain changes associated with ageing and Alzheimer's disease have on B12 metabolism. It will provide important information related to the therapeutic potential of B12."
1065985	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Regulation of virulence gene expression in Clostridium perfringens"	"What controls the production of virulence factors in the bacterium that causes gas gangrene"	"Prof Julian Rood"	"Monash University"	"VIC"	2014	566226	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"Clostridium perfringens"	"bacterial pathogenesis"	"gene regulation"	"signal transduction"	"virulence factors"	"bacterial genetics"	NA	NA	NA	NA	"This project involves the analysis of a bacterium that causes gas gangrene. We have shown that a previously unknown regulatory protein modulates the ability of this bacterium to cause disease. We aim to determine what turns on the protein's activity, how it controls the factors that contribute towards disease and what specific factors are involved in disease. The major outcome will be a better understanding of the mechanisms of virulence gene regulation, which will lead to improved methods of disease control."
1066025	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Neuron to glia signalling: learning how synaptic signalling can promote CNS remyelination"	"Neural activity - driving remyelination"	"Dr Kaylene Young"	"University of Tasmania"	"TAS"	2014	589583	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"myelination"	"oligodendrocytes"	"synapse formation"	"calcium signalling"	"glia-neuron relationship"	"remyelination"	"calcium regulation"	NA	NA	NA	"In the same way that electrical wires are insulated, so too are nerve cells.  This insulation is essential for their function.  Diseases such as multiple sclerosis attack the insulation, effectively \"short circuiting\" the central nervous system.  This project aims to identify ways that damaged, uninsulated nerves can talk to immature cells in the nervous system to receive assistance in re-building their insulation."
1066048	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Nitrate: studies of metabolism and effects on blood pressure"	"Nitrate: studies of metabolism and effects on blood pressure"	"Prof Jonathan Hodgson"	"University of Western Australia"	"WA"	2014	392843	"NHMRC MREA"	"Research Support"	"University"	"Public Health"	"NUTRITION AND DIETICS"	"Nutrition and Dietetics not elsewhere classified"	"nutrition"	"blood pressure"	"nitric oxide"	"dietary factors"	"cardiovascular health"	NA	NA	NA	NA	NA	"We propose that dietary inorganic nitrate can lower blood pressure in hypertensive men and women. Two studies will be performed to investigate the potential for an increase in nitrate intake to benefit blood pressure in hypertensive men and women. Nitrate is derived mainly from green leafy vegetables. Hypertension is the leading risk factor for total mortality. Promoting increased intake of nitrate rich green leafy vegetables could have a significant impact on cardiovascular health."
1066069	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Molecular dissection of the Munc18c:Syntaxin4 complex required for insulin-regulated exocytosis in adipocytes"	"How fat cells regulate blood glucose uptake"	"Prof Jennifer Martin"	"University of Queensland"	"QLD"	2014	581226	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"vesicle trafficking"	"membrane trafficking"	"exocytosis"	"protein complexes"	"conformational change"	NA	NA	NA	NA	NA	"When blood glucose levels are high, insulin signals to fat and muscle cells to remove glucose from the blood. The uptake of glucose relies on membrane fusion events that deliver a specific glucose transporter protein to the cell surface in response to insulin signals. This process is affected in Type II diabetes. Our research will characterise the regulation of these membrane fusion events and will be important for understanding how insulin signals are communicated in health and disease."
1066128	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Novel Methods for the Early Identification of Progressive Disease in Idiopathic Pulmonary Fibrosis"	"Identification of Progressive Disease in Idiopathic Pulmonary Fibrosis"	"Dr Tamera Corte"	"University of Sydney"	"NSW"	2014	655210	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"pulmonary fibrosis"	"respiratory diseases"	"epidemiology"	"clinical research"	"airway fibrosis"	"aetiology"	"biomarkers"	NA	NA	NA	"Idiopathic Pulmonary Fibrosis (IPF) is a severe and progressive lung disease with no proven treatment. IPF causes persistent scarring in the lungs that reduces the lungs ability to transfer oxygen into the bloodstream. The rate at which the disease progresses is highly variable, some patients remain stable while others deteriorate rapidly. This research will look for indicators that predict the rate of disease progression. Understanding this will assist doctors to improve the management of IPF."
1066144	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Differential Changes in Cortical Tumour Necrosis Factor Signalling in Mood Disorders and Schizophrenia"	"Tumour Necrosis Factor Signalling in Mood Disorders and Schizophrenia"	"Prof Brian Dean"	"University of Melbourne"	"VIC"	2014	620210	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"schizophrenia"	"major depressive disorder"	"bipolar disorder"	"tumour necrosis factor (TNF)"	"cortex"	NA	NA	NA	NA	NA	"Changes in inflammation-related pathways contribute to the symptoms of psychiatric disorders and tumour necrosis factor a (TNF) is a protein central to regulating theses pathways.  We have now shown that changes in pathways regulated by TNF are present in the brains of people with schizophrenia and mood disorders.  This means that the symptoms experienced by those with the different disorders may be linked to differential changes in TNF-regulated pathways in the brain."
1066172	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"NAD+ and SIRT2 regulation of mitotic lifespan, senescence and healthy ageing"	"Health and lifespan regulation by NAD+ and SIRT2"	"Dr Nigel Turner"	"University of New South Wales"	"NSW"	2014	595220	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"CLINICAL SCIENCES"	"Endocrinology"	"ageing"	"senescence"	"cardiovascular health"	"insulin action"	"molecular basis of disease"	"mitochondrial function"	NA	NA	NA	NA	"During youth, cells in our body undergo a continual process of self-renewal, known as mitosis, where cells divide and accurately provide equal number of chromosomes into each daughter cell. During old age, dysfunctional mitosis leads to senescence, where cells no longer divide, and are unable to renew old tissue. We have uncovered a new molecular pathway involving the enzyme SIRT2 that maintains healthy mitosis, and will determine if targeting this pathway preserves health into old age, and ultimately extends lifespan"
1066174	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Bioengineering Synthetic Elastin Conduits for Arterial Revascularisation"	"Developing more effective synthetic conduits to treat vascular disease"	"A/Pr Martin Ng"	"University of Sydney"	"NSW"	2014	603901	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"BIOMEDICAL ENGINEERING"	"Biomaterials"	"cardiovascular disease"	"implant design"	"vascular graft"	"thrombosis"	"vascular biology"	NA	NA	NA	NA	NA	"An arterial substitute with both physical and biological properties that mimic those of the human vasculature has long been the holy grail of vascular tissue engineering. We propose synthetic elastin can form the basis of a durable, clinically effective small diameter vascular graft and fill a significant unmet need for a biocompatible vascular substitute."
1066177	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"The biology of risk for bipolar disorder: genetic effects in a high-risk longitudinal study"	"Estimating bipolar disorder risk in asymptomatic offspring"	"Dr Janice Fullerton"	"University of New South Wales"	"NSW"	2014	833835	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"biological risk factors"	"bipolar affective disorder"	"brain imaging"	"risk prediction"	"longitudinal cohort study"	NA	NA	NA	NA	NA	"Bipolar disorder is a severe mood disorder affecting over 350,000 Australians. Some children of bipolar disorder patients will also become ill, although currently we have no tools to predict which of these genetically at-risk young individuals will eventually develop symptoms. This study will use genetic information plus brain structural changes to predict which at-risk individuals are likely to become ill. This study will help elucidate early clinical and biological markers of bipolar disorder."
1066199	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Investigating mechanisms of axonal pathology following oligodendrocyte apoptosis: avenues for neuroprotection in early MS"	"Prevention of axonal pathology in early Multiple Sclerosis"	"Dr Tobias Merson"	"University of Melbourne"	"VIC"	2014	655558	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"oligodendrocytes"	"myelin"	"axonal degeneration"	"microglia"	"innate immunity"	NA	NA	NA	NA	NA	"Recent research suggests that Multiple Sclerosis could first be triggered by the death of a type of brain cell called an oligodendrocyte. These cells insulate nerve cells in the brain which help them function normally. We will test the idea that death of oligodendrocytes impairs nerve cell function by causing inflammation and by depriving nerve cells of energy. We will determine whether preventing inflammation and feeding the nerve cells an alternative source of energy can restore normal function."
1066217	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Immediate Cooling and Emergency Decompression (ICED) for the treatment of spinal cord injury: pilot, safety and feasibility studies"	"Immediate Cooling and Emergency Decompression (ICED) for the treatment of spinal cord injury: pilot, safety and feasibility studies"	"Dr Peter Batchelor"	"University of Melbourne"	"VIC"	2014	581561	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Central Nervous System"	"spinal cord injury management"	"spinal cord"	"spinal cord injury"	"spinal cord damage"	"traumatic injury"	"health service management"	NA	NA	NA	NA	"Victims of Spinal Cord Injury are young, have severe paralysis, complex needs and high lifetime costs. Although urgent surgery greatly improves outcome, it is difficult to achieve because of logistical difficulties. To expand the time window for early surgery, it is proposed to immediately cool patients. This project will conduct the pilot studies necessary before commencing a clinical trial of immediate cooling and emergency decompression (ICED) in patients with cervical spinal cord injuries."
1066221	2013-10-23	NA	2013	"NHMRC Research Fellowships"	"Research Fellowship"	"Growing the evidence base for improved outcomes in chronic kidney disease"	"Improving outcomes in kidney disease"	"Prof Vlado Perkovic"	"University of Sydney"	"NSW"	2014	664515	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Nephrology and Urology"	"kidney disease"	"clinical trial"	"meta-analysis"	"cardiovascular disease"	"diabetes mellitus"	NA	NA	NA	NA	NA	"One in eight Australians has kidney disease, and is at increased risk of kidney failure, heart disease and stroke, and premature death. Despite this, very few treatments have been proven to be be effective at improving these outcomes.  Professor Perkovic will undertake a suite of high-quality randomised trials and systematic reviews that will reliably identify new treatment approaches that will result in better quality and quantity of life for the millions of Australians affected by kidney disease"
1066232	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Neural Mechanisms of Optimal Sensory Integration"	"Neural Mechanisms of Optimal Sensory Integration"	"Dr Leo Lui"	"Monash University"	"VIC"	2014	507216	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"MEDICAL PHYSIOLOGY"	"Systems Physiology"	"visual cortex"	"auditory processing"	"sensory function"	"primate"	"perception"	"cognitive dysfunction"	NA	NA	NA	NA	"This project examines the types of computations used by brain cells to combine two types of sensory information, in a way that allow us to reach better decisions in everyday life. To address this general problem, we will perform experiments that explore the combination of signals from vision and hearing. The ability to combine sensory information is vital to our mental health, and this process is compromised in a range of psychological, psychiatric and neurological disorders."
1066235	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Toxoplasma gondii Infection of Human Retinal Pigment Epithelium"	"Toxoplasma Parasite Infection of the Eye"	"Prof Justine Smith"	"Flinders University"	"SA"	2014	445505	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Vision Science"	"toxoplasmosis"	"eye"	"eye disease"	"retina"	"retinal disease"	"host/pathogen interaction"	"Toxoplasma gondii"	"host response"	NA	NA	"Ocular toxoplasmosis is a vision-threatening parasitic eye infection that is common in Australia and worldwide. No treatment cures the disease. This work will characterize cellular and molecular events occuring in the eye during an infection, which is an important first step toward the development of more effective treatments for patients with the condition."
1066242	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Long-Term Use and Cost-Effectiveness of Secondary Prevention Medications for Heart Disease in Western Australian Seniors"	"Trends, determinants, outcomes and costs of long-term medication use in Western Australian seniors with heart disease"	"A/Pr Frank Sanfilippo"	"University of Western Australia"	"WA"	2014	729513	"NHMRC MREA"	"Research Support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"coronary heart disease (CHD)"	"adherence"	"cost-effectiveness"	"outcomes research"	"record linkage"	"population-based"	"pharmacoepidemiology"	"prescribing"	"cardiovascular disease prevention"	NA	"Clinical trials show that long-term treatment with selected medicines greatly reduces the risk of further heart attacks or stroke in persons with known heart disease. Levels of such prescribing is high when patients are discharged from hospital, but the extent to which patients continue with long-term treatment is unknown. We will investigate compliance with treatment, and the costs and effectiveness of these medicines in a population study of patients aged 65 years or more in Western Australia."
1066243	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"CCR9 expressing T helper cells in immunity and autoimmunity"	"CCR9+ Th cells"	"Dr Cecile King"	"Garvan Institute of Medical Research"	"NSW"	2014	705558	"NHMRC MREA"	"Research Support"	"MRI"	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"cytokines"	"gastrointestinal disease"	"gut immunity"	"autoimmunity"	"T cell subset"	NA	NA	NA	NA	NA	"We have identified a unique subset of immune cells in autoimmune lesions named Tccr9 cells. You find these cells in the gut, but when the body shifts into disease mode, Tccr9 cells disseminate to the accessory organs of the digestive system. Understanding the relationship between gut Tccr9 cells and the Tccr9 cells that contribute to chronic inflammation and autoimmunity is the focus of this research proposal."
1066280	2013-10-23	NA	2013	"NHMRC Research Fellowships"	"Research Fellowship"	"Affordable and scaleable new strategies for cardiovascular disease control"	"Affordable and scaleable new strategies for cardiovascular disease control"	"Prof Anthony Rodgers"	"University of Sydney"	"NSW"	2014	584327	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"cardiovascular"	"stroke"	"diabetes"	"statins"	"blood pressure"	"aspirin"	NA	NA	NA	NA	"This Fellowship will support Professor Anthony Rodgers to continue a track record of excellence in health research, public-private partnerships and innovation. He has led landmark cardiovascular trials and was Principal Author of the WHO World Health Report. He plans a program of research on new combination cardiovascular medicines ('polypills'). Polypill trials that Professor Rodgers initiated have recently shown improved clinical outcomes, patient acceptability, quality of life and cost savings."
1066326	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Simultaneous targeting of contraception and sexually transmitted disease"	"Dual purpose contraception"	"Prof Robert Aitken"	"University of Newcastle"	"NSW"	2014	658952	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"contraception"	"contraception in female"	"sexually-transmitted infections (STI)"	"family planning"	"sperm function"	NA	NA	NA	NA	NA	"This research will generate a completely novel topical contraceptive agent that becomes activated on contact with semen and will simultaneously protect the user against both unwanted fertility and sexually transmitted disease. A prototype compound has already been developed and patented.  This research is aimed at the chemical optimization of this reagent, analysis of its mechanism-of-action and characterization of its anti-microbial activity against chlamydia, gonorrhoea, herpes simplex and HIV"
1066357	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Sclerostin and Dickkopf-1 in regulation of bone mass"	"Sclerostin and Dickkopf-1 in regulation of bone mass"	"Dr Paul Baldock"	"Garvan Institute of Medical Research"	"NSW"	2014	617562	"NHMRC MREA"	"Research Support"	"MRI"	"Basic Science"	"CLINICAL SCIENCES"	"Orthopaedics"	"bone metabolism"	"Wnt signalling"	"mouse models"	"fracture healing"	"bone growth"	"antibody therapy"	NA	NA	NA	NA	"The WNT pathway is a powerful regulator of bone cell differentiation and bone formation. Two WNT modulators, sclerostin ad Dickkopf 1, are being developed for therapy in bone disease, but critical questions remain unanswered. In this study we use unique genetic mouse models created by the applicants to resolve specific deficiencies surrounding their actions and application as therapies."
