"APP ID"	"Date Announced"	"CIA_Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1125379	2016-12-03	"A/Pr Sofianos Andrikopoulos"	"Project Grants"	"Standard Project Grant"	"A novel role for Alzheimer tau protein in insulin secretion and type 2 diabetes"	"University of Melbourne"	"VIC"	"University"	"2017"	"2020"	1023712	"Basic Science"	"CLINICAL SCIENCES"	"Endocrinology"	"glucose intolerance"	"insulin secretion"	"islets of Langerhans"	"Alzheimer disease"	"diabetes prevention"	"There is a strong association between type 2 diabetes and Alzheimer's disease, however the reason for this is not known. In Azheimer's disease a protein called tau does not function normally and contributes to the declining cognitive function. We have shown that when tau is absent, this lowers blood glucose and reduces the hallmark defects that contribute to type 2 diabetes. By understanding how tau works we may be able to provide better therapeutic agents to treat type 2 diabetes."
1125376	2016-12-03	"Prof Phillip Bird"	"Project Grants"	"Standard Project Grant"	"A novel role for proteolysis in promoting inner ear cell injury and hearing loss"	"Monash University"	"VIC"	"University"	"2017"	"2020"	972818	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"protease"	"serpin"	"mouse models"	"stress response"	"cochlea"	"Nearly 40% of hearing loss is attributable to traumatic noise exposure. This project will test a new idea that cells in the inner ear are damaged and die via noise-induced proteolysis, and investigate whether a similar mechanism operates during age-related hearing loss. It will open new avenues for therapies to preserve hearing where trauma is unavoidable, or has occurred through accident or incident."
1125357	2016-12-03	"Prof Mariapia Degli-Esposti"	"Project Grants"	"Standard Project Grant"	"Effective therapies to treat viral infections and their complications in transplantation"	"University of Western Australia"	"WA"	"University"	"2017"	"2020"	1100450	"Basic Science"	"IMMUNOLOGY"	"Immunology not elsewhere classified"	"viral immunity"	"bone marrow transplantation"	"cytomegalovirus (CMV) infection"	"immunotherapy"	"viral persistence"	"Viral infections are a common life threatening complication in transplant recipients, for which there are limited treatment options. We have developed several pre-clinical models that we are using to determine how the treatment of viral infections that occur after transplantation can be improved."
1125349	2016-12-03	"Prof Julian Rood"	"Project Grants"	"Standard Project Grant"	"Global regulatory networks that control virulence in Clostridium perfringens"	"Monash University"	"VIC"	"University"	"2017"	"2019"	531556.5	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"Clostridium perfringens"	"virulence"	"gene regulation"	"two-component signal transduction"	"bacterial pathogenesis"	"This research focuses on the bacterium that is responsible for clostridial myonecrosis, or gas gangrene, an often fatal human infection.  The objective is to determine how this bacterium controls the production of the various factors that are required to cause disease. The aims will be achieved by the integrated application of the latest techniques in microbiology and molecular biology and will result in a significant advancement in our knowledge of this complex regulatory process."
1125316	2016-12-03	"A/Pr Matthew Sweet"	"Project Grants"	"Standard Project Grant"	"Combating infectious diseases by harnessing macrophage functions"	"University of Queensland"	"QLD"	"University"	"2017"	"2019"	688152	"Basic Science"	"IMMUNOLOGY"	"Innate Immunity"	"bacterial pathogen"	"macrophages"	"antimicrobial therapy"	"histone deacetylase"	"host/pathogen interaction"	"Infectious diseases present a persistent global health threat. For patients with life-threatening diseases caused by bacterial pathogens, antibiotics provide the last resort. Antibiotic resistance, even for newly developed antibiotics, is widespread within the bacterial community. New strategies are urgently needed to combat most bacterial infections. This proposal will investigate a new strategy to train and boost our immune systems to combat infectious diseases."
1125317	2016-12-03	"Dr Francesca Frentiu"	"Project Grants"	"Standard Project Grant"	"New vectors, new diseases: Understanding the risk of chikungunya transmission in Australia"	"Queensland University of Technology"	"QLD"	"University"	"2017"	"2019"	522580	"Public Health"	"MEDICAL MICROBIOLOGY"	"Medical Virology"	"medical entomology"	"mosquito transmission"	"arbovirus diseases"	"climate change"	"mathematical modelling"	"Chikungunya is a febrile illness that can lead to chronic, debilitating joint pain in adults and severe neurological complications in children. Introductions of this virus into Australia have steadily increased in recent years. We will estimate the risk of chikungunya transmission in Australia now and into the future, and deliver the results to public health authorities to reduce the risk of outbreaks in Australia."
1125290	2016-12-03	"A/Pr Kiarash Khosrotehrani"	"Career Development Fellowships"	"Clinical CDF"	"Modulating skin regenerative responses to improve wound repair and fight carcinogenesis"	"University of Queensland"	"QLD"	"University"	"2017"	"2020"	470144	"Clinical Medicine and Science"	"MEDICAL BIOTECHNOLOGY"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"wound repair"	"angiogenesis"	"skin cancer"	"systems biology"	"targeted therapy"	"Skin disorders, such as hard to heal wounds or the most common skin cancers, are a major burden on the national health system. Despite their different nature they employ similar mechanisms of response to injury.  In this project we intend to develop a comprehensive understanding of the genetic and molecular mechanisms at play to allow clinical interventions to prevent or to cure these disorders."
1125269	2016-12-03	"Dr Daniel Buchanan"	"Project Grants"	"Standard Project Grant"	"Expanding diagnostic approaches for Lynch syndrome"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	1269354.7	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Genetics"	"hereditary non-polyposis colorectal cancer"	"cancer genetics"	"hereditary cancer"	"somatic mutation"	"cancer prevention"	"Currently, there are ~1,000 families who have attended Family Cancer Clinics across Australia who have the hallmarks of having Lynch syndrome, a hereditary bowel cancer syndrome, but who have no gene defect identified, i.e. their cancer is unexplained. Clinicians are challenged by these “Lynch-like” patients as their family cancer risk is unknown.  Our research has identified new gene defects in Lynch-like patients. Our aim is to optimise clinical testing approaches for Lynch-like patients."
1125268	2016-12-03	"Dr Daniel Buchanan"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Genomic profiling for the prevention of colorectal cancer"	"University of Melbourne"	"VIC"	"University"	"2017"	"2020"	425048	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Genetics"	"colorectal cancer risk"	"hereditary colorectal cancer"	"DNA methylation"	"cancer genetics"	"colon biology"	"Bowel cancer is a major health issue but is also a preventable disease.  Identifying who has a high risk of developing bowel cancer from someone who has a low risk is an important way to ensure preventative medical treatment is targeted to those who are at the highest risk and will ultimately save lives.  I will utilise different genomic profiling approaches to identify risk factors for bowel cancer so that they can be used to identify high risk people in the population."
1125233	2016-12-03	"A/Pr Geraldine Mitchell"	"Project Grants"	"Standard Project Grant"	"Creating a vascularized human liver organoid to treat liver disease"	"St Vincent's Institute of Medical Research"	"VIC"	"Research"	"2017"	"2019"	696968	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Gastroenterology and Hepatology"	"liver failure"	"liver microcirculation"	"progenitor cells"	"biomaterials"	"tissue engineering"	"Due to a shortage of donor livers many patients suffering liver failure die before a liver transplant can be arranged. This project will grow human liver tissue (termed a liver organoid) using a specilaized human liver support material in which human liver cells and their specific blood vessels are assembled in the laboratory. The liver organoid will be transplanted into animals with a liver disease similar to a known human liver disease to test if the organoid can cure the liver disease."
1125204	2016-12-03	"Dr Mustafa Khasraw"	"Project Grants"	"Standard Project Grant"	"A 2:1 Randomised Phase II Study of NivolUmab and Temozolomide vs Temozolomide in Methylated newly diagnosed Elderly Glioblastoma (NUTMEG)"	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	1608845.25	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"brain tumours"	"glioblastoma"	"cancer immunotherapy"	"immunotherapy"	"elderly"	"Radiotherapy and Temozolomide (TMZ) chemotherapy treatment for the brain tumour glioblastoma (GBM) is not as effective in elderly patients. If their tumour has a genetic marker called \"methylated MGMT\", TMZ does work relatively better and is often given alone. Elderly GBM patients with this marker will be randomly selected in this trial to have TMZ alone or TMZ + Nivolumab - a drug that assists the immune system to attack cancer."
1125200	2016-12-03	"Prof David Evans"	"Project Grants"	"Standard Project Grant"	"Development and application of a Mendelian randomization framework aimed at dissecting the biological basis of ankylosing spondylitis and other complex diseases"	"University of Queensland"	"QLD"	"University"	"2017"	"2019"	279666	"Basic Science"	"GENETICS"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"epidemiology"	"genetic epidemiology"	"genetic analysis"	"genetic association"	"systems biology"	"Our aim is to identify genes and biological molecules that cause a type of autoimmune arthritis called ankylosing spondylitis. Our approach involves finding combinations of genes that are related to biological molecules of interest and then testing to see whether the gene combination is also related to risk of disease. We hope that our strategy will lead to new drug treatments targeting the condition."
1125171	2016-12-03	"Prof Glenn Marshall"	"Project Grants"	"Standard Project Grant"	"Therapeutic targeting of MYCN oncoprotein stability in neuroblastoma"	"University of New South Wales"	"NSW"	"University"	"2017"	"2019"	590206.2	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Molecular Targets"	"cancer therapy"	"neuroblastoma"	"targeted therapy"	"oncogenesis"	"oncogenes"	"A high level of MYCN protein is a major indicator of aggressive neuroblastoma (NB) but unfortunately there have been many barriers to the design of targeted therapies. We have identified a protein called PA2G4 which is a cofactor for MYCN in promoting cancer cell growth. We have developed a compound which inhibits PA2G4 and MYCN protein levels and reduces tumour growth. We will examine how PA2G4 cause aggressive tumour characteristics and test new methods to block PA2G4."
1125163	2016-12-03	"Prof Bruce Robinson"	"Project Grants"	"Standard Project Grant"	"Compartmental analysis of T-cell responses in thoracic malignancies"	"University of Western Australia"	"WA"	"University"	"2017"	"2019"	851402.8	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Oncology and Carcinogenesis not elsewhere classified"	"lung cancer"	"mesothelioma"	"tumour immunology"	"lymph node"	"asbestos"	"To improve immune therapy for cancer we have to be able to determine how cancer patients ‘see’ mutated cancer proteins. Blood is the easiest & most useful source of immune ‘killer’ cells for that task, but the lymph node that drains the tumour and the fluid that bathes a tumour probably contain a much higher number of these killer cells than blood. If so, studying them would help us better track responses to therapy and enable us to choose the best mutated proteins for a vaccine."
1125164	2016-12-03	"Dr Amy Chung"	"Project Grants"	"New Investigator Grant"	"Sytemic and mucosal functional antibodies in protection against HIV"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	559501	"Basic Science"	"IMMUNOLOGY"	"Humoural Immunology and Immunochemistry"	"human immunodeficiency virus (HIV)"	"vaccines"	"antibody"	"humoral immunology"	"mucosal immunology"	"Only one human HIV vaccine has shown any level of protective efficacy. However the mechanisms behind how this vaccine was protective are still not fully understood. Additionally, HIV is primarily transmitted through mucosal sites, however very little is know about vaccine immune responses at these sites. Thus this proposal aims to further define the mechanisms of antibody protection against HIV at both systemic and mucosal locations, in order to guide future HIV vaccine design efforts."
1125149	2016-12-03	"A/Pr Mark Hedger"	"Project Grants"	"Standard Project Grant"	"Regulation of immune responses in the adult testis and male reproductive health"	"Monash University"	"VIC"	"University"	"2017"	"2019"	637857	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"testis"	"male infertility"	"macrophages"	"activin"	"androgens"	"This project investigates the main inflammatory cell, the macrophage, in male fertility and reproductive health. These studies investigate the macrophages found in the testes and the regulation of their functions required to protect and support the developing sperm. Understanding these processes will lead to new methods for treating male infertility, chronic pain and reproductive tract infections, as well as broader understanding of inflammatory disease, transplantation and autoimmunity."
1125141	2016-12-03	"Prof David Evans"	"Project Grants"	"Standard Project Grant"	"Using Methods in Genetic Epidemiology to Elucidate the Relationship Between Viral Infection and Risk of Autoimmune Disease"	"University of Queensland"	"QLD"	"University"	"2017"	"2019"	622445.5	"Basic Science"	"GENETICS"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"genetic epidemiology"	"genetic association"	"autoimmune disease"	"virus"	"epidemiology"	"Autoimmune diseases occur when the body's natural defense mechanisms attack healthy tissues by mistake. It has long been thought that viral infections might play a role in triggering autoimmune disease. Our study aims to find genes that influence the body's response to viral infection and subsequently whether the same genes are involved in autoimmune disease pathology. If the same genes are important in both situations then this will provide evidence that viruses trigger autoimmune disease."
1125140	2016-12-03	"A/Pr Manuela Ferreira"	"Project Grants"	"Standard Project Grant"	"SUcceSS: SUrgery for Spinal Stenosis - a randomised placebo-controlled trial"	"University of Sydney"	"NSW"	"University"	"2017"	"2021"	2303244.8	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"low back pain"	"stenosis"	"surgery"	"randomised trial"	"surgery"	"This will be the first placebo-controlled randomised trial of surgery for lumbar spinal stenosis and aims to determine the efficacy and safety of this intervention in decreasing pain and improving disability in this population. The cost-effectiveness of surgery for lumbar spinal stenosis will also be determined."
1125036	2016-12-03	"Prof Michelle Haber"	"Project Grants"	"Standard Project Grant"	"Optimising targeted polyamine depletion for treatment of childhood neuroblastoma and brain tumours"	"University of New South Wales"	"NSW"	"University"	"2017"	"2019"	928152	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Molecular Targets"	"childhood"	"neuroblastoma"	"novel therapies"	"polyamines"	"combination therapy"	"Paediatric neuroblastoma and brain tumours, which often have dismal outcomes despite intensive therapy, have high levels of polyamines, which are essential for cell growth. We have shown that depleting polyamines, combined with chemotherapy,  represents a highly promising therapy for neuroblastoma. We will make this exciting new treatment approach even more effective by comparing three ways of enhancing polyamine depletion, as a precursor to future neuroblastoma and brain tumour clinical trials."
1125042	2016-12-03	"Prof David Thomas"	"Project Grants"	"Standard Project Grant"	"An international whole genome study to definitively map heritable risk in sarcomas"	"Garvan Institute of Medical Research"	"NSW"	"Research"	"2017"	"2017"	825000	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Genetics"	"sarcoma"	"genomics"	"genetic predisposition"	"cancer genetics"	"cancer biology"	"We want to understand why some people get sarcomas, and others do not. This is likely due to genetic causes, because these cancers affect the young. We now have the tools to address this question, and have created the largest and best characterised study of sarcoma families in the world upon which to apply these tools. This project will create an enduring foundation for research into the genetic basis of sarcomas for the next 20 years."
1125033	2016-12-03	"Dr Ivan Poon"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Elucidating the mechanism and function of cell disassembly during apoptosis"	"La Trobe University"	"VIC"	"University"	"2017"	"2020"	425048	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"cell death"	"apoptosis"	"cell biology"	"influenza"	"immunology"	"In humans, billions of cells will die daily in various organs as part of normal turnover and disease progression. During cell death, dying cells can disassembly in to smaller fragments, a process that could facilitate their removal, as well as mediate communication with other healthy cells. I aim to understand the machinery that control how dying cells can disassemble into smaller pieces and their function in influenza A infection."
1125026	2016-12-03	"Prof Daniel Lubman"	"Project Grants"	"Standard Project Grant"	"The R2C Program: A randomised controlled trial of a telephone-based intervention for alcohol misuse"	"Monash University"	"VIC"	"University"	"2017"	"2019"	727611.2	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Health, Clinical and Counselling Psychology"	"alcohol use disorders"	"health services research"	"telephone counselling"	"mental health"	"intervention study"	"Despite high rates of problem drinking in Australia, few seek help due to stigma and a range of other barriers. In this project, we will conduct a randomised controlled trial to examine the effectiveness of a standalone telephone-delivered intervention, incorporating low-cost, structured, and integrated psychosocial support, to reduce harmful alcohol use and associated psychological morbidity in non-treatment-seeking problem drinkers."
1125000	2016-12-03	"Dr Jerome Sarris"	"Career Development Fellowships"	"Clinical CDF"	"Nutraceuticals and Lifestyle Modification for Mood and Anxiety Disorders"	"University of Melbourne"	"VIC"	"University"	"2017"	"2020"	425048	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"depression"	"anxiety disorders"	"nutritional therapy"	"adjunctive therapies"	"lifestyle factors"	"Mood and anxiety disorders cause immense societal impact, and current treatment can be greatly improved. One particular way is via evidence-based use of nutrients and plant-based medicines, in addition to encouraging specific lifestyle changes (e.g. increased physical activity and improved diet). Dr Sarris' research focuses on these areas, aiming to build a robust body of evidence as to which of these interventions work (and which do not) to enhance better treatment of depression and anxiety."
1124982	2016-12-03	"Dr Julie Brown"	"Career Development Fellowships"	"Industry CDF"	"Preventing injury through evidence based product design, standards & guidelines for use"	"University of New South Wales"	"NSW"	"University"	"2017"	"2020"	470144	"Public Health"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"injury prevention"	"motor vehicle accidents"	"safety"	"child"	"elderly"	"By 2020, road traffic injuries are predicted to become the third leading contributor to the global burden of disease. My vision is to prevent road crash-related by improving the performance of protective equipment. I will work to improve access to effective child restraint systems that are easy to use correctly; enhance safe mobility of older people; determine potential for improved motorcycle safety by enhanced design of vehicle and equipment; and appropriate use of motorcycles by children."
1124981	2016-12-03	"Dr Julie Brown"	"Project Grants"	"Standard Project Grant"	"Enhanced methods of communicating correct use of child car restraints: A controlled trial"	"University of New South Wales"	"NSW"	"University"	"2017"	"2020"	720599.06	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Promotion"	"road safety"	"child"	"injury prevention"	"health literacy"	"intervention study"	"Working with our associate investigators from the Australian and European child restraint industry, we will conduct a controlled trial of  enhanced methods of communicating correct use of child car restraints with product information supplied at the point of sale."
1124961	2016-12-03	"Prof Stuart Pitson"	"Project Grants"	"Standard Project Grant"	"Modulating sphingolipid signalling to enhance wound healing"	"University of South Australia"	"SA"	"University"	"2017"	"2019"	698447	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Biochemistry and Cell Biology not elsewhere classified"	"wound healing"	"sphingolipids"	"G protein-coupled receptors"	"enzyme-protein interactions"	"delayed wound repair"	"Impaired wound healing is a major problem for diabetics, who often suffer with chronic unresolved wounds with serious effects on their quality  of life and mortality. We have recently discovered a new pathway involving sphingolipids that shows great promise to improve wound healing  in diabetics. In this project we will examine the targeting of this pathway, using existing and newly developed agents, to improve wound healing  in advanced pre-clinical models of diabetes."
1124958	2016-12-03	"Dr Nicola Newton"	"Project Grants"	"Standard Project Grant"	"Pathways to prevention: The effectiveness of universal and selective prevention in altering developmental pathways to alcohol and cannabis related harms in young adults"	"University of New South Wales"	"NSW"	"University"	"2017"	"2019"	465966.5	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"prevention"	"drug"	"alcohol"	"school-based intervention"	"mental health"	"This project will assess the potential long-term benefits for young Australians of two school-based drug prevention programs (Climate Schools and Preventure) compared to drug education as usual. This world-first study will inform national and international policy by evaluating whether prevention programs delivered in Year 8 are effective in reducing alcohol and cannabis related harms, including risk of aggression and violence, over the high risk period during young adulthood (ages 18-20)."
1124926	2016-12-03	"Prof Bala Venkatesh"	"Project Grants"	"Standard Project Grant"	"A multi centre, randomised, blinded, placebo controlled trial comparing intravenous hydrocortisone with placebo in critically ill patients with septic shock."	"University of Sydney"	"NSW"	"University"	"2017"	"2017"	317997.1	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Intensive Care"	"clinical trial"	"clinical research"	"effectiveness study"	"mortality"	"septic shock"	"This study performed across Australia and New Zealand will evaluate whether hydrocortisone, a cheap drug when administered to critically ill patients with severe infection, will save lives."
1124917	2016-12-03	"Prof Anton Peleg"	"Project Grants"	"Standard Project Grant"	"Systems-level Characterisation and Therapeutic Targeting of small RNAs in Acinetobacter baumannii disease"	"Monash University"	"VIC"	"University"	"2017"	"2020"	581990	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"bacterial pathogenesis"	"virulence"	"mechanisms"	"RNA"	"antimicrobial therapy"	"This proposal aims to understand how a superbug that causes severe infections in hospitalised patients worldwide and is known to be resistant to almost all available antibiotics, causes disease. We then plan on using this information to guide the development of a new type of therapy to treat this severe infection."
1124907	2016-12-03	"Dr Nicholas Huntington"	"Project Grants"	"Standard Project Grant"	"Identification of E-protein complexes controlling natural killer cell fate and tumour immunity"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	"2017"	"2019"	683742	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"natural killer cells"	"transcriptional regulation"	"lymphocyte differentiation"	"interleukins (IL)"	"tumour immunology"	"Diverse immune cell types are essential for effective broad-spectrum immunity. Master regulators control this diversity and have a well-characterized role in the development of antigen-specific immunity. In contrast, we lack mechanistic understanding of how master regulators control antigen-unspecific, innate immunity. Understanding the mechanism behind this will explain how diverse white blood cells can develop and reveal strategies to skew their development to improve immunity in humans."
1124830	2016-12-03	"A/Pr Scott Mueller"	"Project Grants"	"Standard Project Grant"	"Immune surveillance of the CNS during malaria infection"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	617857	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"T cell immunity"	"T cell memory"	"infection"	"malaria"	"brain imaging"	"Infections in the central nervous system (CNS) can have profound neurological complications. Neurological disease caused by cerebral malaria (CM) is a lethal complication in humans. We have established a new model of longitudinal imaging of T cell responses in the brain during experimental CM in mice infected with Plasmodium berghei ANKA. This project will investigate the mechanisms of CNS injury and provide fundamental information about T cell responses in the CNS during infection."
1124822	2016-12-03	"Prof Emily Banks"	"Project Grants"	"Standard Project Grant"	"Evidence for action to improve the health of urban Aboriginal children and adolescents: The SEARCH Study"	"Australian National University"	"ACT"	"University"	"2017"	"2021"	2877466.6	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal child"	"longitudinal cohort study"	"access to health care"	"prevention"	"social determinants of health"	"The proposed project builds on the Study of Environment on Aboriginal Resilience and Child Health (SEARCH), a cohort study of >1600 children and their families based on a long-standing Aboriginal Community Controlled Health Sector and research partnership. The project aims to improve urban Aboriginal child and adolescent health by using data from participants to identify opportunities for intervention and developing data-driven multicomponent interventions to improve health services."
1124812	2016-12-03	"Dr Shalin Naik"	"Project Grants"	"Standard Project Grant"	"Identification of haematopoietic stem and progenitor cell subpopulations"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	"2017"	"2020"	873524.8	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"haematopoiesis"	"clonal diversity"	"systems biology"	"myelopoiesis"	"lymphocyte differentiation"	"We want to dissect the machinery underlying how each and every individual stem and progenitor cell generates the different blood cell types. We have at our disposal the latest molecular and computational technologies to do this. Knowledge gained from this project could be used for tissue engineering to make blood cells on demand for patients with immune deficiency, or alternatively to treat leukaemia patients where blood cells are overproduced."
1124815	2016-12-03	"A/Pr Sammy Bedoui"	"Project Grants"	"Standard Project Grant"	"Microbiota and T cell immunity"	"University of Melbourne"	"VIC"	"University"	"2017"	"2019"	742857	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"T cells"	"cytokine biology"	"bacteria"	"autoimmune disease"	"tissue damage"	"Our research has identified unprecedented communications between the microbes that colonize our body’s surfaces and killer T cell immunity. Our findings indicate that microflora is key to a healthy balance between two immune mediator systems that have opposing effect on T cell immunity. The project will extend our understanding of how this regulated and seeks to harness these novel insights to explain the well known, but poorly understood role of microbes in autoimmune diseases."
1124784	2016-12-03	"Dr Nicholas Huntington"	"Project Grants"	"Standard Project Grant"	"Identification of CIS as a potent checkpoint in NK cell-mediated tumour immunity"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	"2017"	"2020"	959596	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Tumour Immunology"	"tumour immunotherapy"	"cancer immunotherapy"	"tumour immunity"	"natural killer cells"	"cytokine receptor"	"Cancer must evade detection by the immune system in order to develop. Natural Killer (NK) cells can detect and kill cancer cells. We have discovered a potent \"checkpoint\" in the NK cell activation pathway that desensitises NK cells to growth factors and switches off their activation and killer function. When this checkpoint is inhibited, NK cells are super activated and can prevent most types of cancer metastasis in mice. Targeting this checkpoint in humans could revolutionise cancer therapy."
1124788	2016-12-03	"Dr Nicholas Huntington"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Identification and targeting of a potent NK cell “checkpoint” in tumour immunity"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	"2017"	"2020"	470144	"Basic Science"	"IMMUNOLOGY"	"Tumour Immunology"	"tumour immunotherapy"	"natural killer cells"	"tumour immunology"	"cytokine biology"	"cancer immunotherapy"	"Cancer must evade detection by the immune system in order to develop. Natural Killer (NK) cells can detect and kill cancer cells. We have discovered a potent \"checkpoint\" in the NK cell activation pathway that desensitizes NK cells to growth factors and switches off their activation and killer function. When this checkpoint is inhibited, NK cells become hyper-activated and prevent most types of cancer metastasis in mice. Targeting this checkpoint in humans could revolutionise cancer therapy"
1124762	2016-12-03	"Dr Elizabeth Hinde"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Chromatin dynamics regulate genome function."	"University of New South Wales"	"NSW"	"University"	"2017"	"2020"	425048	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Protein Trafficking"	"chromatin"	"nuclear transport"	"transcription"	"DNA repair"	"imaging"	"Nuclear architecture is critical to the preservation of genome integrity. The aim of this research proposal is to delineate the role of chromatin organisation in transcription factor target search and damage site recruitment of DNA repair factor machinery. To achieve this I have developed fluorescence microscopy methods to monitor changes in chromatin structure with submicron resolution. Only with this technology can I determine how chromatin dynamics maintain genome integrity or induce disease."
1124749	2016-12-03	"Prof Phyllis Butow"	"Project Grants"	"Standard Project Grant"	"Cancer genomics; Psychosocial, behavioural and ethical issues and outcomes, two inter-related longitudinal studies"	"University of Sydney"	"NSW"	"University"	"2017"	"2019"	506654.3	"Clinical Medicine and Science"	"GENETICS"	"Genomics"	"cancer genetics"	"genomics"	"ethics"	"psychosocial adjustment"	"longitudinal cohort study"	"Over 1/3 of patients with cancer will die of their disease. Genomics offers hope of more tailored risk management and treatment, but will only realize its promise if patients understand, cope with, inform relatives about, and make informed decisions based on, genomic results. This study will be the first internationally to explore the knowledge, attitudes, preferences, experiences and outcomes of cancer patients who undergo genomic testing and their relatives, over time."
1124737	2016-12-03	"Dr James Murphy"	"Project Grants"	"Standard Project Grant"	"Targeting necroptosis signalling to counter stroke-induced brain injury"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	"2017"	"2019"	605808.8	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"necrosis"	"kinase inhibitors"	"ischaemic injury"	"ischaemic stroke"	"cell death"	"The origins of the brain injury that arises from stroke remain a matter of enormous interest. Our work suggests that a poorly understood form of cell death, termed necroptosis, contributes to injury to the brain following stroke. In addition to developing an advanced understanding of this process, we will use drugs developed at the Walter and Eliza Hall Institute to test whether blocking this process might be a plausible therapeutic strategy in stroke patients."
1124735	2016-12-03	"Dr James Murphy"	"Project Grants"	"Standard Project Grant"	"What is the molecular mechanism underlying cell death by necroptosis?"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	"2017"	"2019"	653742	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"cell death"	"necrosis"	"kinases"	"membrane permeability"	"structural biology"	"Recently, we and others have demonstrated that part of the MLKL protein is able to kill cells. This process is known to cause a number of pathologies, including those arising from stroke. Blocking this type of cell death has thus emerged as an attractive therapeutic strategy. However, precisely how MLKL kills cells remains unclear and controversial. In this project, we will resolve these controversies with the goal of an increased fundamental understanding to aid drug discovery."
