"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1150295	2017-12-06	"Dr Hamish MacDougall"	"Translating Research into Practice Fellowships"	"Translating Research into Practice Fellowship"	"Acute vertigo in emergency departments: distinguishing between central and peripheral causes by objective measure of oculomotor examination (HINTS)"	"University of Sydney"	"NSW"	"University"	2018	2019	179118	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Emergency Medicine"	"acute stroke"	"vestibular neuritis"	"vertigo"	"oculomotor"	"diagnostic algorithms"	"The goal of this work is to provide a quantitative objective measure of HINTS for developing an automatic diagnostic decision tool to differentiate vestibular neuritis (peripheral) and stroke (central) in patients presenting in emergency department for acute vestibular syndrome. Video oculography makes interpretation of the results more reliable. Video oculography goggles will be used as part of a systematic training program to enhance frontline clinician skills in eye movement examination."
1150267	2017-12-06	"A/Pr Fiona Russell"	"Translating Research into Practice Fellowships"	"Translating Research into Practice Fellowship"	"Implementing Pneumococcal Conjugate Vaccine in Pacific Island Countries"	"University of Melbourne"	"VIC"	"University"	2018	2019	179118	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Pacific Peoples Health"	"vaccination policy"	"immunisation"	"child health"	"epidemiology"	"vaccine efficacy"	"Despite the bacteria, the pneumococcus, being the most common reason why children die from pneumonia worldwide, the uptake of pneumococcal vaccine to prevent this disease has been slow, particularly in the Asia-Pacific region. I will work with Pacific governments, the Asia Development Bank Bank, UNICEF and other regional organisations, and health economists to lead the design of the implementation plan of PCV into Pacific island countries."
1150108	2017-12-06	"Dr Trisha Peel"	"Translating Research into Practice Fellowships"	"Translating Research into Practice Fellowship"	"Optimising Patient Outcomes following Surgery: Improving Uptake of Evidence into Practice for Surgical Antimicrobial Prophylaxis"	"Monash University"	"VIC"	"University"	2018	2019	179118	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"infection control"	"antibiotic resistance"	"antibiotic use"	"surgical outcomes research"	"behaviour change"	"Over 2 million surgeries are performed yearly in Australia. Up to one in five procedures are complicated by infection which leads to patient suffering and is implicated in the emergence of antibiotic resistance. Surgical antibiotic prophylaxis is a key prevention strategy, however research shows practice is not in keeping with recommended guidelines. My research will provide understanding into how to incorporate best-practice into care and help improve outcomes for patients undergoing surgery."
1150102	2017-12-06	"A/Pr Anita Wluka"	"Translating Research into Practice Fellowships"	"Translating Research into Practice Fellowship"	"TreatOA4life (Treat OsteoArthritis4life) – a sustainable lifestyle treatment to improve outcomes in knee osteoarthritis"	"Monash University"	"VIC"	"University"	2018	2019	179118	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rheumatology and Arthritis"	"osteoarthritis"	"weight control"	"knee osteoarthritis"	"metabolic syndrome"	"cardiovascular disease prevention"	"Osteoarthritis (OA), the most common cause of arthritis, was estimated to cost $3.75 billion AUD in 2012. It has no cure or effective treatment and its cost is escalating with the obesity epidemic. Education, weight management and exercise reduce pain and slow the disease process, especially used early in disease. TreatOA4life will provide this treatment in a simple easy to access form in primary care, designed to improve OA outcomes in a self-sustaining fashion from initial diagnosis."
1150101	2017-12-06	"A/Pr Bamini Gopinath"	"Translating Research into Practice Fellowships"	"Translating Research into Practice Fellowship"	"Implementing and evaluating a telephone-delivered dietary intervention for age-related macular degeneration patients"	"University of Sydney"	"NSW"	"University"	2018	2019	179118	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Promotion"	"macular degeneration"	"nutrition"	"telephone counselling"	"healthy eating"	"intervention study"	"Age-related macular degeneration (AMD) is a leading cause of blindness. Dietary modifications are important in preventing AMD and slowing its progression. Yet, patients have inadequate explanation from eye care clinicians, as well as information/ knowledge regarding diet and AMD. Telephone coaching is proven to improve adherence to dietary recommendations. Hence, my TRIP Fellowship aims to improve dietary behaviours of AMD patients by implementing and evaluating a telephone coaching program."
1149987	2017-12-06	"Prof Bruce Neal"	"Program Grants"	"Program Grant"	"Clinical, public health and policy interventions to combat cardiovascular diseases"	"University of New South Wales"	"NSW"	"University"	2019	2023	24025090	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"cardiovascular disease prevention"	"translational research"	"public health policy"	"metabolic disease"	"health systems"	"This program will generate and translate evidence from high-quality research designed to inform the decisions of health care providers and policy makers about best strategies for the prevention and treatment of cardiometabolic conditions. The program, with both domestic and global relevance,  will address a spectrum of issues, with translational outcomes for clinical research."
1150144	2017-12-06	"Prof Jamie Craig"	"Program Grants"	"Program Grant"	"Translating genetic determinants of glaucoma into better diagnosis and treatment"	"Flinders University"	"SA"	"University"	2019	2023	9466000	"Clinical Medicine and Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Vision Science"	"glaucoma"	"blindness"	"vision loss"	"eye disease"	"treatment strategies"	"Glaucoma is the leading cause of irreversible blindness worldwide. By 2020, it will affect 80 million people, and in Australia over the next decade, the overall cost of glaucoma will reach $4.3 billion per annum. This Program will use genetic advances to personalise treatment. Blindness will be prevented in individuals at highest risk, new ways to treat patients will be developed, and better outcomes for patients will result from less treatment and monitoring of low risk cases."
1145271	2017-12-06	"A/Pr Peter Kent"	"Project Grants"	"Standard Project Grant"	"RESTORE - Individualised movement rehabilitation and movement sensor biofeedback for chronic, disabling low back pain"	"Curtin University of Technology"	"WA"	"University"	2018	2022	1214384.5	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Physiotherapy"	"low back pain"	"population health"	"disability"	"movement control"	"randomised controlled trial (RCT)"	"Low back pain is the leading cause of disability in Australia, with an enormous cost burden for society. Available treatments have resulted in only moderate improvements that typically do not last. We propose to investigate the clinical- and cost-effectiveness of two new treatments that have shown promising early results: i) an individualised movement and cognitive rehabilitation approach (‘Cognitive Functional Therapy’) and ii) biofeedback from wireless movement sensors worn on the spine"
1144573	2017-12-06	"A/Pr Rachael Moorin"	"Project Grants"	"Standard Project Grant"	"Monitoring changes in CT scanning usage to minimise cancer risk?"	"Curtin University of Technology"	"WA"	"University"	2018	2020	604664	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"computed tomography"	"radiation dose"	"data linkage"	"risk management"	"health care utilisation"	"Computed tomography scanning (CT) is an x-ray technique that uses ionizing radiation to produce the images of the body. Ionizing radiation is  harmful and carries a risk of cancer. Concerns have been expressed about the increasing use of CT with the importance of monitoring the trends  in use recognised internationally. We will investigate changes in the use of CT, estimate the radiation dose and the number of cancers that can be  expected due to CT."
1142620	2017-12-06	"Prof Simone Pettigrew"	"Project Grants"	"Standard Project Grant"	"Promoting responsible drinking practices to drinkers to reduce the risk of alcohol-related harm"	"Curtin University of Technology"	"WA"	"University"	2018	2019	271476	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Health Promotion"	"alcohol and behaviour"	"alcohol consumption"	"health promotion"	"behaviour change"	"intervention"	"Australians are heavy drinkers by world standards, which places them at risk of a wide range of alcohol-related harms. Broad-based interventions are needed to address a heavy drinking culture that involves regular engagement in heavy episodic drinking. This study will use a multi-method approach to develop and test messages that can be used to encourage enactment of responsible drinking practices that can reduce total alcohol intake and discourage binge drinking consumption patterns."
1141510	2017-12-06	"Dr Annette Regan"	"Project Grants"	"Standard Project Grant"	"Links2HealthierBubs: Influenza and pertussis vaccine effectiveness and safety in pregnancy"	"Curtin University of Technology"	"WA"	"University"	2018	2021	676333.2	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"vaccination"	"vaccine-preventable diseases"	"infant health"	"pregnancy"	"vaccination policy"	"Vaccination during pregnancy can offer protection against severe respiratory disease for infants in the first six months of life. For this reason, influenza and pertussis vaccines are routinely recommended during each pregnancy. Unfortunately, little is known about the ‘real world’ effect of both vaccines. We plan to conduct the largest and most comprehensive study to date to evaluate all vaccines routinely recommended in pregnancy in Australia."
1140611	2017-12-06	"Dr Lucinda Black"	"Project Grants"	"Standard Project Grant"	"Investigating dietary vitamin D in the Australian population"	"Curtin University of Technology"	"WA"	"University"	2018	2020	386476	"Public Health"	"NUTRITION AND DIETICS"	"Public Nutrition Intervention"	"vitamin D"	"dietary intake"	"nutrition"	"nutrient intake"	"public health"	"Vitamin D deficiency is a significant public health issue in Australia: almost one in four adults, and one in five adolescents, are vitamin D deficient. Although vitamin D can be obtained from sun exposure and diet, we know very little about dietary vitamin D in Australia. This project will determine how much vitamin D is in Australian foods, how much people get from their usual diets, and whether increasing vitamin D in foods would be a safe and effective way to reduce vitamin D deficiency."
1140234	2017-12-06	"Dr Shannon Simpson"	"Project Grants"	"New Investigator Grant"	"Active lung disease in survivors of preterm birth? Can we treat it?"	"Curtin University of Technology"	"WA"	"University"	2018	2020	612861.7	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"respiratory"	"prematurity"	"lung disease"	"bronchopulmonary dysplasia"	"inflammation"	"More than 15 million babies are born preterm each year. Those that survive face a lifetime of ongoing breathing problems and lung function that worsens through childhood. Our study will work out how inflammation in the lungs contributes to these ongoing breathing problems during childhood. We will also look at how the exhaled breath of preterm children is different to term children and test how treatment with an inhaled anti-inflammatory medicine changes the lung disease in preterm children."
1138605	2017-12-06	"A/Pr Graham Hall"	"Project Grants"	"Standard Project Grant"	"Predicting the long term lung health outcomes in young adults born very preterm"	"Curtin University of Technology"	"WA"	"University"	2018	2020	854201.2	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"premature birth"	"respiratory physiology"	"bronchopulmonary dysplasia"	"lung inflammation"	"imaging"	"Preterm birth and its resulting lung problems can lead to breathing problems during childhood and into adult life. There are very few lung health studies that have tracked preterm individuals from childhood and into early adult life. This study will conduct a detailed lung health assessment in a follow-up of a group of preterm individuals at 19 years of age. We aim to identify if information we obtained in the group at 6 and 11 years can predict how the lungs look and behave at 19 years of age."
9000480	2017-12-06	"Ms Felicity Kamid"	"Equipment Grant"	"Equipment Grant"	"2017 Equipment Grant"	"Curtin University of Technology"	"WA"	"University"	2017	2017	39204.35	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"
1151165	2017-12-06	"Dr Rosemary Wyber"	"Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Evidence-based policy to end rheumatic heart disease in Australia"	"University of Western Australia"	"WA"	"University"	2018	2020	126437	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal health"	"policy analysis"	"policy development"	"rheumatic heart disease"	"social determinants of health"	"Rheumatic heart disease (RHD) occurs when untreated infections from streptococcal bacteria cause heart valve damage. RHD is almost exclusively a disease of Aboriginal and Torres Strait Islander Australians. Researchers are working on an endgame for RHD which will provide a set of recommendations to end the disease. This PhD is to understand how to ensure those recommendations are implemented. The outcomes will also help to control other diseases which are more common in Indigenous Australians."
1150996	2017-12-06	"Dr Charlie McLeod"	"Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Improving the design of pragmatic clinical trials in children"	"University of Western Australia"	"WA"	"University"	2018	2020	126437	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"infectious diseases"	"patient outcomes"	"cystic fibrosis"	"outcomes research"	"outcome measures"	"Whilst clinical research is designed to investigate interventions that improve patient health, to date, patients (including children) and their families have had no say in deciding what health outcomes matter most to them. The voices of patients and their families must be heard and used to inform how studies are designed if we are to achieve an improved model of health care and health service delivery. We propose to investigate and provide recommendations as to how this is best achieved."
1150307	2017-12-06	"Dr Sanjeevan Muruganandan"	"Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Clinical trials in Malignant Pleural Effusion"	"University of Western Australia"	"WA"	"University"	2018	2019	39078.67	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"breathlessness"	"mesothelioma"	"lung neoplasms"	"palliative care"	"quality of life"	"Cancers can induce fluid build up within the chest cavity leading to breathlessness impairing quality of life. These three studies are focused on improving MPE care. The PLEASE study aims to determine the mechanism of breathlessness and provide predictors for patient selection for fluid drainage. The AMPLE-2 trial will determine the optimal drainage regime to improve patient related outcomes. The FRAME study will evaluate the safety, tolerability and efficacy of a novel therapy in mesothelioma."
1148284	2017-12-06	"Dr Silvana Gaudieri"	"Project Grants"	"Standard Project Grant"	"Understanding pathogen effects on human T cell receptor diversity and function"	"University of Western Australia"	"WA"	"University"	2018	2020	797528.2	"Basic Science"	"IMMUNOLOGY"	"Immunogenetics (incl. Genetic Immunology)"	"human immunodeficiency virus (HIV)"	"adaptation"	"T cells"	"T cell receptor"	"immunology"	"HIV diversity observed at the global level is mostly due to the selection pressure exerted on the virus by our adaptive immune response. This process is important in determining infection outcome. This proposal will use a unique single cell approach to understand this complex host-viral interaction to identify important correlates of immune efficacy against HIV that will aid in the rational design of potential vaccine candidates and addresses a fundamental concept in anti-viral immunity."
1147776	2017-12-06	"A/Pr Yuben Moodley"	"Project Grants"	"Standard Project Grant"	"Circulatory biomarkers for Idiopathic Pulmonary Fibrosis: improving patient outcomes"	"University of Western Australia"	"WA"	"University"	2018	2020	830005	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"lung disease"	"lung"	"respiratory diseases"	"respiratory epithelium"	"lung injury"	"We are going to find molecules in the blood that would improve the diagnosis and treatment of a lung condition called Idiopathic Pulmonary Fibrosis (IPF). The project brings together well characterized patients from the Australian IPF registry, blood samples we have collected from them and cutting edge technologies to complete this project."
1147630	2017-12-06	"Prof Peter Le Souef"	"Project Grants"	"Standard Project Grant"	"Multi-centre, multi-disciplinary study using a systems biology approach to investigate immunomodulation in children with acute wheeze"	"University of Western Australia"	"WA"	"University"	2018	2021	1868942.5	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"asthma exacerbation"	"immune modulation"	"mechanisms"	"treatment evaluation"	"childhood"	"The concept that immunomodulation using naturally-occurring bacterial agents can treat asthma has reached international prominence. This is backed by strong epidemiologic and clinical trial data. However, detailed knowledge of the immunological mechanisms involved is essential to allow more focused therapeutic agents to be developed. The proposed multi-disciplinary immunomodulation study in 200 children aims to provide this essential information using an advanced systems biology approach."
1147576	2017-12-06	"Dr Debra Palmer"	"Project Grants"	"Standard Project Grant"	"Maternal diet rich in eggs and peanuts to reduce food allergies: a randomised controlled trial."	"University of Western Australia"	"WA"	"University"	2018	2022	3668161.9	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Allergy"	"allergy prevention"	"food allergy"	"dietary intervention"	"clinical trial"	"maternal nutrition"	"Food allergies now affect more than 1 in every 10 children. Recently, babies have been found to be at risk of developing a food allergy even before they start eating solid foods. We have discovered that baby immune responses can be improved by mothers eating more eggs during the first weeks of breastfeeding. Thus we are undertaking this research trial to determine whether mothers regularly eating more eggs and peanuts during pregnancy and breastfeeding will reduce food allergies in their babies."
1147528	2017-12-06	"A/Pr Pilar Blancafort"	"Project Grants"	"Standard Project Grant"	"REVERSING EPITHELIAL TO MESENCHYMAL TRANSITION BY TARGETED EPIGENETIC EDITING IN BREAST CANCER"	"University of Western Australia"	"WA"	"University"	2018	2022	1333651.2	"Basic Science"	"GENETICS"	"Epigenetics (incl. Genome Methylation and Epigenomics)"	"breast cancer"	"epigenetics"	"gene expression"	"biotechnology"	"epithelial-mesenchymal transition (EMT)"	"Cancer cell spread around the body involves changes in the cells which allow them to migrate into blood vessels, travel and then invade other organs, a process called epithelial mesenchymal transition (EMT). EMT also makes cells less sensitive to our best treatments. EMT involves switching on genes that activate these changes and switching off genes that silence them. We will develop therapy that will reverse this process, both reducing cancer spread and making cancer treatment more effective."
1147531	2017-12-06	"Prof Jonathan Carapetis"	"Project Grants"	"Standard Project Grant"	"Towards a diagnostic test for rheumatic fever"	"University of Western Australia"	"WA"	"University"	2018	2022	2117967.1	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Clinical Sciences not elsewhere classified"	"rheumatic fever"	"Aboriginal health"	"diagnosis"	"immunology"	"public health"	"Acute rheumatic fever (ARF) and rheumatic heart disease (RHD) are a major problem for Australian Indigenous people.  Accurate diagnosis of ARF allows for early preventive therapy with long acting penicillin, which can prevent RHD from developing or worsening. The aim of this study is to recruit a cohort of children and young people with ARF and apply the latest technologies to their blood samples, with the aim of developing a diagnostic test and open leads for potential new treatments."
1147496	2017-12-06	"Dr Archa Fox"	"Project Grants"	"Standard Project Grant"	"DBHS protein RNA interactions in health and disease"	"University of Western Australia"	"WA"	"University"	2018	2020	737745	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"RNA binding proteins"	"structural biology"	"RNA processing"	"protein localisation"	"protein complexes"	"In cells involved in cancer, the interactions of DBHS proteins with each other, and with nucleic acids (eg RNA) are different to those in healthy  cells. Only once we understand how DBHS proteins interact with some important RNA molecules, and how these interactions affect cell  biology, can we begin to open up new pathways for therapy. This proposal aims at understanding and explaining this complex aspect of biology."
1147137	2017-12-06	"Prof Daniel Galvao"	"Project Grants"	"Standard Project Grant"	"Can Exercise Delay Transition to Active Therapy in Men with Low Grade Prostate Cancer? A Multi-Centre Randomized Controlled Trial."	"Edith Cowan University"	"WA"	"University"	2018	2022	596083.9	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Oncology and Carcinogenesis not elsewhere classified"	"cancer care"	"disease progression"	"prostate cancer"	"urology"	"exercise physiology"	"Prostate cancer overdiagnosis is associated with increased rates of overtreatment and associated morbidity. Although nearly half of Australian men diagnosed with low risk prostate cancer are managed with active surveillance there are no established recommendations for slowing disease progression and delaying transition to active treatment. The proposed study would be the first to determine the efficacy of a comprehensive exercise program during active surveillance for prostate cancer."
1146909	2017-12-06	"Prof Bruce Robinson"	"Project Grants"	"Standard Project Grant"	"The impact of therapy on T-cell recognition of mutated tumour neo-antigens"	"University of Western Australia"	"WA"	"University"	2018	2020	1111129.2	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"immunotherapy"	"mesothelioma"	"lung cancer"	"antigen"	"therapy"	"Cancer is caused by mutations which should be 'seen' and destroyed by the patients immune cells, similar to how immune cells protect us against viruses. But they don't. This grant will study how current cancer treatments help the immune cells 'see' these mutations. We will undertake these studies in the important cancers lung cancer and mesothelioma."
1146525	2017-12-06	"Dr Judith Katzenellenbogen"	"Project Grants"	"Standard Project Grant"	"Burden of rheumatic heart disease (RHD) and impact of prevention strategies: comprehensive evidence to drive the RHD Endgame"	"University of Western Australia"	"WA"	"University"	2018	2020	947392.1	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"rheumatic heart disease"	"linkage studies"	"Aboriginal health"	"outcome study"	"burden of disease"	"Rheumatic heart disease is chronic damage to the heart valves caused by repeated bouts of acute rheumatic fever. Both are preventable, yet rates among Indigenous Australians are of the highest recorded. We propose to undertake the first multi-jurisdictional study of these conditions to determine trends in occurrence and evaluate the impact of existing interventions in Australia. Findings will be used to inform the development of a roadmap to remove RHD as a public health problem in Australia."
1146323	2017-12-06	"Prof Alistair Forrest"	"Project Grants"	"Standard Project Grant"	"Identifying cell type specific biomarkers of recurrent oral squamous cell carcinoma and mapping cancer-stroma interactions using single cell biology and cell-to-cell communication networks"	"University of Western Australia"	"WA"	"University"	2018	2020	880531	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Cell Biology"	"systems biology"	"bioinformatics"	"gene expression"	"receptors"	"communication"	"Cancer is a major cause of death in Australia. Despite advances in our understanding of the mutations that occur and the sets of genes expressed in cancer we have a major gap in our understanding of what is happening within tumours. Using new single cell technology we will generate new molecular portraits of cancers that give us understanding of the sets of genes expressed on individual cancer cells, the normal cells within a tumour and how they interact with cancer cells to form a tumour."
1146321	2017-12-06	"Prof Alistair Forrest"	"Project Grants"	"Standard Project Grant"	"Novel skeletal muscle enriched genes in muscle biology and disease"	"University of Western Australia"	"WA"	"University"	2018	2020	888035	"Basic Science"	"GENETICS"	"Genomics"	"gene expression"	"mutation"	"myopathy"	"phenotype-genotype correlation"	"bioinformatics"	"Each year hundreds of Australians are born with genetic muscle diseases, however, current methods fail to identify the causative disease gene in ~50% of patients. Here we will use expression patterns in skeletal muscle to prioritize novel candidate disease causing genes. We will functionally test the role of genes expressed in skeletal muscle cells using novel experimental assays.  Uniquely, we will for the first time incorporate a novel class of gene (long non-coding RNAs) into our study."
1145970	2017-12-06	"Prof David Hillman"	"Project Grants"	"Standard Project Grant"	"The interaction between obstructive sleep apnea and cardiovascular risk factors on cardiovascular disease"	"University of Western Australia"	"WA"	"University"	2018	2021	1263050	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"obstructive sleep apnoea"	"cardiovascular disease"	"risk factors"	"metabolic syndrome"	"continuous positive airway pressure (CPAP)"	"Cardiovascular (CV) disease and obstructive sleep apnoea (OSA) are common causes of morbidity and mortality. OSA is an independent risk factor for CV disease but little is known about which patients with OSA are likely to develop CV disease, and the interaction between OSA and other CV risk factors. We seek to better understand this interaction by exploring which of 4,100 well characterised patients in the West Australian Sleep Health Study (WASHS) 2005-2010 have developed CV disease."
1145295	2017-12-06	"Prof Jeffrey Keelan"	"Project Grants"	"Standard Project Grant"	"Preclinical evaluation of a novel allosteric IL-1R inhibitor (rytvela) for the prevention of perinatal inflammation-induced fetal injury"	"University of Western Australia"	"WA"	"University"	2018	2021	1377827.4	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics and Reproductive Medicine not elsewhere classified"	"inflammation"	"fetus"	"pregnancy complications"	"placenta"	"cytokines"	"Interleukin-1 (IL-1) is a potent inflammatory protein involved in many inflammatory disorders, including preterm birth (PTB). Blocking the actions of IL-1 in pregnancies at risk of delivering preterm may protect the fetus from PTB and the long-term harm of exposure to inflammation before birth. Using four different models of antenatal inflammation, we will explore the use of a new IL-1 inhibitor to see if it blocks inflammation ‘in utero’ and improve neonatal health and development."
1144791	2017-12-06	"Prof Stephen Wilton"	"Project Grants"	"Standard Project Grant"	"Targeted alternative splicing: a common therapeutic platform to treat inherited diseases"	"Murdoch University"	"WA"	"University"	2018	2020	797165	"Clinical Medicine and Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Molecular Medicine"	"genetic disorders"	"splicing"	"disease mechanisms"	"antisense oligonucleotides"	"treatment strategies"	"Genes consist of exons (protein coding domains) separated by introns (non-coding intervening sequences). It is now evident that not every exon need be included in the gene message to direct synthesis of a functional gene product. This application seeks to identify which exons are essential for gene function and those exons that are \"dispensable\".  Such information will allow personalized therapies to be developed based on splice switching, as we have done for Duchenne muscular dystrophy."
1144519	2017-12-06	"Prof Karol Miller"	"Project Grants"	"Standard Project Grant"	"Resection-induced brain shift estimation: biomechanics-based approach"	"University of Western Australia"	"WA"	"University"	2018	2020	370055.4	"Clinical Medicine and Science"	"BIOMEDICAL ENGINEERING"	"Biomechanical Engineering"	"brain"	"neurosurgery"	"biomechanics"	"image analysis"	"computer simulation"	"Our overall objective is to significantly improve the efficacy and efficiency of image-guided neurosurgery for brain tumours by including realistic computation of brain deformations, based on a  biomechanical model, in a system to improve intra-operative visualisation, navigation and monitoring.  The system will create an augmented reality visualisation of the intra-operative configuration of the patient’s brain merged with high resolution pre-operative imaging data."
1144209	2017-12-06	"Prof Bruce Robinson"	"Project Grants"	"Standard Project Grant"	"The relationship between cancer surgery, lymph nodes, T cells and immunotherapy."	"University of Western Australia"	"WA"	"University"	2018	2020	960585	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"lymph node"	"surgery"	"cancer immunotherapy"	"metastases"	"T cells"	"Cancer treatment involves surgery for millions of patients annually, however, many patients do relapse. Surgery often involves removal of cancer-associated lymph nodes at the site. To improve surgical outcomes new immunotherapy strategies aim to activate the patients’ immune cells to eradicate tumours. However the main repository for these immune cells is in the very lymph tissue removed at surgery. This project will investigate the role of remaining lymph nodes in patient recovery/response."
1144040	2017-12-06	"Prof John Newnham"	"Project Grants"	"Standard Project Grant"	"A prospective, open-label, single-centre/multi-site, randomized clinical trial of a novel maternal microbiological “screen & treat” program compared with normal care for the prevention of preterm birth"	"University of Western Australia"	"WA"	"University"	2018	2021	1708561	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"pre-term delivery"	"clinical trial"	"pregnancy complications"	"microbiology"	"antenatal care"	"In 2014, our team launched the world-unique Western Australian Preterm Birth (PTB) Prevention Initiative and reduced the rate of PTB state-wide by 8%. Our next step is to trial a “screen & treat” program to detect women in mid-pregnancy at high risk of infection-driven PTB and treat them with antimicrobial medications. The study will involve more than 6000 women and aims to lower the rate of spontaneous PTB rate by 30%, which if applied nationally, may prevent 4500 PTBs each year."
1143921	2017-12-06	"A/Pr Nathan Pavlos"	"Project Grants"	"Standard Project Grant"	"The Role of 'Orphan' Transporters in Bone Homeostasis and Disease"	"University of Western Australia"	"WA"	"University"	2018	2020	675668.4	"Basic Science"	"CLINICAL SCIENCES"	"Orthopaedics"	"bone"	"osteoporosis"	"osteoclast biology"	"lysosomes"	"transporters"	"Osteoclasts (OCs) are giant multinucleated cells exclusively responsible for physiological bone degradation (resorption). Excessive OC activity leads to localised bone destruction (osteolysis) as observed in patients with osteoarthritis and underlies decreased bone mass and fragility fractures that are a hallmark of osteoporosis. This project examines the role of an orphan solute carrier transporter in OC function and its potential involvement in bone disease."
1143660	2017-12-06	"Prof Daniel Green"	"Project Grants"	"Standard Project Grant"	"Exercise as medicine for heart failure: A novel intervention to improve outcomes"	"University of Western Australia"	"WA"	"University"	2018	2020	665585	"Clinical Medicine and Science"	"HUMAN MOVEMENT AND SPORTS SCIENCE"	"Exercise Physiology"	"exercise physiology"	"heart failure"	"heart transplantation"	"vascular function"	"skeletal muscle"	"Heart failure (HF) is a common, debilitating and expensive disease; prognosis remains poorer than for the most cancers. 30,000 Australians are diagnosed every year and 300,000 live with the HF, at an annual cost of ~$1Billion. Exercise training is effective therapy in HF, because it reverses many of the problems that contribute to the reduced lifespan and impaired quality of life of patients with HF. We will test an exciting new type of exercise that promising greater benefit, at lower risk."
1143496	2017-12-06	"A/Pr Peter Henry"	"Project Grants"	"Standard Project Grant"	"Investigating the effects of macrolides on excessive synthesis and secretion of airway mucins using novel ex vivo and in vivo approaches"	"University of Western Australia"	"WA"	"University"	2018	2020	520821	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"mucins"	"respiratory diseases"	"airway epithelium"	"airway obstruction"	"pharmacological intervention"	"Many people have difficulty breathing because the airway tubes that move air in and out of their lungs are blocked by excessive amounts of sticky mucus.  Our project will use new techniques developed in our laboratories to investigate whether a group of medicines called “macrolides” can prevent the excessive production and release of mucus in the airways, and thus be beneficial in treating asthma, and potentially other lung diseases."
