"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1168812	2018-12-12	"Ms Mei Ling Lim"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"RELATIONSHIP BETWEEN HEALTH LITERACY AND FEAR OF FALLING IN COMMUNITY-DWELLING OLDER ADULTS"	"University of New South Wales"	"NSW"	"University"	81009	"Public Health"	"Public Health and Health Services not elsewhere classified"	"falls prevention"	"health literacy"	"older people"	"physical activity"	"health promotion"	"Falls are a major public health issue globally. Research has shown that reducing fear of falling can decrease one’s fall risk and prevent future falls. To prevent falls, and informed and engaged older adult that values health promotion is needed. Health literacy can be the key to enable older adults to stay active and safe. Therefore, this study aims to understand the impact of health literacy on fall prevention and the relationship between health literacy and fear of falling in older adults."
1168948	2018-12-12	"Mr Joseph Alvin Santos"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Salt Intake and Cardiometabolic Diseases: Exploring the link between national, household, and individual-level salt-related factors with cardiometabolic disease risk in low and middle-income countries"	"University of New South Wales"	"NSW"	"University"	66501.5	"Public Health"	"Health Promotion"	"dietary salt"	"cardiovascular disease prevention"	"diabetes prevention"	"public health impact"	"epidemiological research methods"	"The study aims to examine the link between salt-related factors and cardiometabolic disease risk in low and middle-income countries (LMICs).The project will comprise of two main elements: (1) a review of published and unpublished literature to identify research gaps in LMICs, and; (2) secondary analysis of large data from LMICs to examine the contribution and interaction of different levels of salt-related factors with disease risk, using frequentist statistics and Bayesian methods."
1168954	2018-12-12	"Mr Michael Curtis"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Understanding the impact of opioid substitution therapy programs on drug use, health service utilisation, morbidity and mortality among people who inject drugs following release from prison"	"Burnet Institute"	"VIC"	"Research Institutes"	88502	"Public Health"	"Public Health and Health Services not elsewhere classified"	"prison population"	"longitudinal cohort study"	"injecting drug use"	"opioid dependence"	"treatment outcomes"	"My PhD’s findings will determine, for the first time, the impact of opioid substitution therapy provision during and following prison release on substance use, health service utilisation and morbidity. It extend knowledge regarding opioid substitution therapy’s impact on post-release mortality. These findings will inform policy and service provision in prison and post-release."
1168994	2018-12-12	"Dr Simon Carter"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Standardised Outcomes in Nephrology - Glomerulonephritis (SONG-GN): establishing core outcomes for trials in patients with glomerulonephritis"	"University of Sydney"	"NSW"	"University"	96293.75	"Public Health"	"Epidemiology"	"glomerulonephritis"	"outcome measures"	"qualitative methods"	"clinical decision making"	"patient outcomes"	"Glomerulonephritis is common cause of kidney failure. Standardised Outcomes in Nephrology: Glomerulonephritis (SONG-GN) will determine which consequences of the disease and its treatment that people need more information about when making decisions. SONG-GN will gather evidence from patients, caregivers, care providers, researchers, industry and policymakers. We will provide a set of outcomes that researchers should measure when comparing treatments in glomerulonephritis."
1169037	2018-12-12	"Mr Dillon Adam"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Bayesian phylogeography of viral pathogens of public health significance - integrating epidemiological data with phylogenetics for epidemic response"	"University of New South Wales"	"NSW"	"University"	34723	"Public Health"	"Epidemiology"	"infectious diseases"	"epidemiology"	"statistical genetics"	"public health"	"outbreak"	"The project aims to better understand how and why certain viruses move within cities, countries, and around the world. By doing this we can find hots spots of disease transmission. Part of this involves finding out what makes certain cities or countries hot spots for disease such as the size of the population size and a locations particular climate. We can then use this information to prevent the spread of disease in the future in the event of outbreaks."
1169039	2018-12-12	"Ms Anagha Killedar"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Tackling the inequality and economic burden of obesity in Australian children"	"University of Sydney"	"NSW"	"University"	64057	"Public Health"	"Health Economics"	"health economics"	"health inequalities"	"obesity"	"child health"	"modelling"	"This project aims to develop a tool to inform decisions about where best to allocate resources to combat the childhood obesity problem in Australia most effectively, equitably and sustainably. Nationally representative cost, health, and demographic information will be used to construct this tool. The results from obesity treatment and prevention trials will then be applied to predict what the impact of rolling out these interventions will be on health outcomes, inequalities and the economy."
1169076	2018-12-12	"Ms Lynda McNamara"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Implementation of the early diagnosis of cerebral palsy guidelines in the Australian context: exploring the impact of online educational interventions on physician behaviour and patient outcomes."	"University of Sydney"	"NSW"	"University"	111974	"Clinical Medicine and Science"	"Medical and Health Sciences not elsewhere classified"	"implementation"	"behaviour change"	"patient outcomes"	"clinical practice guidelines"	"cerebral palsy"	"Early, accurate diagnosis of cerebral palsy is possible, as published in a clinical practice guideline (CPG). Implementation barriers and behaviour change techniques are identifiable. Education of physicians is needed.     A randomised control trial and multi-level evaluation will measure the effectiveness of a multi-faceted eLearning intervention on improving physician diagnostic behaviour and patient  outcomes. A comparison of interactive eLearning design features and costs will be evaluated."
1169080	2018-12-12	"Ms Bridget Draper"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"How to provide hepatitis C testing and treatment in resource-constrained settings: implementation and health service delivery research"	"Burnet Institute"	"VIC"	"Research Institutes"	88502	"Public Health"	"Public Health and Health Services not elsewhere classified"	"hepatitis c infection"	"primary care"	"public health"	"health services research"	"community health care"	"This PhD will explore how to provide hepatitis C testing and treatment in resource-constrained settings using implementation science and health service delivery research methods. It will evaluate hepatitis C treatment programs in specialist and primary care settings in Myanmar to assess acceptability, requirements for scale-up and utility of an electronic medical records; complemented by a systematic review to establish the variety and impact of simplified clinical pathways for hepatitis C care."
1169149	2018-12-12	"Ms Talia Gutman"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Establishing an evidence-based framework for involving patients in research about chronic kidney disease"	"University of Sydney"	"NSW"	"University"	66501.5	"Public Health"	"Epidemiology"	"patient participation"	"patient preference"	"kidney disease"	"qualitative methods"	"patient outcomes"	"It is widely advocated to include patients and their families in their medical care and in research, yet there is limited evidence on how to do this well. This thesis will aim to provide a summary of the current state of patient involvement in research in chronic kidney disease, and work towards developing an evidence-based framework for involving patients and their families in research in future."
1169213	2018-12-12	"Mrs Liza Barbour"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Protecting our planet and our population: the local government policy response to support an environmentally sustainable diet"	"Monash University"	"VIC"	"University"	111974	"Public Health"	"Public Health and Health Services not elsewhere classified"	"nutrition"	"policy development"	"environmental intervention"	"environment"	"policy analysis"	"Our planet needs to produce enough food to feed a growing population. To protect our natural resources, individuals must change the way they eat. Local governments can support people to eat a more environmentally sustainable diet by investing in effective policy interventions. This research will describe existing policy options, explore the ways that these policies are created and finally, work with stakeholders to co-create guidelines for effective future policy work."
1169246	2018-12-12	"Dr Alpha Raj Mekapogu"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Pathway to a Novel Treatment for Pancreatic cancer – Targeting the Microenvironment"	"University of New South Wales"	"NSW"	"University"	61612.5	"Clinical Medicine and Science"	"Gastroenterology and Hepatology"	"pancreatic cancer"	"pancreatic stellate cells"	"pancreatic fibrosis"	"pancreatitis"	"pancreas"	"Pancreatic cancer is highly resistant to standard forms of treatment. Our group has recently discovered that the fibrous tissue surrounding the cancer cells is formed by star-shaped (stellate) cells and these cells are now believed to greatly increase the spread of the cancer. In an attempt to improve patient outcomes, this study will investigate a combination of a standard anti-cancer agent with one that interferes with the recently reported action of the stellate cells on cancer growth."
1169377	2018-12-12	"Ms Briana Lees"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Investigating binge drinking and neurodevelopment in young Australians"	"University of New South Wales"	"NSW"	"University"	61612.5	"Public Health"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"alcohol related brain damage"	"neuropsychology"	"youth"	"cognition"	"prevention"	"Over 40% of young people report regular binge drinking, this is concerning because the brain continues to develop until the mid-20s. This research will seek to understand how brain differences index cognitive functioning, to disentangle the cognitive and neural effects that are evident prior to, and following, binge drinking during youth, and determine whether the effects continue after treatment. The results of this project will increase early identification of youth at risk of binge drinking."
1169541	2018-12-12	"Ms Gulshan Ali"	"Postgraduate Scholarships"	"Public Health Postgraduate Scholarship"	"Association of obesity and metabolic biomarkers with asthma, COPD and lung function both in children and adult population of Melbourne and Tasmania"	"University of Melbourne"	"VIC"	"University"	88502	"Public Health"	"Epidemiology"	"epidemiology"	"asthma"	"chronic obstructive pulmonary disease (copd)"	"obesity"	"biomarkers"	"Asthma and COPD are hard to diagnose in early stages, therefore, adversely affect individuals and communities. The main aim of my Ph.D research is to understand the actual association of the lifetime BMI trajectories and asthma and COPD. Also, will assess the association of biomarkers as mediators. These investigations will give an in-depth understanding of the natural course and interaction of these risk factors and diseases, which results in prevention and management of the disease in future."
1168150	2018-12-12	"Ms Alana Gall"	"Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Wellbeing and Quality of Life of Indigenous People"	"Menzies School of Health Research"	"NT"	"Research Institutes"	99502	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"aboriginal health"	"quality of life"	"indigenous australians"	"health promotion"	"public health"	"This PhD is part of a larger research study. The overall project aims to make a tool that health professionals can use to assess the wellbeing of their Indigenous patients. This PhD will ensure the tool is relevant to Indigenous people by first checking how important each measure is to Indigenous people, then we will run a test of the tool with a broad range of Indigenous people. Also, I will look at what things effect Indigenous people’s wellbeing in Canada, New Zealand and the United States."
1168623	2018-12-12	"Dr AnnaGerardina McLean"	"Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Improving outcomes for women with diabetes in pregnancy in Far North Queensland"	"Menzies School of Health Research"	"NT"	"Research Institutes"	114033.34	"Clinical Medicine and Science"	"Endocrinology"	"aboriginal health"	"diabetes mellitus"	"diabetes"	"gestational diabetes"	"health systems"	"This proposal aims to improve outcomes for women and their babies who have pregnancies complicated by diabetes in Far North Queensland. It involves describing health professional’s current experience in managing DIP and uses data from the DIP Clinical Register to identify women who are at high risk for poor pregnancy outcomes. It will also evaluate specific management interventions to improve care in rural and remote regions of Far North Queensland."
1168668	2018-12-12	"Dr Diana MacKay"	"Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Improving the implementation of recommended postpartum care of Aboriginal and Torres Strait Islander women in the Northern Territory and Far North Queensland following a pregnancy complicated by diabetes"	"Menzies School of Health Research"	"NT"	"Research Institutes"	128225	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"aboriginal health"	"diabetes"	"health systems"	"health care delivery"	"maternal and child health"	"This project will describe and evaluate a complex health systems intervention aimed to improve the delivery of recommended postpartum care to Aboriginal and Torres Strait Islander women following a pregnancy complicated by diabetes. It will explore the policy context within which this intervention is situated, describe the delivery of the intervention, and report on health practitioners’ experiences of the intervention along with its impact."
1168925	2018-12-12	"Mrs Pamela D'Sylva"	"Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Improving recognition and management of chronic wet cough in young Aboriginal children by caregivers and health care workers in the Kimberley."	"University of Western Australia"	"WA"	"University"	56237	"Clinical Medicine and Science"	"Paediatrics"	"bronchiectasis"	"indigenous australians"	"paediatric"	"chronic suppurative lung disorders"	"cough"	"Bronchiectasis is a lung disease associated with chronic infection and inflammation that has prevalence of 1.5% in Aboriginal Australian children and occurs in early childhood, is associated with co-morbidities and causes premature mortality. Bronchiectasis is largely preventable in children when diagnosed and treated early.  The study aims to determine better ways to diagnose bronchiectasis earlier and to facilitate effective management in Aboriginal children in Western Australia."
1169091	2018-12-12	"Dr Matthew Hare"	"Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Intergenerational metabolic health in Indigenous and non-Indigenous Australians – Understanding trends, determinants and outcomes"	"Menzies School of Health Research"	"NT"	"Research Institutes"	128225	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"aboriginal health"	"data linkage"	"diabetes"	"cardiovascular risk"	"epidemiology"	"There is a global epidemic of diabetes, especially among Indigenous peoples. This project will summarise existing research on the impact of a mother’s health during pregnancy on the future health of her child. A large study will also be done, using various administrative and health records, looking at changes in birthweight and rates of diabetes during pregnancy over 30 years in the Northern Territory. How these factors impact both the mother’s and the offspring’s future health will be assessed."
1169269	2018-12-12	"Dr Anna Balabanski"	"Postgraduate Scholarships"	"Training Scholarship for Aboriginal Health Research"	"Aboriginal and Torres Strait Islander stroke incidence, mortality and disability study."	"Monash University"	"VIC"	"University"	92745.83	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"aboriginal"	"stroke"	"cerebrovascular disease"	"epidemiology"	"indigenous health"	"My aim is to assess disparities in stroke occurrence, services utilised and outcomes between Aboriginal and Torres Strait Islander (hereafter referred to as Aboriginal) and non-Aboriginal people in SA, NT and WA, and determine barriers to care. This project will provide an evidence base to assist in identifying the services that should be targeted for improvement, in order to ‘close the gap’ in outcomes between Aboriginal and non-Aboriginal people with stroke."
1168270	2018-12-12	"Dr Thomas Wilson"	"Postgraduate Scholarships"	"Medical/Dental Postgraduate Scholarship"	"Characterisation and treatment of nephropathy in patients with a Fontan circulation"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	96293.76	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"congenital heart disease"	"cardiology"	"paediatric"	"nephrology"	"kidney disease"	"The Fontan procedure is the last in a series of operations offered to children born with a heart with a single pumping chamber. These patients have been shown to be at an increased risk of damage to their kidneys. The aim of this study is to investigate whether a commonly-used medication called an angiotensin-converting enzyme (ACE) inhibitor can reduce the degree of kidney dysfunction in a group of Fontan patients, and to find the best simple tests to measure the severity of this kidney damage."
1156371	2018-12-12	"Dr Nicola Lee"	"Project Grants"	"New Investigator Grant"	"Central control of energy partitioning"	"Garvan Institute of Medical Research"	"NSW"	"Research Institutes"	692755	"Basic Science"	"Central Nervous System"	"neuropeptide y (npy)"	"leptin"	"bone"	"obesity"	"energy metabolism"	"This study will build on exciting data from our lab which reveal the potential for altering the body’s propensity to store excess energy as fat and instead directing the energy into the production and maintenance of the skeleton. It will focus on the interaction between leptin and neuropeptide Y in the hypothalamus, a coordinating centre in the brain critical to the regulation of energy homeostasis. This research has the potential to result in novel treatments for obesity and osteoporosis."
1156536	2018-12-12	"Dr James Shine"	"Project Grants"	"New Investigator Grant"	"Noradrenaline and Cognitive Dysfunction - Interrogating the Neglected Symptoms of Parkinson’s disease"	"University of Sydney"	"NSW"	"University"	404227.78	"Clinical Medicine and Science"	"Neurology and Neuromuscular Diseases"	"cognition"	"parkinson disease"	"noradrenaline"	"functional magnetic resonance imaging (fmri)"	"dementia"	"More than 10 million people worldwide suffer from Parkinson’s disease, with up to one third of patients also suffering from deficits in cognition. We think that we may know what may be causing the problem -- dysfunctional activity in the brain's noradrenergic system. In this proposal, we will use novel brain imaging techniques to prove this hypothesis, and thus provide new inroads into this troubling disorder."
1156588	2018-12-12	"Dr Jeremy Barr"	"Project Grants"	"New Investigator Grant"	"Bacteriophage therapy increases antibiotic sensitivities in multiply antibiotic resistant Acinetobacter baumannii"	"Monash University"	"VIC"	"University"	579920	"Basic Science"	"Medical Bacteriology"	"bacteriophage"	"antibiotic resistance"	"antimicrobial therapy"	"molecular basis of disease"	"molecular microbiology"	"The rapid emergence of antibiotic resistant bacteria is occurring worldwide. Research efforts to pursue alternative treatments are urgently needed. Bacteriophages (phages) are specialist viruses that infect and kill bacteria. The clinical use of phages to treat bacterial infections is termed ‘phage therapy’. We are investigating the use of phages to re-sensitise antibiotic-resistant bacterial infection to conventional antibiotics, allowing a novel combination treatment strategy."
1156891	2018-12-12	"Dr Samantha Burnham"	"Project Grants"	"New Investigator Grant"	"Elucidating the biomarker sequence of the natural history of progression of Alzheimer’s disease"	"Commonwealth Scientific and Industrial Research Organisation"	"ACT"	"Government"	270315	"Clinical Medicine and Science"	"Neurosciences not elsewhere classified"	"alzheimer disease"	"biomarkers"	"longitudinal study"	"biostatistics"	"progression"	"Navigation is easier and more meaningful with a map to base decisions on. Similarly, for disease, knowing what happens and in what order leads to better staging of patients and, thus, choice of treatment. Currently there is no accurate 'map' of Alzheimer's disease. This grant will use data from two of the largest global databases on Alzheimer's to determine which disease markers change, how fast and in which order. This information will be used to construct a quantitative map of disease."
1156898	2018-12-12	"Dr Malcolm Starkey"	"Project Grants"	"New Investigator Grant"	"Understanding how group 2 innate lymphoid cells in early life regulate postnatal lung development and susceptibility to chronic respiratory diseases"	"University of Newcastle"	"NSW"	"University"	501022	"Basic Science"	"Immunology not elsewhere classified"	"immunology"	"innate immunity"	"lung development"	"respiratory infection"	"respiratory diseases"	"Impaired lung growth that results from respiratory infections in early life negatively impacts on respiratory health and may lead to the development of asthma and emphysema. The identification and exploitation of the factors that promote normal healthy lung development may lead to new strategies to prevent and treat respiratory diseases. We have identified a new type of cell that we think are critical for lung development. This may have substantial health and economic benefits in the future."
1156942	2018-12-12	"Dr Katie Ayers"	"Project Grants"	"New Investigator Grant"	"A novel role for spliceosome dysfunction in gonadal dysgenesis and intellectual disability."	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	563944.7	"Basic Science"	"Developmental Genetics (incl. Sex Determination)"	"congenital disorders"	"gonadal dysgenesis"	"intellectual disability"	"neurodevelopmental disorders"	"signalling pathways"	"Some babies are born with a disorder affecting the brain and gonads. These disorders are rare and the genetic cause is often unknown, meaning that doctors can be left guessing as to the best treatment. This proposal aims to study how a newly discovered gene called SART3 causes children to be born with severe intellectual disability and gonadal dysgenesis (sex reversal). This will improve diagnosis, and hopefully lead to a better understanding of how these disorders arise and how to treat them."
1157178	2018-12-12	"Dr Amanda Ullman"	"Project Grants"	"New Investigator Grant"	"Peripherally inserted central catheter Innovation to reduCe Infections and Clots: the PICNIC trial"	"Griffith University"	"QLD"	"University"	706582.6	"Health Services Research"	"Clinical Nursing: Secondary (Acute Care)"	"adverse incidents including complications"	"deep vein thrombosis (dvt)"	"nursing practice"	"staphylococcus aureus"	"evidence-based health care"	"Peripherally inserted central catheters, or PICCs, are long tubes, commonly threaded from the arm veins, through to the heart, to enable the administration of treatments and therapies for patients with cancer, infections and other complex health conditions. However PICCs frequently get infected, or blocked with blood clots. Our research aims to evaluate the effectiveness of new PICC materials and design, to  enable patients to receive their treatment on time, and without complication."
1157263	2018-12-12	"Dr Claudia Bruedigam"	"Project Grants"	"New Investigator Grant"	"Optimising the Efficacy of Imetelstat Therapy in Acute Myeloid Leukaemia"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	591732	"Basic Science"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"telomerase"	"acute myeloid leukaemia (aml)"	"telomeres"	"cancer cell biology"	"xenotransplantation"	"Acute myeloid leukaemia (AML) is a very aggressive blood cancer that kills about 1,000 Australians every year. AML patients are treated with chemotherapy, however, most patients are not cured by chemotherapy alone and the disease eventually comes back (relapses). We are testing a new type of treatment (imetelstat) for patients with AML that targets the genetic material (DNA) within the leukaemia cells. Our work has shown that this new type of treatment may prevent relapse after chemotherapy."
1157388	2018-12-12	"Dr Sidonia Eckle"	"Project Grants"	"New Investigator Grant"	"Discovery of novel, microbial antigens recognised by Mucosal Associated Invariant T cells"	"University of Melbourne"	"VIC"	"University"	667192	"Basic Science"	"Cellular Immunology"	"t cell subset"	"t cell epitope"	"metabolites"	"bacterial infection"	"parasitic infection"	"Mucosal Associated Invariant T (MAIT) cells are an abundant yet poorly studied type of T cells in humans. Based on our discovery that MAIT cells target pathogens by recognising a by-product of their metabolism, this proposal will identify novel microbial metabolite targets of MAIT cells and provide new insights and approaches to anti-microbial immunity. Thereby this project will deepen our understanding of the biology of MAIT cells and could furnish novel agents to treat microbial infections."
1157556	2018-12-12	"Dr Boris Novakovic"	"Project Grants"	"New Investigator Grant"	"Epigenetic reprogramming of monocytes by BCG vaccination"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	992798.3	"Basic Science"	"Innate Immunity"	"monocytes"	"innate immunity"	"epigenetics"	"genomics"	"vaccines"	"Some vaccines can have non-specific beneficial effects. One example is the Tuberculosis vaccine called 'BCG', which not only confers protection against TB, but a range of infections. This effect is mediated by the innate immune system, which is thought to have no memory. However, accumulating evidence suggests that innate immune cells can remember certain exposures, such as the BCG vaccine, by changing how their DNA is packaged. This re-packaging of DNA alters the cell response to infections."
1157680	2018-12-12	"Dr Kelly Walton"	"Project Grants"	"New Investigator Grant"	"Defining the Physiology and Therapeutic Potential of Inhibin"	"Monash University"	"VIC"	"University"	672521	"Basic Science"	"Reproduction"	"menopause"	"ovarian function"	"bone disease"	"activin and inhibin"	"endocrinology"	"Shutdown of ovarian function at menopause depletes the female body of circulating oestrogen and inhibins. Whilst it is known that oestrogen deprivation is bad for bone health, little is known about the impact of inhibin loss. I have made a mouse that lacks functional inhibins, so that we can understand the body wide consequences of inhibin loss at menopause. Additionally, I have found a way to mass produce inhibins, allowing us to explore the potential of inhibin replacement therapies."
1157757	2018-12-12	"Dr Kate Chitty"	"Project Grants"	"New Investigator Grant"	"Health service and medicine utilisation before suicide: optimising suicide prevention using population-based linkage of routinely collected data"	"University of Sydney"	"NSW"	"University"	354526	"Public Health"	"Mental Health"	"suicide"	"drug utilisation"	"health care utilisation"	"epidemiology"	"public health"	"Suicide in Australia is the leading cause of death for young people. Optimising suicide prevention lies in delivering the right interventions to the right people. Yet currently we lack crucial information - we do not know which individuals are likely to receive some of our most promising suicide interventions and therefore where to deliver them in the future. To gain this knowledge we will examine the medicines dispensed and healthcare utilised prior to previous suicides in Australia."
1158002	2018-12-12	"Dr Emma Gordon"	"Project Grants"	"New Investigator Grant"	"Mechanisms to promote vascular normalisation and barrier integrity"	"University of Queensland"	"QLD"	"University"	477192	"Basic Science"	"Cellular Interactions (incl. Adhesion, Matrix, Cell Wall)"	"diabetic retinopathy"	"cell adhesion"	"cellular interactions"	"receptor signalling"	"cell-cell adhesion"	"Growth and function of blood vessels is dependent on the coordination of movement and adhesion between individual cells in the vessel wall, however the signals controlling these actions remain unknown. This project will unravel the precise mechanisms by which cells interact during vessel growth induced by disease. A greater understanding of these cellular processes will allow for the development of novel targeted therapies for diseases including cancer and diabetes."
1158083	2018-12-12	"Dr Tracy O'Mara"	"Project Grants"	"New Investigator Grant"	"Functional investigation of ovarian and endometrial cancer genetic risk regions."	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	179763	"Basic Science"	"Cancer Genetics"	"functional genomics"	"ovarian cancer"	"endometrial cancer"	"genetic epidemiology"	"gene regulation"	"Ovarian cancer and endometrial cancer represent the most lethal and most common gynaecological cancers in Australia, respectively. This project aims to identify genes important for the development of both diseases and clarify their effects on cancer characteristics. Findings from this study will provide understanding into the development of gynaecological cancers and will reveal candidate drug targets for the future treatment of these diseases."
1158748	2018-12-12	"Dr Rachel Stephenson"	"Project Grants"	"New Investigator Grant"	"Developing an effective glycoconjugate vaccine against Group A Streptococcus causing rheumatic fever/heart disease"	"University of Queensland"	"QLD"	"University"	324914.3	"Basic Science"	"Proteins and Peptides"	"peptides"	"vaccine development"	"peptides"	"glycoconjugates"	"mouse models"	"Globally Australian Aboriginal and Torres Strait Islanders have the highest recorded rate of Group A Streptococcus (GAS) infection, mainly rheumatic heart disease and rheumatic fever. GAS infection is endemic and often fatal due to post-infection problems.This project aims to develop a glycoconjugate vaccine to prevent GAS infection.We aim to avert these deaths by making a vaccine from small, specific parts of GAS proteins so the body makes safe antibodies that stop GAS and its related diseases."
1158758	2018-12-12	"Dr John Kemp"	"Project Grants"	"New Investigator Grant"	"Using large scale genome-wide association studies to identify pharmacological targets for osteoporosis intervention"	"University of Queensland"	"QLD"	"University"	270906	"Basic Science"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"statistical genetics"	"osteoporosis"	"bone mineral density"	"drug discovery"	"zebrafish"	"Osteoporosis is a debilitating genetic bone disease that involves bone loss and increases fracture risk. This project aims to lead the largest ever genetic study of osteoporosis in half a million individuals, and in doing so, combine statistical and molecular approaches to identify genes that could in future serve as osteoporosis drug targets that restore lost bone."
1158863	2018-12-12	"Dr Mohammad Haskali"	"Project Grants"	"New Investigator Grant"	"Development of Innovative Foldamers for the Peptide Receptor Radionuclide Therapy of Tumours Overexpressing Cholecystokinin-2 Receptors"	"University of Melbourne"	"VIC"	"University"	614077	"Basic Science"	"Proteins and Peptides"	"radiopharmaceuticals"	"peptides"	"positron emission tomography (pet)"	"peptide synthesis"	"radiolabelling"	"Peptide Receptor Radionuclide Therapy (PRRT) is a systematic treatment used to deliver high levels of radiation to cancer using radiopharmaceuticals known as theranostic agents (TAs).  Until now TAs have been limited to only a few cancer types. This project aims to develop TAs to treat cancers which overexpress an important molecular target known as Cholecystokinin-2 (CCK-2) receptors. These TAs will be prepared in an innovative manner to display high affinity and stability for CCK-2 receptors."
1159002	2018-12-12	"Dr Sarah Best"	"Project Grants"	"New Investigator Grant"	"Exploiting metabolic vulnerabilities in the detection and treatment of lung cancer"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	591653	"Basic Science"	"Cancer Cell Biology"	"lung cancer"	"metabolism"	"biomarkers"	"cancer treatment"	"cancer genetics"	"Lung cancer is a leading cause of cancer-related death in Australia, with new treatment options and early detection a research priority. The proposed project aims to identify lung cancer by-products that can be detected in the patient’s blood, together with the identification of specific therapies tailored to the patient. This will result in a novel combination of lung cancer detection and personalised therapy that will advance current clinical practice through the initiation of clinical trials."
1159045	2018-12-12	"Dr Michelle Hall"	"Project Grants"	"New Investigator Grant"	"Strengthening exercise or combined strengthening and aerobic exercise for hip osteoarthritis: a randomised clinical trial"	"University of Melbourne"	"VIC"	"University"	868235.1	"Clinical Medicine and Science"	"Physiotherapy"	"osteoarthritis"	"exercise therapy"	"allied health"	"physiotherapy"	"rehabilitation"	"Hip osteoarthritis is a common painful condition, often making activities of daily living difficult. Although strengthening lower limb muscles can provide some pain-relief and ease with activities of daily living, many still suffer with unacceptable pain and difficulty with physical function. We will determine if adding aerobic exercise to strengthening exercise will provide greater pain-relief and physical function improvement compared to strengthening alone in people with hip osteoarthritis."
1159461	2018-12-12	"Dr Partha Pratim Das"	"Project Grants"	"New Investigator Grant"	"Dissecting TAF5L and TAF6L functions in embryonic stem cells, reprogramming and neurodevelopment"	"Monash University"	"VIC"	"University"	691653	"Basic Science"	"Biochemistry and Cell Biology not elsewhere classified"	"epigenetics"	"embryonic stem cells"	"genomics"	"gene regulation"	"molecular biology"	"Our CRISPR-Cas9 mediated loss-of-function genetic screen identifies two new candidate epigenetic regulators- TAF5L and TAF6L- for maintenance of the mouse ESC state. In this proposed research, we will aim- 1) to dissect the detail molecular functions of TAF5L and TAF6L in mouse ESCs; 2) to examine the role of TAF5L and TAF6L in induced pluripotent stem cells (iPSCs) generation, and 3) to investigate the role of TAF5L and TAF6L in neurodevelopment."
1159585	2018-12-12	"Dr Fiona Brownfoot"	"Project Grants"	"New Investigator Grant"	"Developing a novel device to accurately assess fetal distress in labour"	"University of Melbourne"	"VIC"	"University"	477034	"Clinical Medicine and Science"	"Medical Biotechnology Diagnostics (incl. Biosensors)"	"fetal distress"	"encephalopathy"	"obstetrics"	"labour"	"hypoxia"	"Birth asphyxia is a leading cause of cerebral palsy, seizures, developmental delay and death in term babies. Current methods of detecting fetal distress are inaccurate and can be misinterpreted. In this project we are using new technology to develop a device to continuously assess fetal pH, a direct measure of fetal stress in labour. We will validate our sensor using neonatal cord blood at delivery and assess the accuracy of our device using a fetal sheep model of hypoxia."
