"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"228","Department of Scientific and Industrial Research","Portable refrigerator","Neeraj","Gramin Bank","1st Floor, Gramin Bank, Sector 3 Circle, Mukta Prasad Colony",65000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_65"
"229","Department of Scientific and Industrial Research","Micromouse","M.F. Ahmad","Engineering College","Campus Hostel, Bikaner Pungal Road, Kerni Industrial Area",26000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_66"
"230","Department of Scientific and Industrial Research","Testing, trials & validation of Prefabrication Technology (PFT) developed products","V. Devi"," ","24, Capitaine Marius Xavier Street",750000,18,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_67"
"231","Department of Scientific and Industrial Research","Mobile Crime & Accident Reporting Platform (MCARP) Phase - II","S.V. Kumar"," ","Sarovaram, KP 1/864, Convent Road, Muttada P.O.",4200000,18,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_68"
"232","Department of Scientific and Industrial Research","Design & Development of 3 GPP LTE (Long Term Evolution) Cellular products for Base Station CPE (Customer Premise Equipments) & WiL TE (Wi Fi + LTE) based femtocells","S. Lakshmipathi","M.Y.M.O. Wireless Technology Pvt. Ltd.","445, 3rd Main, 8th Cross, Coffee Board Layout, Kempapura, Hebbal",4500000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_69"
"233","Department of Scientific and Industrial Research","Development of indigenous Technology of materials for nano photofunctional","The Chief Executive","Sapala Organises (P) Ltd.","Plot No. 147, Phase-II, IDA Mallpur",41500000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_70"
"234","Department of Scientific and Industrial Research","Development of Nitroscanate","The Chief Executive","Sequent Scientific Ltd.","Star II, Opp. IIM, Bilekahalli, Bannerghatta Road",22712000,18,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_71"
"235","Department of Scientific and Industrial Research","Small size pistons for two stroke engines by high pressure die casting process","S. Arora","Abilities India Pistons & Rings Limited","Plot No. 3, F 301, IIIrd Floor, Ashish Complex, Local Shopping Centre, New Rajdhani Enclave, Vikas Marg",9400000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_1"
"236","Department of Scientific and Industrial Research","Manufacture of Magnesium & Calcium metal powder","G.S. Narayan","Ardee Business Services Private Limited","Unit II, BB - 8, Civil Township",19300000,18,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_2"
"237","Department of Scientific and Industrial Research","Development of coal dry beneficiation system - X-ray based sorting system for Indian coals of size range 13-50mm (Ardee sort)","G.V. Ramana","Ardee Hi-Tech Private Limited"," ",9500000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_3"
"238","Department of Scientific and Industrial Research","NLT 40% L-Dopa from Mucuna Prurious seeds","R. Puri","BACFO Pharmaceuticals (I) Limited","AKC House, E-27, Defence Colony",6800000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_4"
"239","Department of Scientific and Industrial Research","Optimisation of an innovative process & its cost effective manufacturing of a fast acting Anti-Diabetic recombinant drug product Insulin Lispro, a rapid acting Insulin analogue, & testing its clinical comparability (Safety & efficacy) with the …","K.M. Shaw","Biocon Limited","20 KM Hosur Road, Electronics City",12000000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_5"
"240","Department of Scientific and Industrial Research","E-waste recycling & precious metal recovery","B.K. Soni","Eco Recycling Limited","205, Centre Point, 2nd Floor, J.B. Nagar, Andheri (East)",118600000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_6"
"241","Department of Scientific and Industrial Research","Indigenous development of FT-IR spectrophotometer","Managing Director","ELICO Limited","B-90, A.P.I.E. Sanathnagar",7000000,30,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_7"
"242","Department of Scientific and Industrial Research","Development of long acting hormonal intra-uterine contraceptive device","V. Iyer","Famy Care Limited","Brady House, 3rd Floor, 12/14 Veer Nariman Road, Fort",54000000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_8"
"243","Department of Scientific and Industrial Research","Process development & manufacturing of APIs targeted at specialized applications/diseases","M.N. Rajadhyaksha","Indoco Remedies Limited","Department ofTechnical Operations (API), Indoco House, 166, CST Road, Santacruz (E)",34000000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_9"
"244","Department of Scientific and Industrial Research"," A new approach for synthesis of an import substitute 3 - Methyl - N - Nitroiminoperhydro - 1,3,5 - Oxadiazine (MNIO), an intermediate for the manufacture of Thiamethoxam","M. Kumar","Insecticides India Limited","E-443-444 Riko Industrial Area, Chopanki",12700000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_10"
"245","Department of Scientific and Industrial Research","Development of Endoxifen as a new efficacious & safe therapeutic agent for the treatment of Breast Cancer","K. Maheshwari","Intas Pharmaceuticals Limited","2nd Floor, Chinubhai Center, Ashram Road",80000000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_11"
"246","Department of Scientific and Industrial Research","Process development for Dibenzamidodiphenyldisulfide (DBD), Dithidianiline (DTDA) & Dithiodicaprolactam (DTDC)","L. Jayabalan","Merchem Limited","QA Grove Centre, 44 - Development Plot, Kalamassery",5700000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_12"
"247","Department of Scientific and Industrial Research","Innovative electronic control system for PNG (Pipeline Natural Gas) fueled stationary engine","A. Srivastava","Minda Industries Limited","B - 64/1, Wazirpur Industrial Area",5000000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_13"
"248","Department of Scientific and Industrial Research","Innovative process development for the manufacture of Peptide APIs","N. Gupta","Neuland Labortories Limited","204, 2nd Floor, Meridian Plaza, Ameerpet",25000000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_14"
"249","Department of Scientific and Industrial Research","Development of non-infringing processes for API's in pilot scale","B.M. Choudhary","Ogene Systems (I) Private Limited","11-6-5 6, 1st Floor, G.S.R. Estate, Near IDPL Bangalore",60000000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_15"
"250","Department of Scientific and Industrial Research","Process Up-scaling & clinical evaluation - PBL 1427 - A novel long acting DPP IV inhibitor for the treatment of Type 2 Diabetes","G. Ghosh","Panacea Biotec Limited","B-1 Extn./A-27, Mohan Co-op. Industrial Estate, Mathura Road",37400000,60,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_16"
"251","Department of Scientific and Industrial Research","Development & commercialization of Aliskiren & its intermediates","G.R. Reddy","Penn Bio-Chemicals (India) Private Limited"," ",18900000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_17"
"252","Department of Scientific and Industrial Research","Development of a novel, cost effective liquid & stable adsorbed Rabies vaccine based on vero cell platform","P.S. Sudhakar","Pochiraju Industries Limited","202, SGC's Suresh Arcade, Opposite Nature Cure Hospital, Dharama Karam Road, Ameerpet",15000000,15,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_18"
"253","Department of Scientific and Industrial Research","Design & development of Capacitance type fuel level sensor for Flexi fuels","K.U. Kumar","Pricol Limited","702/7, Avanashi Road",7350000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_19"
"254","Department of Scientific and Industrial Research","Liquid coolant recovery system","Director","National Institute of Technology (Tiruchirapalli)"," ",8000000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_20"
"255","Department of Scientific and Industrial Research","Optimization & pilot plant trials towards commercialization of standardized Colocynthin extract from the medicinal plant Citrullus Colocynthis","S. Natarjan","Sami  Labs Limited","No. 19/1 & 19/2, 1st Main, II Phase, Peenya Industrial Area",4900000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_21"
"256","Department of Scientific and Industrial Research","Innovative rear view mirrors for automobile","N. Ramanathan","SMR Automotive Systems India Limited","C-26, Sector-58, Gautam Budh Nagar",20000000,1,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_22"
"257","Department of Scientific and Industrial Research","DSP based high-end active professional audio speakers","A. Mukerjee","Sonodyne Technologies Private Limited","H.O. 98 NB Block E, New Alipore",14500000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_23"
"258","Department of Scientific and Industrial Research","Development of Magnesium alloy pressure die castings for automotive applications","T.V.L.N. Rao","Sundaram Clayton Limited","Advanced Engineering Group, Die Casting Division, Padi",50000000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_24"
"259","Department of Scientific and Industrial Research","Conversion of steel/iron forged/cast under chassis auto-components e.g. steering knuckles & suspension links to lighter weight Aluminium equivalents by deploying advanced LPDC process","Director","Synergies Casting Limited","Plot No. 3 & 4, Visakhapatnam Special Economic Zone (VSEZ), Duvvada",30000000,30,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_25"
"260","Department of Scientific and Industrial Research","Fuel cell bus development programme","A.S. Puri","Tata Motors Limited","Government Affairs & Collaborations, Bombay House, 24 Homi Mody Street",292500000,36,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_26"
"261","Department of Scientific and Industrial Research","Development of large size CNCRrotary table 2500 x 2500 with translation movement-model URH-SQ 2500-X","Director","Uday Computer Aided Manufacturing (P) Limited","A-11/A-12, 1st Cross, 1st Stage, Peenya Industrial Area",6000000,18,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_27"
"262","Department of Scientific and Industrial Research","Purification of gas Gangrene Clostridium toxins & development of monovalent & polyvalent antitoxins","A. Nair","V.I.N.S. Bioproducts Limited","Essjay House, Road No. 3, Banjara Hills",22800000,42,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_28"
"263","Department of Scientific and Industrial Research","Design & development of ultra high pressure (6000 bar) pump","S. Sriram","Water Jet Germany Private Limited","Plot No. F-66 (Part), SIPCOT Industrial Park, Irrungattukottai, Sriperumbudur Taluk",4200000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_29"
"264","Department of Scientific and Industrial Research","Development of immuno based diagnostics against Illar & Topso viruses of Sunflower & Groundnut by using cocktail antisera","K.S. Sastry","Sree Vidyanikethan Engineering College","Department of Biotechnology, A. Rangampet",127000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_30"
"265","Department of Scientific and Industrial Research","Rat vanisher (Rat repellent)","V.K. Shaji","Cygnet","24-A Industrial Estate, Manvilla",250000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_31"
"266","Department of Scientific and Industrial Research","Ultrathin (Micro-porous) metal film sealed rechargeable battery having 50% less weight, volume & price for use in high rate discharge application","A. Gupta"," ","19-20, Rani Park",650000,17,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_32"
"267","Department of Scientific and Industrial Research","Digital CO2 analyzer","R. Kant"," ","H.No. 48, Ajit Nagar",400000,18,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_33"
"268","Department of Scientific and Industrial Research","Smart toilet","H. Sasi"," ","Vrindavanam, T.C. 4/1315 (5), Sreevilas Lane, Ambala Nagar, Jn., Kowdiar P.O.",100000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_34"
"269","Department of Scientific and Industrial Research","Solar heat treatment of sugarcane nodes & sugarcane node cutting machines","G.R. Prasad"," ","Plot No. 7, Sadasiva Nagar, Opposite Government Women Polytechnic",200000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_35"
"270","Department of Scientific and Industrial Research","Low cost laproscopic surgical tool interface to a virtual reality laproscopic surgical simulator","S. Iswaran"," ","3B, River View Road, Kottupuram",650000,6,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_36"
"271","Department of Scientific and Industrial Research","Low cost handheld computing device with Barcode","V. Mohana"," ","50/1E, Ammanag Kuttai Road, Boosanam Nagar",40000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_37"
"272","Department of Scientific and Industrial Research","BLUPEN - Flash drive with wireless data transfer","C. Sasikumar"," ","49/16, Avulkara Street, Kosapet",40000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_38"
"273","Department of Scientific and Industrial Research","Laser scan head: Design & development","S. Viswesh"," ","G-1/14, Vasanth Flats, 100ft Bypass Road, Velachery",400000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_39"
"274","Department of Scientific and Industrial Research","An intuitive programmable Electronic Kit for Edutainment (Bi Box)","S.C. Senan"," ","#53, 2nd Main, 3rd B Cross, Nanjappa Layout, Adugodi",350000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_40"
"275","Department of Scientific and Industrial Research","A unbreakable multidirectional LED based replaceable lighting system","B. Chakraborty"," ","1/1A/4, Ramhrishna Naskar Lane",200000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_41"
"276","Department of Scientific and Industrial Research","Development of Soleckshaw","A.V. Bhatnagar"," ","302, Sampda Appartments, Sector 46",800000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_42"
"277","Department of Scientific and Industrial Research","Low specific cost solar parabolic dish concentrator system","M.M. Reddy"," ","Room No. E-1, Academic Hall of Residence, CMERI New Colony",500000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_43"
"278","Department of Scientific and Industrial Research","Development of first Indian Re-engineered stabilizer for beating heart surgery","M.P. Vettah"," ","KERA View, Velligal, Kottakunnu, Chevayur P.O.",600000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_44"
"279","Department of Scientific and Industrial Research","Electro-mechanical device for regulating the moisture content in a closed chamber","C.J. Jobichen"," ","Kailapurathu House (Molathu), Vadayampady P.O., Puthencruz",500000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_45"
"280","Department of Scientific and Industrial Research","Multi stage Bamboo sliviering machine","A.M.R. Kumar"," ","K.R.A. 89, Chitranjali, Kedaram Nagar, West Pottam",400000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_46"
"281","Department of Scientific and Industrial Research","India specific Sugarcane harvester","K. Prabhushankar"," ","20/53, Ganga Main Street, Navavoor Cross, Bharthiar University Post",225000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_47"
"282","Department of Scientific and Industrial Research","Waste management products from non-recyclable plastics","R. Subba","National Design Business Incubator","Paldi",350000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_48"
"283","Department of Scientific and Industrial Research","An innovative cost effective process for synthesis of peptide designer molecules for bio-medical applications","C. Arunan"," ","Lekshmi Thoppil, Stayikadu, Azheekal P.O., Thattakkatu Market",430000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_49"
"284","Department of Scientific and Industrial Research","Ozone system for enriching oxygen in diesel engine","S. Gopalakrishnan"," ","5, S.N.V.S. Layout, II Street, Kongu Main Road",225000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_50"
"285","Department of Scientific and Industrial Research","Novel plant cell culture medium from Bio-waste (Fly ash)","K. Biswas"," ","3319 A, Sector-24-D",40000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_51"
"286","Department of Scientific and Industrial Research","Electricity from Tidal waves","A. Mishra"," ","32, Bidisha Sarani, P.O. Bally Durgapur",20000,6,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_52"
"287","Department of Scientific and Industrial Research","Tree/pole climbing robot","N. Batra"," ","Quarter No. 66, V.N.I.T. Campus",34500,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_53"
"288","Department of Scientific and Industrial Research","Vehicle tracking on mobile phone","A. Shah","Indian Institute of Technology (Bombay)","Room No. 176, Hostel 4, Powai",31500,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_54"
"289","Department of Scientific and Industrial Research","Self programmable smart educational Robotic platform","R.S. Chauhan","Indian Institute of Technology (Kanpur)","S-1, S.I.I.C.",37000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_55"
"290","Department of Scientific and Industrial Research","Electronic vibration alert indicator","D. Paul"," ","303/1, Kabi Nabin Sen Road, Dum Dum",33000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_56"
"291","Department of Scientific and Industrial Research","Development of a novel optical mark reader with automatic document feeding system","M. Yadav","Indian Institute of Technology (Kharagpur)","C-102, Rajendra Prasad Hall of Residence",35000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_57"
"292","Department of Scientific and Industrial Research","Hand pump filer","S.S. Dey"," ","3/8, Bhagat Singh Marg, C - Zone",25000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_58"
"293","Department of Scientific and Industrial Research","Pedal/wind operated RO water plant","V.S. Srikanth","National Institute of Technology (Tiruchirapalli)","Room No. 58, L.A.P.I.S. Hostel",25000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_59"
"294","Department of Scientific and Industrial Research","D-Red motor bicycle","P.D. Reddy"," ","26-3-1653, 5th Road, Chandramouli Nagar (Road Opp. Nippo Sai Baba Temple), A.K. Nagar Post",37000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_60"
"295","Department of Scientific and Industrial Research","Contact less power transmission & generation device","R. Ahuja"," ","1359-A, Maruti Vihar, Chakkarpur",33000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_61"
"296","Department of Scientific and Industrial Research","Development of a modified chess game","T. Deb"," ","C/o Kamrup Lime Supply & Co., Gar-Ali",20000,8,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_62"
"297","Department of Scientific and Industrial Research","Kit based stop start system","J. Chatterjee"," ","S/o Mr. S.K. Chatterjee, Prafulla Nivas, Shantiniketan Road, Mallickashpur",20000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_63"
"298","Department of Scientific and Industrial Research","Diagram Mould Bricks (DMB) for electrical & plumbing works","R. Jaiswal"," ","D-48/182, Misir Pokhara",50000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_64"
"299","Department of Scientific and Industrial Research","Development of wet diaper alarm for babies/disabled","Veenarani"," ","House No. 5296/2, Modern Housing Complex, Manimajra",60000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_65"
"300","Department of Scientific and Industrial Research","Development of a prototype of newly invented Muga Reeling machine","M.K. Gogoi"," ","Betbari Bhadhara Nigam, P.O. Bhadhara, P.O. Sivasar",30000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_66"
"301","Department of Scientific and Industrial Research","Water Tank Auto Shut off with Alarm (WATASA)","S.A. Farukh"," ","S/o Late Mr. Syed Rashid Ahmed, Kabarstan Road",20000,6,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_67"
"302","Department of Scientific and Industrial Research","Jewellery from indigenous natural fibre of Assam","N.R. Baruah"," ","Loonpuria Village, P.O. Hemlai, Via Selenghat District",30000,6,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_68"
"303","Department of Scientific and Industrial Research","Development of a fuel flexible multi-draft thermal biomass gasifier","G. Borthakur"," ","C/o Mr. Panchanan Borthakur, Gajpuria Road, Rajamaidam",35000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_69"
"304","Department of Scientific and Industrial Research","Green technology: removal of heavy metals from industrial effluents by efficient biological waste","S.K. Behera"," ","Quarter No. 1C/93, Balanda Colony, Post-South Balanda",45000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_70"
"305","Department of Scientific and Industrial Research","Controlled motion in ironing through automation","A. Singh","Indian Institute of Technology (Kharagpur)","A-205, R.P. Hall of Residence",38000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_71"
"306","Department of Scientific and Industrial Research","Remote patients monitoring system","U.B. Desai","Indian Institute of Technology (Bombay)","B-104, (White House), Lakeside, Powai",1350000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_72"
"307","Department of Scientific and Industrial Research","Scale-up & commercialization of environment friendly printing ink","S.K. Bhimania"," ","562, Sachin Nag Block, Asiad Village, Khel Gaon",2200000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_73"
"308","Department of Scientific and Industrial Research","Integrated use of Sea Algae, Neem, Humic & beneficial microbes for growth & control of pest & disease in crops","R. Augustine"," ","A-6, TREC-STEP, N.I.T. Campus, Thuvakudy",500000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_74"
"309","Department of Scientific and Industrial Research","Development of process technology for production of photographic films","A. Aggarwal"," ","13-A, Arya Nagar",1000000,18,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_75"
"310","Department of Scientific and Industrial Research","Research & development of a STATCOM (P2-STAT-n)","S. Jain","Indian Institute of Technology (Kharagpur)","S/o Mr. V.P. Jain, Room No. 3B, STEP/TBI",2000000,20,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_76"
"311","Department of Scientific and Industrial Research","Development of a commercial product - Digital Protractor","V. Kalyani"," ","1/280, Rajarathinam Nagar, Singarathotta, Vandalur",150000,5,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_77"
"312","Department of Scientific and Industrial Research","Continuous Ethanol Fermentation from Mahua flower by using packed bed bioreactor with immobilized yeast for production of industrial grade Ethanol","N. Biswas"," ","BA-71, Sector-1 Salt Lake",500000,13,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_78"
"313","Department of Scientific and Industrial Research","Instant non-invasive Haemoglobin & Blood Sugar analyser","M. Christopher"," ","No. 7, Thendral Nagar, Near Medical College Men's Hostel",500000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_79"
"314","Department of Scientific and Industrial Research","A Damper controlled above knee prosthesis","M. Soni"," ","House No. A-85, Malviya Nagar",120000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_80"
"315","Department of Scientific and Industrial Research","Alternate growth medium for Rice Straw Mushroom for increasing production per unit space","U. Kiran"," ","AE/267, V.S.S. Nagar",30000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_81"
"316","Department of Scientific and Industrial Research","Scale Independent Pilot Model design of Bio-gas purification from Agro Industrial waste","P. Radhakrishna"," ","A-405, Aspen Apartments, Behind Spencer Daily, Lala Guda Road",600000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_82"
"317","Department of Scientific and Industrial Research","Design & development of fresnel moulds, lenses & goods","A. Joseph"," ","Door #33/2, Flat # A2 Shree Enclave, Car Nagar, Subramani Near Main Road, Perambur",400000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_83"
"318","Department of Scientific and Industrial Research","Crankshaft metrology system","N.D. Joshi"," ","30, Pratham Enclave, Opposite Sun Pharma Research Centre, Atladara",500000,20,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_84"
"319","Department of Scientific and Industrial Research","Fitment Removal cum Lifting/Lowering arrangement for draft gear of Wagons of Railways","S.R.P. Tyagi"," ","S/o Mr. Om Prakash Tyagi, 43A, Chopra Garden, Near Megha Nursery",75000,10,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_85"
"320","Department of Scientific and Industrial Research","Fabrication of low cost lab scale electro-spining machine","S.S. Patil","Indian Institute of Technology (Kanpur)","L-2 S.B.R.A.",200000,6,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_86"
"321","Department of Scientific and Industrial Research","Development of a preservative & carrier for spores of entomopathogenic fungi with biological control applications","S. Anitha","Scott Christian College","Department of Zoology",33750,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_87"
"322","Department of Scientific and Industrial Research","Open ocean farming structures for the cultivation of commercially important Indian seaweeds","N. Vadassery"," ","A 13, IISCON Homes, Parameswari Nagar, 4th Street, Adyar",500000,18,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_88"
"323","Department of Scientific and Industrial Research","Manual compressor","D. Prathiban"," ","25/8C, Srinivasa Puram, South Muthuraja Street, Puthur",15000,9,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_89"
"324","Department of Scientific and Industrial Research","Continuosly controlled electronic servo mains voltage stabilizer","K. Padmanabhan"," ","21 Postal Colony, 4th Street, West Mambalam",37500,15,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_90"
"325","Department of Scientific and Industrial Research","Fuel theft alert system","M.H. Chandar"," ","20/11A, Gandhi Nagar Middle, St. Ambalavanapuram",20000,12,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_91"
"326","Department of Scientific and Industrial Research","Mechanical porter (Foot pedaling model)","K.M. Nazeem"," ","928/2, V. Cross, St. Timber Depot Road, Ranithottam",15000,2,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_92"
"327","Department of Scientific and Industrial Research","Multi angle power weeder","P.R. Nadraj"," ","3/95, Pattramangalam, Pudhupeerkadavu, Sathyamangalam, City Bhavanisagar",30000,6,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_93"
"328","Department of Scientific and Industrial Research","Electric assisted Hydraulic rickshaw","S. Shekhar"," ","E-49, Karni Nagar (Lalgarh)",30000,8,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_94"
"329","Department of Scientific and Industrial Research","Split type forming cutter, inserts & cutter heads","N.V. Pandi","Biramha Machine YJ Tools","B-2, Nursery Shed, TREC-STEP, N.I.T. Campus",2200000,24,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_95"
"330","Department of Scientific and Industrial Research","Improved special design Water Tap for Public Hydrants & Domestic use","U.R. Sharma"," ","Shop No. 5 & 6, Bank Road, M.I.E., Part B, Near Veerji Dhaba, C/o Aggawal Sales Corporation, Delhi Rohatak Road",30000,9,"2010-11","DSIR","Indian Rupees","Months","DSIR_2010-11_96"
"331","Department of Scientific and Industrial Research","Development of Biofertilizers (Emulsifiable Concentrate) for Neutrient management of Agricultural crops","S. Ramarethinam","T. Stanes & Company Limited","8/23-24, Race Course Road",26000000,12,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_1"
"332","Department of Scientific and Industrial Research","Integrated energy efficient system with automated control facility for varied climatic conditions","S. Sudan","Saveer Biotech Limited","1442 Wazir Nagar, Kotla Mubarakpur",20000000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_2"
"333","Department of Scientific and Industrial Research","Composting Coir Pith for sustainable livelihood & eco-restoration in Satyabadi Block of Puri District in Coastal Orissa","H.C. Bhuian","Anupama","Khuntiabanpur P.O. Olhan",695000,18,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_3"
"334","Department of Scientific and Industrial Research","Economic Empowerment of SC & ST women on processing of Moringa Oleifera leaves & its products as an income generating activity","S. Parvathi","Tamil Nadu Agricultural University","Department of Home Science Extension, Home Science College & Research Institute",1645000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_4"
"335","Department of Scientific and Industrial Research","Generating secured income for farm women through dissemination of hybrid castor production technology","G. Selvarani","Tapioca & Castor Research Station","Yethapur, P.G. Palayam",1450000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_5"
"336","Department of Scientific and Industrial Research","Promotion of composite fresh water aquaculture in Gop Block in Puri District, Orissa - A step towards livelihood security","S.D. Gupta","Welfare & Community Enrichment (WELCOME)","AT/PO Nagapur, P.S./Via Gop",1250000,24,"2011-12","DSIR","Indian Rupees","Months","DSIR_2011-12_6"
