NOMBRE DEL SUJETO DE APOYO ,NOMBRE DEL PROYECTO,SECTOR,MONTO 
INGENIERIA EN MANTENIMIENTO Y SISTEMAS SA DE CV ,"PLATAFORMA DE ATENCION Y PROMOCION TURISTICA MEDIANTE TECNOLOGIA NFC, CODIGOS QR Y REALIDAD AUMENTADA.",TECNOLOGÍAS DE LA INFORMACIÓN," 1,471,546 "
ALIMENTOS BOCACCIO SA DE CV,PRODUCTOS ALIMENTICIOS GOURMET CON PROPIEDADES ORGANOLEPTICAS SUPERIORES Y MAYOR VIDA DE ANAQUEL –FORTALECIMIENTO DE AGROINDUSTRIA-,AGROINDUSTRIAL," 1,145,020 "
LOTTO BIO NANO LABORATORIES SA DE CV,FUNCIONALIZACION DE NANO PARTICULAS DE ORO PARA DETECCION DE CELULAS CANCEROSAS,SALUD," 4,108,506 "
MANTENIMIENTO PREDICTIVO INDUSTRIAL SA DE CV,DISENO Y DESARROLLO DE PROTOTIPO FUNCIONAL DE IMPRESORA 3D PARA CONSTRUIR PREFABRICADOS DE CONCRETO,CONSTRUCCIÓN," 2,997,494 "
VERSTAND TECNOLOGIAS SA DE CV,"SISTEMA INTEGRAL DE SEGUIMIENTO MEDICO, UTILIZANDO CLOUD COMPUTING Y HARDWARE DE MONITOREO MEDICO",TECNOLOGÍAS DE LA INFORMACIÓN," 2,596,800 "
KRIVENS SA DE CV ,INNOVACION EN FORMULACION QUIMICA PARA CUBIERTA TERMOSENSIBLE PARA PAPEL TERMICO,IMPRESIÓN," 20,218,500 "
DESTILERIA LOS DANZANTES SA DE CV ,CONSERVACION Y PROPAGACION DE GERMOPLASMA DE AGAVES MEZCALEROS EN EL ESTADO DE OAXACA,BIOTECNOLOGÍA," 2,823,138 "
MEZCLAS Y FERTILIZANTES SA DE CV ,EVALUACION DE EXTRACTOS DE ALOE VERA EN LA BIORREMEDIACION DE SUELOS CONTAMINADOS POR PESTICIDAS,AGROINDUSTRIAL," 1,307,670 "
COMULINK S DE RL DE CV,SISTEMA DE RECOMENDACIONES P2P BASADO EN METRICAS ADAPTATIVAS DE REPUTACION COLECTIVA,TECNOLOGÍAS DE LA INFORMACIÓN," 1,947,782 "
TERMOLITA SAPI DE CV ,"DESARROLLO Y OBTENCION DE SUSTRATOS PARA HORTALIZAS DE 2A Y 3A GENERACION, CON FUNCIONALIDADES UNICAS PARA LA ELIMINACION DE ENFERMEDADES Y SUSTITUCION DE IMPORTACIONES.",QUÍMICA," 3,398,682 "
HONEYWELL AEROSPACE DE MEXICO S DE RL DE CV ,DESARROLLO DE CAPACIDADES DE MANUFACTURA ADITIVA PARA COMPONENTES AERONAUTICOS,AEROESPACIAL," 5,462,560 "
DUAL TALLERES METAL MECANICA SA DE CV,DESARROLLO DE UN PROCESO DE IMPREGNACION DE METALES Y SEGREGACION A ALTA VELOCIDAD PARA LA FABRICACION Y REPARACION DE COJINETES Y RECUPERACION DE METALES,METALMECÁNICA," 5,828,940 "
AQUAINNOVA TECHNOLOGIES S DE RL DE CV ,"AQUATECH SAVER, SISTEMA MODULAR INTELIGENTE PARA RECUPERACION DE AGUA",ELECTRÓNICA," 3,355,676 "
HAKKEN ENTERPRISE SA DE CV ,PAQUETE TECNOLOGICO PARA EL DIAGNOSTICO GENETICO PREVENTIVO DE CANCER: GANPLEX,BIOTECNOLOGÍA," 9,599,500 "
HEWLETT-PACKARD CENTRO DE SERVICIOS GLOBALES S DE RL DE CV,CREACION DE UN LIVING LAB PARA DESARROLLAR SOLUCIONES EN CIUDADES INTELIGENTES,TECNOLOGÍAS DE LA INFORMACIÓN," 4,622,022 "
HERMES HONEY SA DE CV,INNOVACION Y DESARROLLO DE UN ALIMENTO PROTEICO E INMUNO ESTIMULANTE PARA ABEJAS APIS MELLIFERA,ALIMENTOS," 1,333,000 "
NUBBA COMERCIAL SA DE CV,NUBBA,AGROINDUSTRIAL," 1,013,750 "
LDM SA DE CV,DISENO Y FABRICACION DE PROTOTIPOS DE SISTEMAS DE TRATAMIENTO Y RECICLAJE DE AGUAS RESIDUALES,PLÁSTICOS," 5,142,634 "
GRUPO INDUSTRIAL CUADRITOS BIOTEK SA DE CV,DESARROLLO DE TECNOLOGIA PARA NUEVA LINEA DE QUESO OAXACA “GüD”,ALIMENTOS," 2,433,084 "
SOLUCIONES TECNICAS PARA LA CONSTRUCCION DEL CENTRO SA DE CV,"DISENO Y DESARROLLO TECNOLOGICO DE UN RECUBRIMIENTO SUSTENTABLE BASE CEMENTO, CON NANO RESINAS",QUÍMICA," 932,420 "
MORINGA DEL DESIERTO SPR DE RL DE CV,PRODUCCION DE ALIMENTO PARA GANADO PELETIZADO A PARTIR DE MORINGA OLEIFERA,AGROINDUSTRIAL," 965,217 "
CKICK TECNOLOGIA AVANZADA DEL MILENIO S DE RL DE CV,CREACION DE UN CENTRO DIGITAL PARA EL DESARROLLO DE UNA CULTURA FINANCIERA EN LA EDUCACION,TECNOLOGÍAS DE LA INFORMACIÓN," 1,737,750 "
LABORATORIO RAAM DE SAHUAYO SA DE CV,DESARROLLO FARMACEUTICO DE FACTORES HUMANOS DE COAGULACION RECOMBINANTES,FARMACÉUTICA," 2,705,000 "
LABORATORIO RAAM DE SAHUAYO SA DE CV,DESARROLLO DE UN FARMACO INMUNOSUPRESOR EN CAPSULA BLANDA (SIROLIMUS),FARMACÉUTICA," 1,782,850 "
LABORATORIO RAAM DE SAHUAYO SA DE CV,POLIFARMACOS ANALGESICOS DE LIBERACION CONTROLADA,FARMACÉUTICA," 6,454,244 "
RICAP SA DE CV ,DESARROLLO DE UN POTENCIADOR DE SABOR-ANTIOXIDANTE DE ORIGEN NATURAL SINTETIZADO POR VIA ENZIMATICA Y SU APLICACION EN SUPLEMENTOS ALIMENTICIOS,BIOTECNOLOGÍA," 1,516,691 "
PRODUCTOS QUIMICOS DE CHIHUAHUA SA DE CV ,OBTENCION DE BIOFUNGICIDA SEMIOQUIMICO DE EXTRACTOS VEGETALES Y METABOLITOS MICROBIANOS. ETAPA 2.,QUÍMICA," 3,658,454 "
DIVIMEDIC SA DE CV,DESARROLLO DE UNA PLANTA PILOTO PARA IMPLANTES ORTOPEDICOS APLICADOS AL FENOTIPO MEXICANO,SALUD," 720,000 "
EMPRESA AGA SA DE CV ,DESARROLLO DE UNA MEMBRANA LIQUIDA IMPERMEABLE DE ALTA INGENIERIA PARA LA IND. DE LA CONSTRUCCION,QUÍMICA," 1,532,443 "
OCRMX SA DE CV ,SISTEMAS PARA PROCESAR AUTOMATICAMENTE DOCUMENTACION RELACIONADA CON LA BIBLIOTECA DE ARTE MEXICANO,TECNOLOGÍAS DE LA INFORMACIÓN," 6,433,261 "
GS DE MEXICO S DE RL DE CV,DISENO DE CONTROLADOR GPRS CON MONITOREO VIA INTERNET PARA GESTIONAR SISTEMAS DE COLECCION DE CONTAMINANTES,MAQUINARIA INDUSTRIAL," 1,977,083 "
KAISHA SERVICIOS DE CONSULTORIA SA DE CV ,SINTESIS DE NANOCOMPOSITOS DE NANOPARTICULAS BIMETALICAS SOPORTADAS EN ZEOLITAS Y APLICADAS A LA REMEDIACION DE AGUAS CONTAMINADAS POR LA ACTIVIDAD INDUSTRIAL Y AGRICOLA.,QUÍMICA," 7,289,276 "
KAISHA SERVICIOS DE CONSULTORIA SA DE CV ,ESTUDIO Y CARACTERIZACION DE LIPOPLEJOS IONICOS CON POSIBLES APLICACIONES EN TERAPIA GENICA,FARMACÉUTICA," 18,474,460 "
POLIOLES SA DE CV ,OBTENCION BIOTECNOLOGICA DE SURFACTANTES SUSTENTABLES APLICABLES EN LA INDUSTRIA PETROQUIMICA,BIOTECNOLOGÍA," 5,313,525 "
AGROPECUARIA LA NORTENITA S DE RL DE CV ,INNOVACION FRUTICOLA UTILIZANDO EL CULTIVO DE TEJIDOS Y AGRICULTURA ORGANICA EN FRUTALES ALTERNATIVOS DE ALTO VALOR ECONOMICO EN EL ESTADO DE CHIHUAHUA,AGROINDUSTRIAL," 4,082,856 "
MANTENIMIENTO Y MAQUINAS ESPECIALES SA DE CV,INNOVACION EN PROCESOS DE FABRICACION DE SEMIEJES DE FLECHAS AUTOMOTRICES DE VELOCIDAD CONSTANTE,AUTOMOTRIZ," 11,557,977 "
TECNOLOGIA EN COMUNICACIONES E IDENTIFICACIONES DE MEXICO SA DE CV,FACMAIL: ADMINISTRACION Y CONTABILIDAD ELECTRONICA AUTOMATIZADA EN LA NUBE,TECNOLOGÍAS DE LA INFORMACIÓN," 5,106,000 "
REACCIONES QUIMICAS SA DE CV,"OPTIMIZACION DE RESINAS VINILESTER MEDIANTE EL DESARROLLO DE TECNOLOGIA ""INTERPENETRATING NETWORKS""",PLÁSTICOS," 1,506,181 "
TIS CONSULTING GROUP MEXICO SA DE CV ,SISTEMA INTELIGENTE COMERCIABLE PARA ENGORDA Y MONITOREO DE GANADO BOVINO VIA INTERNET DE LAS COSAS,TECNOLOGÍAS DE LA INFORMACIÓN," 3,961,579 "
RHEOMOD DE MEXICO SAPI DE CV ,SINTESIS DE ADITIVOS DISPERSANTES MEDIANTE EXTRUSION REACTIVA Y REACCION EN DISOLUCION,QUÍMICA," 2,529,849 "
BIOXECO SA DE CV ,APLICACION DE TECNOLOGIA DE TORREFACCION DE PEQUENA ESCALA PARA PRODUCIR PELLETS DE BIOCARBON,QUÍMICA," 3,256,175 "
GRUINDAG INTERNATIONAL SA DE CV,DESARROLLO CUATERNARIO DE AMONIO CON FUNCION EN AGRICULTURA COMO MADURADOR DE FRUTOS,AGROINDUSTRIAL," 1,174,838 "
TWYNCO S DE RL DE CV ,PROTOTIPO DE SIMULADOR AEREO PARA EXERIENCIA INMERSIVA CON DRONES,MECATRÓNICA," 3,588,600 "
ACUACULTURA PLANEADA S DE RL ,"LABORATORIO DE PRODUCCION DE PECES MARINOS 2A FASE: MADURACION, DESOVE Y ALIMENTO VIVO",AGROINDUSTRIAL," 5,597,500 "
XOLOTL CREATIVE LABS S DE RL DE CV ,PROTOTIPO DE SISTEMA INTERACTIVO DE SIMULACION PARA LA ENSENANZA DE ROBOTICA EN NIVEL BASICO.,TECNOLOGÍAS DE LA INFORMACIÓN," 2,809,953 "
BIOCOR LABS SA DE CV ,DISPOSITIVO BIOMEDICO PARA EL CONTROL DE LA HEMORRAGIA OBSTETRICA POSPARTO.,BIOTECNOLOGÍA," 4,946,500 "
JABONES Y DERIVADOS CASA BLANCA S DE RL MI,DISENO Y DESARROLLO DE PROCESO PARA SAPONIFICACION A NIVEL PILOTO DE JABON QUE CONTENGA BREA DE PINO,QUÍMICA," 911,449 "
IMR SOLUTIONS SA DE CV ,DISENO E IMPLEMENTACION DE UN SISTEMA ASISTIDO POR PLASMA PARA LA PRODUCCION DE CAPAS PROTECTORAS,SERVICIOS," 1,070,604 "
LA ANITA CONDIMENTOS Y SALSAS SA DE CV,DESARROLLO DE UN PROCESO MEJORADO DE SALSAS DE CHILE HABANERO Y ADOBO DE ACHIOTE,ALIMENTOS," 2,186,979 "
SANCHEZ SA DE CV ,DESARROLLO DE TINTAS FLEXOGRAFICAS BASE AGUA PARA LA IMPRESION DE TELAS NO TEJIDAS,IMPRESIÓN," 751,045 "
SANCHEZ SA DE CV ,DESARROLLO DE UNA LINEA DE TINTAS BASE SOLVENTE UTILIZANDO NANOTECNOLOGIA PARA LA IMPRESION DIGITAL,IMPRESIÓN," 1,319,978 "
VINCON SA DE CV ,PLANTA PILOTO PARA DESHIDRATADO EN ETAPAS UTILIZANDO ENERGIA TERMOSOLAR Y TECNOLOGIA DE VACIO,AGROINDUSTRIAL," 3,361,451 "
PRODUCTORA DE CAL DE YUCATAN SA DE CV,"DESARROLLO DE CEMENTANTES ECOLOGICOS, FLEXIBLES Y DURABLES BASE CA(OH)2 PARA LA CONSTRUCCION.",CONSTRUCCIÓN," 1,330,514 "
RESORTES DE HIDALGO SA DE CV ,"DISENO, PROTOTIPO DE AMORTIGUADOR DE VIBRACIONES POR RESORTES PARA MAQUINARIA DE 10 TONELADAS",METALMECÁNICA," 4,843,051 "
BPM SINAPSYS SA DE CV ,DESARROLLO DE TABLEROS DE CONTROL GEOPOLITICOS Y COMPATIBLES CON DISPOSITIVOS MOVILES TCONTROL 3.0,TECNOLOGÍAS DE LA INFORMACIÓN," 1,021,450 "
MODULO SOLAR SA DE CV,CREACION DE UN CENTRO DE INGENIERIA Y UNA PLANTA PILOTO; INNOVACION EN CALENTADORES SOLARES DE AGUA,ENERGÍA," 5,743,710 "
LLERANDI REFACCIONES Y ACCESORIOS SA DE CV,DISENO DE MODULOS CONTENEDORES CONVERTIBLES E INTERCAMBIABLES CON APLICACIONES MEDICAS MOVILES,METALMECÁNICA," 3,152,869 "
KEGMA SA DE CV ,MODULO DE I+D+I PARA EL DESARROLLO DE PROTOTIPOS DE MAQ. Y EQUIPOS PARA EL APROV. DE LA PROD. PRIM.,MAQUINARIA INDUSTRIAL," 6,479,625 "
FRUTIBASES SA DE CV ,DESARROLLO DE UN NUEVO PROCESO PARA LA CREACION DE EMPANIZADORES A PARTIR DE CEREALES,ALIMENTOS," 3,388,000 "
MAQUILAS TETA KAWI SA DE CV ,PRIMER TURBINA EN MEXICO: SISTEMA DE INYECCION MONOLITICO PARA TURBINAS DE LA SERIE FJ44 Y FJ33,AEROESPACIAL," 12,389,009 "
LAPISA SA DE CV,DESARROLLO DE UNA VACUNA ATENUADA CONTRA LA DIARREA EPIDEMICA PORCINA (DEP).,FARMACÉUTICA," 2,261,032 "
JARKING Y COMPANIA SA DE CV ,DESARROLLO DE UN LABORATORIO DE PROTOTIPADO RAPIDO PARA CALZADO ESPECIALIZADO,CUERO Y CALZADO," 2,726,400 "
OPENPAY SAPI DE CV ,PLATAFORMA TECNOLOGICA PARA DISPOSITIVOS MOVILES QUE REDUZCAN LOS FRAUDES EN TARJETAS DE CREDITO.,TECNOLOGÍAS DE LA INFORMACIÓN," 8,109,480 "
ECOTERRA SERVICIOS AMBIENTALES SA DE CV,DISENO Y CONSTRUCCION DE UN EQUIPO MOVIL DE REMEDIACION EX SITU DE SUELOS CONTAMINADOS POR HIDROCARBUROS PARA EMERGENCIAS Y PASIVOS AMBIENTALES APLICANDO SURFACTANTES Y OXIDANTES QUIMICOS,SERVICIOS," 14,062,500 "
LABORATORIOS SILANES SA DE CV ,DESARROLLO DE MEDICAMENTOS NANOTECNOLOGICOS PARA EL TRATAMIENTO DE ENFERMEDADES CRONICAS,FARMACÉUTICA," 3,569,915 "
NORTH WEST SUPPLY SA DE CV ,DESARROLLO DE COMPOSICIONES BACTERIOENZIMATICAS PARA LIMPIEZA Y OTRAS APLICACIONES. PRIMERA ETAPA,BIOTECNOLOGÍA," 8,945,178 "
BUFETE DE LA PLATA SA DE CV,DESARROLLO DE SISTEMA DE MONITOREO CON MODULOS DE OPTIMIZACION DE PROCESOS Y RECURSOS PARA LA MINERI,MINERÍA," 1,712,100 "
NUCLEO EMPRESARIAL TECNOLOGICO SA DE CV ,DESARROLLO DE TECNOLOGIA PARA REHABILITAR VALVULAS EN ALEACION CF8M DE LA INDUSTRIA PETROLERA,METALURGIA," 5,679,500 "
LABORATORIOS SENOSIAIN SA DE CV ,DESARROLLO DE UN MEDICAMENTO SINERGICO PARA EL TRATAMIENTO TEMPRANO DE LA DIABETES,QUÍMICA," 1,280,088 "
MGL INVENTUM INGENIERIA SA DE CV,DESARROLLO DE UN MOTOR DE COMBUSTION INTERNA CON SOBRE EXPANSION ACOPLADO A UN MOTOR GENERADOR LINEAL BASADO EN PATENTE PROPIA,MECATRÓNICA," 5,055,209 "
INTEGRADORA PISCICOLA DE TAMAULIPAS SA DE CV,INNOVACION EN EL DESARROLLO DE PRODUCTOS A BASE DE COLAGENO MARINO EXTRAIDO DE SUBPRODUCTOS DEL ICTALURUS PUNCTATUS,AGROINDUSTRIAL," 1,136,684 "
CLINICA DE SALUD NUTRICIONAL Y DEPORTIVA S DE RL DE CV ,DESARROLLO DE SUPER ALIMENTOS DE FRUTAS Y LEGUMINOSAS PARA PERSONAS CON TRASTORNOS NUTRICIONALES,SALUD," 3,327,988 "
AUTOABASTECIMIENTO RENOVABLE SA DE CV ,SISTEMA INDUSTRIAL DE COCCION POR INDUCCION MAGNETICA CON SOPORTE FOTOVOLTAICO,MAQUINARIA INDUSTRIAL," 2,790,464 "
ARTIFIBRAS SA DE CV,IDTI DE VISERAS DE POLIPROPILENO EXPANDIDO PARA PLATAFORMAS AUTOMOTRICES DE NUEVA GENERACION,AUTOMOTRIZ," 2,940,174 "
CIPSA INDUSTRIAS SA DE CV,"DESARROLLO DE PROTOTIPOS Y PROCESO DE FABRICACION DE EQUIPOS PARA MEZCLADO DE CONCRETO Y MORTERO, DE USO SENCILLO Y MULTIFUNCION DE ALTA EFICIENCIA EN COSTO PARA MERCADOS EMERGENTES Y DE EXPORTACION.",MAQUINARIA INDUSTRIAL," 9,910,160 "
ECOZOOM S DE RL DE CV ,DESARROLLO DE ESTUFA ECOLOGICA ALTAMENTE EFICIENTE CONSTRUIDA CON CERAMICA,MUEBLERO," 20,286,828 "
FUN HEALTH PROMOCIONES E INNOVACIONES SA DE CV,DISENO IMPLEMENTACION PLANTA PILOTO PARA DESARROLLO ABATELENGUAS DE ULTIMA GENERACION P/ EXPLORACION,SALUD," 2,267,000 "
WIN INFORMATION TECHNOLOGIES S DE RL DE CV,SISTEMA INTELIGENTE PARA EL DIAGNOSTICO Y MONITOREO DE ARRITMIAS CARDIACAS: CLOVER,TECNOLOGÍAS DE LA INFORMACIÓN," 3,120,500 "
BAMBUTERRA SAPI DE CV ,DESARROLLO DEL PRODUCTO BAMBOOWALL – COMPONENTES MODULARES PREFABRICADOS CON BAMBU PARA MUROS ESTRUCTURALES - FASE II.,CONSTRUCCIÓN," 3,876,405 "
GENOMICA PERSONALIZADA SAPI DE CV,INFRAESTRUCTURA BIOINFORMATICA MULTI-INSTITUCIONAL PARA ANALISIS DE INFORMACION GENOMICA Y CLINICA,TECNOLOGÍAS DE LA INFORMACIÓN," 12,576,250 "
INTEGRA AUTOMATION SA DE CV ,SISTEMA FLEXIBLE DE TRANSPORTE DE ENVASES Y EMBALAJES,MAQUINARIA INDUSTRIAL," 1,368,400 "
FRITURAS Y CONDIMENTOS SELECTOS SA DE CV ,DESARROLLO DE INGENIERIA BASICA Y DE DETALLE DE EQUIPO PARA LA FABRICACION DE MAZAPANES CON RELLENO,ALIMENTOS," 1,675,421 "
LIFERPAL MD SA DE CV ,DESARROLLO DEL PROCESO DE PRODUCCION DE ACIDO HIALURONICO RECOMBINANTE PARA DERMOCOSMETICOS,BIOTECNOLOGÍA," 3,066,484 "
INTEL TECNOLOGIA DE MEXICO SA DE CV ,"DISENO Y PRUEBAS DE SERVIDOR DE ALTO DESEMPENO, PROCESADOR GRAFICO E INVESTIGACION EN IOT",TECNOLOGÍAS DE LA INFORMACIÓN," 36,000,000 "
"""HG SOLAR"" SA DE CV",DIMENSIONAMIENTO Y MONITOREO DE SISTEMAS FOTOVOLTAICOS RESIDENCIALES INTERCONECTADOS A RED ELECTRICA,ENERGÍA," 475,599 "
PRODUCTOS ZAM FRE SA DE CV ,ESCALAMIENTO DE UNA LINEA DE ELABORACION DE NUEVOS PRODUCTOS A BASE DE CEREALES Y CHOCOLATE SIN AZUC,ALIMENTOS," 7,910,000 "
PRODUCTOS ZAM FRE SA DE CV ,"ESCALAMIENTO DE UNA LINEA DE MOLDEADO, CON LA VISION DE DIVERSIFICAR LOS PRODUCTOS.",ALIMENTOS," 7,788,000 "
ASESORIA Y SERVICIOS DE INGENIERIA PARA LA INDUSTRIA SA DE CV ,TRANSFERENCIA TECNOLOGICA DE LABORATORIOS DE ENSAYOS DE MATERIALES,SERVICIOS," 2,313,698 "
QUINTA SAN FABIAN ACUACULTORES SPR DE RL DE CV,"DESARROLLO, MONITOREO Y EVALUACION DE UN NUEVO MODELO INTENSIVO DE CULTIVO DE CAMARON BASADO EN INNOVACIONES Y PRACTICAS SUSTENTABLES",BIOTECNOLOGÍA," 6,022,633 "
MOBILIARIO EL PINO SA DE CV ,DISENO Y CONSTRUCCION DE UN PROTOTIPO DE MESA URBANA CON APLICACION DE PINTURA ELECTROSTATICA,METALMECÁNICA," 360,440 "
NUCITEC SA DE CV ,FORMULA RICA EN NUTRIENTES Y SUSTANCIAS BIOACTIVAS PARA LA ALIMENTACION DEL RECIEN NACIDO,ALIMENTOS," 3,896,226 "
ILEY SA DE CV ,PROCESO SEMIAUTOMATIZADO DE TRAZABILIDAD DE PRODUCTOS TEXTILES CON TECNOLOGIA DE RADIOFRECUENCIA,TECNOLOGÍAS DE LA INFORMACIÓN," 541,410 "
3G HERRAMIENTAS ESPECIALES SA DE CV,RECONVERSION TECNOLOGICA PARA EL DESARROLLO DE MICROMOLDES DE INYECCION DE POLIMEROS BIOCOMPATIBLES.,METALMECÁNICA," 12,348,465 "
PLAMEX SA DE CV ,PLATAFORMA DE MOVILIDAD DE DISPOSITIVOS INALAMBRICOS PARA APLICACIONES DE VOZ Y DE AUDIO,TELECOMUNICACIONES," 4,478,799 "
REPINEL ELECTRIC SOLUTIONS AND AUTOMATION SYSTEMS SA DE CV ,"OPTIMIZACION DE UN SISTEMA MECATRONICO PARA POSICIONAMIENTO, CORTE Y TRASLAPE DE VESTIDURAS AUTOMOTRICES",AUTOMOTRIZ," 1,640,620 "
LABORATORIO AVI-MEX SA DE CV ,DESARROLLO DE VACUNAS VECTORIZADAS EN PARAMIXOVIRUS AVIAR CON GENES GD/GB DE LARINGOTRAQUEITIS (LT),BIOTECNOLOGÍA," 507,833 "
LABORATORIO AVI-MEX SA DE CV ,DESARROLLO DE VACUNAS VECTORIZADAS EN ADENOVIRUS AVIAR CON GENES GB/GD DE LARINGOTRAQUEITIS (LT).,BIOTECNOLOGÍA," 471,333 "
DELPHI AUTOMOTIVE SYSTEMS SA DE CV ,DISENO DE BOMBA DE GASOLINA CON REQUERIMIENTO DE MEJORAS EN COSTO Y EFICIENCIA TOTAL PARA REDUCCION,AUTOMOTRIZ," 1,851,765 "
TECNOLOGIA AMBIENTAL BIOMEX SA DE CV ,DESARROLLO DE SISTEMA Y TECNOLOGIA DE PROCESO PARA EXTRACCION SUPERCRITICA DE ALTO VALOR AGREGADO,BIOTECNOLOGÍA," 7,755,025 "
CARTONERA PLASTICA SA DE CV ,"DESARROLLO DE HERRAMENTALES PROTOTIPO PARA CORTE, FORMADO Y UNION DE PRODUCTOS DE CORRUGADO PLASTICO",PLÁSTICOS," 4,703,354 "
CORROSION Y PROTECCION SA DE CV ,INGENIERIA EN CONTROL DE CORROSION DE TUBERIAS EN AGUAS PROFUNDAS CON MODELADO NUMERICO,ENERGÍA," 14,725,500 "
ELECTRONICA Y AUTOMATIZACION DEL NORESTE SA DE CV,DESARROLLO DE UN SISTEMA EMBEBIDO DE VERIFICACION DE CALIDAD BASADO EN COMPUTO RECONFIGURABLE,MAQUINARIA INDUSTRIAL," 761,700 "
GRUPO INDUSTRIAL CACEP SA DE CV ,DESARROLLO DE UNA PLANTA PILOTO INNOVADORA PARA EL SECADO Y TOSTADO DE GRANOS ALIMENTICIOS,MAQUINARIA INDUSTRIAL," 2,770,569 "
REFRACTARIOS ZEDMEX SA,"INV, DES. Y MANUF. INICIAL DE INNOVADORES PRODUCTOS REFRACTARIOS DE ALTA DENSIDAD PARA APLIC. ESPEC.",QUÍMICA," 2,060,195 "
INSECTICIDAS PACIFICO SA DE CV,"“OBTENCION A BAJOS COSTOS, DE SEMILLAS HIBRIDAS EXPERIMENTALES Y COMERCIALES DE MAIZ (ZEA MAYS), A PARTIR DE GERMOPLASMA NACIONAL SOMETIDO A MEJORAMIENTO GENETICO.”",QUÍMICA," 3,069,937 "
DESARROLLOS BIOMEDICOS Y BIOTECNOLOGICOS DE MEXICO SA DE CV ,IDT DE METODO PROTOTIPO PARA LA DETERMINACION DEL INTERVALO POSTMORTEM MEDIANTE MICROBIOMAS,FARMACÉUTICA," 13,389,672 "
ADENTECH SA DE CV,DESARROLLO DE UN ANTICUERPO MONOCLONAL BIOCOMPARABLE PARA EL TRATAMIENTO DE ARTRITIS REUMATOIDE,FARMACÉUTICA," 2,065,000 "
SERVICIOS TECNICOS NH SA DE CV,DISENO DE SOLUCIONES PARA REDUCIR PROBLEMAS DE DEGRADACION DE MATERIALES EN CONECTIVIDAD HABITACIONAL,TELECOMUNICACIONES," 1,226,125 "
CONTAINERMX SA DE CV ,DISENO Y CONSTRUCCION DE UN MECANISMO PARA AUTOMATIZAR EL DESPLIEGUE DE LA UNIDAD MOVIL,ELECTRÓNICA," 2,017,909 "
EDITORIAL ESFINGE S DE RL DE CV ,"“FASE II (PRIMARIA). DISENO Y CONSOLIDACION DE UN PILOTO PARA EL DESARROLLO TECNOLOGICO DEL ENTORNO EDUCATIVO DIGITAL, SIMPLE”",TECNOLOGÍAS DE LA INFORMACIÓN," 8,349,000 "
WIN INFORMATION TECHNOLOGIES S DE RL DE CV,SISTEMA INTELIGENTE PARA LA AUTOGESTION DE ENFERMEDADES CRONICO DEGENERATIVAS COMO LA DIABETES MELLITUS TIPO 2: CONTINUACION,TECNOLOGÍAS DE LA INFORMACIÓN," 3,380,100 "
HIELO CACHANILLA S DE RL DE CV,DISENO Y CONSTRUCCION DE CONDENSADOR DE VAPOR DE AGUA A BAJA PRESION PARA USO EN CAMARA DE HIDROENFRIADO AL VACIO PARA APLICACIONES EN HORTICULTURA.,AGROINDUSTRIAL," 2,531,250 "
INDUSTRIAL MINERA MEXICO SA DE CV,OPTIMIZACION DE PROCESO DE FLOTACION PB-AG DE RESIDUOS DE UNA REFINERIA DE ZINC POR DEPRESION DE FE,METALURGIA," 701,900 "
INDUSTRIAS LAREL SA DE CV ,PROTOTIPO DE UN NUEVO RECUBRIMIENTO ANTICORROSIVO PRIMARIO A BASE DE ACRILICOS RETICULABLES,METALMECÁNICA," 4,443,962 "
INTERKEM DE MEXICO S DE RL DE CV ,DESARROLLO DE POLIMEROS TIPO “COMB” POR POLIMERIZACION RADICALICA VIVIENTE INJERTADOS POR SOLVO-CONDENSACION PARA LA PRODUCCION DE ADITIVOS INDUSTRIALES DE ALTO DESEMPENO,QUÍMICA," 4,341,501 "
VIVITEC DISENO E INNOVACION TECNOLOGICA SA DE CV ,INNOVACION TECNOLOGICA EN EL CONTROL DE AUTOMATICO DE CULTIVOS HORTICOLAS BASADO EN LA MEDICION DE VARIABLES FISIOLOGICAS DE LA PLANTA.,AGROINDUSTRIAL," 3,951,050 "
ENTERPRISE MANAGEMENT SERVICE SA DE CV ,FILTRO DE BIOGAS ETAPA 2: PRUEBAS DE CALIDAD Y ESTRES PARA CERTIFICACION DEL FILTRO,ENERGÍA," 1,600,351 "
PLAMEX SA DE CV , PLATAFORMA BASADAS EN SENSORES PARA DISPOSITIVOS PORTABLES,TECNOLOGÍAS DE LA INFORMACIÓN," 4,425,925 "
VIVITEC DISENO E INNOVACION TECNOLOGICA SA DE CV ,SISTEMAS TECNOLOGICO DE CONTROL Y MONITOREO EN CULTIVOS ACUICOLAS PARA POTENCIAR LA PRODUCCION CON TECNICAS BIOTECNOLOGICAS.,BIOTECNOLOGÍA," 2,239,896 "
AQUANIMALS S DE RL DE CV,EQUIPO BIOTECNOLOGICO AUTOMATIZADO PARA PRESERVAR TEJIDOS ANIMALES CON FINES DE INVESTIGACION PARA EXPORTACION,BIOTECNOLOGÍA," 4,533,573 "
SOMERSET TECHNOLOGIES SA DE CV ,"SISTEMA AVANZADO DE INSPECCION POR END PARA ASPAS DE TURBINAS EOLICAS HASTA 100 METROS DE ALTURA ""SIVAA""",EQUIPO DE MEDICIÓN Y CONTROL," 7,490,831 "
