PROYECTO,NOMBRE DEL SUJETO DE APOYO,TITULO DEL PROYECTO,SECTOR,MONTO DE APOYO MXN
241120,THUMBSAT MEXICO S.A. DE C.V.,THUMBSAT GEN1.0: DISEÑO Y DESARROLLO DE NANOSATÉLITES PROTOTIPOS CON ESCALAMIENTO A NIVEL DE PRUEBAS DE FUNCIONALIDAD PRE-MANIFIESTO ESPACIAL,PRIVADO,"8,925,498.00"
240964,CICAINTE S DE RL DE CV,PLATAFORMA EDUCATIVA PARA EL DESARROLLO DE LAS COMPETENCIAS MATEMÁTICAS EN LA EDUCACIÓN MEDIA SUPERIOR (ETAPA 2),PRIVADO,"3,048,158.00"
240007,"PRODUCTOS SELECTOS ROCHIN, S.A. DE C.V.",ESCALAMIENTO Y CERTIFICACIÓN TIF DE PLANTA DE PRODUCCIÓN DE ALIMENTOS CÁRNICOS PROCESADOS DE ALTO VALOR AGREGADO (CONTINUACIÓN DE PEI 2014).,PRIVADO,"5,132,780.00"
241698,PAUPACK SA DE CV,"ENERGÍA Y AGUA PURIFICADA, GENERADA POR UNA ESTACIÓN PORTATIL SUSTENTABLE PARA ZONAS RURALES",PRIVADO,"1,673,500.00"
241867,INNOVACIONES APLICADAS EN PEDIATRIA S.A. DE C.V.,DESARROLLO DE PROTOTIPOS DE USO PORTÁTIL DE CRIOGENIZACIÓN COMO PROCEDIMIENTO SEGURO Y EFECTIVO PARA CONTROLAR LAS PARASITOSIS EXTERNAS EN EL SER HUMANO Y OTRAS ESPECIES ANIMALES.,PRIVADO,"4,350,500.00"
240146,RASE PROYECTOS PRODUCTIVOS S.A. DE C.V.,"GELCOAT LIBRE DE VOC'S A PARTIR DE UPR-WB; PARA MATERIALES COMPUESTOS AUTOMOTRICES, AEROESPACIALES Y DE SUPERFICIE SÓLIDA.",PRIVADO,"2,173,750.00"
241445,AGROPECUARIA FC S.A DE C.V,DESARROLLO DE UN SISTEMA EXPERIMENTAL AUTO GESTIONADO PARA LA DISTRIBUCIÓN DE ALIMENTO PASTOSO CON PROPIEDADES DE UN FLUIDO NO NEWTONIANO PARA GRANJAS PORCINAS,PRIVADO,"4,551,500.00"
242865,"MOMANTOLLI AUTOMOVILES, S.A. DE C.V.",PLATAFORMA AUTOMOTRIZ ULTRA-LIGERA DE PROPULSIÓN ELÉCTRICA PARA GENERACIÓN DE CONCEPTOS VEHICULARES.,PRIVADO,"8,382,677.00"
241640,BEMSA SERVICES SA DE CV,"SISTEMA DE GESTIÓN CLÍNICA PARA LA PREVENCIÓN, TRAZABILIDAD Y CONTROL DE LAS PRINCIPALES AFECCIONES QUE GENERAN BAJA PRODUCTIVIDAD EN LA FUERZA LABORAL MEXICANA.",PRIVADO,"3,337,945.00"
241802,"PRAGMATEC, S.A. DE C.V.",DISEÑO Y DESARROLLO DE INYECTORES AVANZADOS DE ALTA PRESIÓN PARA MOTORES DE PROPULSIÓN AERONÁUTICA Y ESPACIAL,PRIVADO,"9,945,000.00"
241518,GRUPO INDUSTRIAL BLOMER S.A. DE C.V.,APLICACIÓN DE PARTÍCULAS EN FLUIDO DE CORTE PARA MEJORAR EL ACABADO SUPERFICIAL EN EL PROCESO DE RECTIFICADO DE BROCHAS PLANAS.,PRIVADO,"5,752,619.00"
242964,FRICAECO AMERICA S.A.P.I. DE C.V.,PROTOTIPO PORTÁTIL PARA CAPTACIÓN Y POTABILIZACIÓN DE AGUA DE LLUVIA PARA CONSUMO HUMANO EN CENTROS URBANOS O RURALES (GRYNRAIN),PRIVADO,"3,440,455.00"
240339,"SKABE MÉXICO, S.A. DE C.V.",AGROSUN: VALIDACIÓN Y ESCALAMIENTO DEL SISTEMA DE AGRICULTURA PROTEGIDA CON GENERACIÓN DE ENERGÍA FOTOVOLTAICA - ETAPA 2,PRIVADO,"6,450,462.00"
240253,RESINAS COLORES Y COMPUESTOS SA DE CV,DESARROLLO DE LA TECNOLOGÍA PARA LA OBTENCIÓN DE PROTOTIPOS DE CONCENTRADOS DE COLOR DE ESPECIALIDAD ,PRIVADO,"1,284,311.00"
241923,SOLUCION EN TECNOLÓGIAS AVANZADAS S.A. DE C.V.,TUBO COLECTOR TERMOSOLAR CON RECUBRIMIENTO SELECTIVO DEPOSITADO POR RF-SPUTTERING,PRIVADO,"4,790,000.00"
242216,"ENER TECK DE MEXICO, S.A. DE C.V.",DISEÑO Y DESARROLLO DE UN DISPOSITIVO PREVENTIVO Y BLOQUEADOR DE FUGAS DE AGUA EN SERVICIOS DOMÉSTICOS DE AGUA POTABLE MINIATURIZADO.,PRIVADO,"2,728,370.00"
244075,AUSTER SCHUAMM S DE RL DE CV,DESARROLLO DE HIDROGELES POLIMERICOS INTERPENETRADOS Y SU METODO DE PROCESAMIENTO PARA LA MANUFACTURA DE PRODUCTOS SUPERABSORBENTES AGRICOLAS DE ALTO DESEMPEÑO,PRIVADO,"4,125,918.00"
242243,SUNBIONICS S.A. DE C.V.,PLANTAS DEMOSTRATIVAS DE TECNOLOGÍA DE SEGUIMIENTO SOLAR CON TECNOLOGÍA FOTOVOLTAICA.,PRIVADO,"10,195,006.00"
243035,METROSMART S.A. de C.V.,INCORPORACIÓN DE NUEVAS CAPACIDADES TECNOLÓGICAS PARA EL ANÁLISIS DIMENSIONAL DE PIEZAS DE GRAN TAMAÑO Y GEOMETRÍA COMPLEJA.,PRIVADO,"7,573,625.00"
240910,AFITMEX S DE R L DE C V,PROTOTIPO PARA CONTROL POR INSPECCIÓN ÓPTICA EN 3D DE TARJETAS ELECTRÓNICAS PARA LA INDUSTRIA AUTOMOTRIZ,PRIVADO,"1,550,600.00"
243833,EQUIPOS DE ACUÑA S.A DE C.V,DESARROLLO DE UNA CELDA FLEXIBLE PARA LA FABRICACIÓN DE UN CHASIS PROTOTIPO PARA MEJORAMIENTO DEL DESEMPEÑO DE MAQUINARIA DE PAVIMENTACIÓN,PRIVADO,"3,618,362.00"
243377,"PRODUCTOS QUIMICOS DE CHIHUAHUA, S.A. DE C.V.",DESARROLLO DE PRODUCTOS BIORRACIONALES PARA EL CONTROL DE NEMÁTODOS FITOPATÓGENOS,PRIVADO,"3,958,900.00"
241177,"SOLUCIONES TECNOLOGICAS EN BIOENERGIA, SA DE CV",DESARROLLO DE UN SISTEMA MODULAR DE PRODUCCIÓN DE ACEITE DE RICINO GRADO FSG DE ACUERDO CON LA NORMA ICOA (INTERNATIONAL CASTOR OIL ASSOCIATION).,PRIVADO,"4,031,105.00"
241172,"ACUACULTURA PLANEADA, S. DE R.L. MI.",LABORATORIO CEACH-ACUAPLAN PARA PRODUCCION DE PECES MARINOS 1A FASE: ESTABLECIMIENTO DE UN BANCO DE PRODUCTORES,PRIVADO,"5,635,000.00"
243152,GUANTES PARA OBRERO DE MEXICO S.A. DE C.V.,"DISEÑO Y DESARROLLO DE SISTEMA HIBRIDO DE HIDROFORMADO, CON CAVIDADES INTERCAMBIABLES, ADAPTADO A PRENSAS CONVENCIONALES",PRIVADO,"6,131,275.00"
242354,"NANOMATERIALES, S.A. DE C.V.",DESARROLLO DE UN ADITIVO NANOESTRUCTURADO DE BAJO COSTO CON CARACTERÍSTICAS HIDRÓFOBAS PARA SU APLICACIÓN EN EMPAQUES Y EMBALAJES A BASE DE DERIVADOS DE CELULOSA Y SU ESCALAMIENTO A NIVEL PRE-INDUSTRI,PRIVADO,"5,283,411.00"
241881,PIVEG S DE RL DE CV,DISEÑO Y DESARROLLO DE UN PROCESO HÍBRIDO SEMISINTÉTICO - BIOSINTÉTICO PARA LA OBTENCIÓN DE TRANS- ZEAXANTINA A PARTIR DE LUTEÍNA NATURAL EN ESCALA DE LABORATORIO Y PILOTO.,PRIVADO,"6,518,892.00"
240014,"SINERTECNOLOGIA, S.A. DE C.V.",AGRO-ENERWATER: INNOVACIÓN APLICADA AL DESARROLLO DE UNA UNIDAD MÓVIL DE GASIFICACIÓN DE BIOMASA CON APLICACIONES DIVERSAS PARA ZONAS RURALES Y SITUACIONES DE CONTINGENCIA,PRIVADO,"4,092,750.00"
242666,CIMA DE BC SA DE CV,INVESTIGACIÓN Y DESARROLLO DE PROTOTIPO FUNCIONAL DE MEMBRANAS DE QUITOSAN CON MICROCÁPSULAS DE TRICLOSAN PARA EL TRATAMIENTO DE LA PERIODONTITIS CRÓNICA,PRIVADO,"3,000,000.00"
242858,PROSPERGON S.A. DE C.V.,NUEVO DISEÑO Y DESARROLLO DE VÁLVULA AÓRTICA DE BIO-COMPOSITE (CERÁMICO-POLÍMERO) COMO REDUCTOR DE TROMBOGÉNESIS,PRIVADO,"6,116,275.00"
241684,ADMAN LEKU S.A. DE C.V.,ETAPA 3: VALIDACIÓN DE LA TECNOLOGÍA ESTRUCTURAL CORETEK CON PROTOTIPOS FUNCIONALES,PRIVADO,"7,887,544.00"
240597,ZIPTEK MEXICO SA DE CV,SEGUNDA FASE PARA EL DESARROLLO DE DISPOSITIVOS Y MÉTODOS A BASE DE POLÍMEROS BIOABSORBIBLES PARA NUEVAS APLICACIONES EN CIRUGÍA ARTROSCÓPICA,PRIVADO,"5,586,350.00"
240504,BSS SOLUCIONES DE SISTEMAS S.A. DE C.V.,PLATAFORMA DIGITAL QUE APOYE AL PROFESOR DE EDUCACIÓN BÁSICA Y MEDIA SUPERIOR EN SU PROCESO DE PLANEACIÓN. (ETAPA-2),PRIVADO,"3,120,384.00"
241317,BAI BIOCONSULTORIA AGRICOLA INTEGRAL S.A.P.I. DE C.V.,"FORMULACIÓN, PRODUCCIÓN Y EVALUACIÓN DE FERTILIZANTES LÍQUIDOS ELABORADOS CON NANOCONCENTRADOS Y NANOTECNOLOGÍA EN EL COMPLEJANTE ÁCIDOS HIDROXIPOLICARBOXILICOS (HPC)",PRIVADO,"8,760,012.00"
241910,TECNOLOGIA RENOVABLE DE MÉXICO S.A DE C.V,MEDICAL SUITE SOLUTION 2: SISTEMA DE ADMINISTRACIÓN INTEGRAL PARA CLÍNICAS Y HOSPITALES.,PRIVADO,"4,611,300.00"
241836,TECNOLOGIA RENOVABLE DE MÉXICO S.A DE C.V,ANÁLISIS PREDICTIVO PARA SMART GRIDS APLICADO AL CONSUMO DE ENERGÍA ELÉCTRICA,PRIVADO,"3,924,998.00"
241925,MOVIL SOLAR SA DE CV,AIRE ACONDICIONADO TERMOSOLAR: APLICACIÓN DE MATERIALES ABSORBENTES Y TECNOLOGÍA TERMOSOLAR.,PRIVADO,"4,080,000.00"
241861,SOFTWARE PARA LA ADMINISTRACIÓN EN LÍNEA S.A. DE C.V,PUBLICIDAD DIRIGIDA MEDIANTE TÉCNICAS DE VISIÓN POR COMPUTADORA,PRIVADO,"4,220,000.00"
241311,DESARROLLO DE ENERGÍAS EN TICS S.A. DE C.V.,ESCALAMIENTO DE PROTOTIPO DE PURIFICADOR DE AGUA DE LLUVIA SOLAR DE TUBOS COLECTORES SOLARES AL VACÍO,PRIVADO,"4,480,000.00"
240688,Industrializadora de Productos Animales y Vegetales S.A. de C.V.,PLATAFORMA DE TRAZABILIDAD CON HERRAMIENTAS DE ANÁLISIS Y MINERÍA DE DATOS PARA UNA PESCA ARTESANAL SUSTENTABLE,PRIVADO,"5,889,900.00"
241424,"TAIRDA INNOVATIONS, S.A. DE C.V.",SEGUNDA ETAPA DE SISTEMA CENTRALIZADO DE SINCRONIZACIÓN DE SEMÁFOROS INALÁMBRICOS SOLARES (SICESSIS),PRIVADO,"3,424,500.00"
242429,"MAX PC DE LA PAZ, S. A. DE C. V.",DESARROLLO DE UNA PLATAFORMA TECNOLÓGICA PARA LA ATENCIÓN Y PROMOCIÓN TURÍSTICA DEL ESTADO DE BAJA CALIFORNIA SUR (SEGUNDA FASE),PRIVADO,"2,327,720.00"
240141,"MAQUINADOS INDUSTRIALES AYALA, S.A. DE C.V.",APLICACIONES DE RECUBRIMIENTOS CON ENLACES IÓNICOS SOBRE MOLDES ENDURECIDOS.,PRIVADO,"4,994,563.00"
242633,"TECNOLOGIA APLICADA Y COMERCIAL JR, S.A DE C.V",NUEVA PROPUESTA DE PROTOTIPO DE SISTEMA DE ALIMENTACIÓN Y PRODUCCIÓN DE HIDRÓGENO PARA MOTORES DE COMBUSTIÓN INTERNA.,PRIVADO,"2,042,432.00"
242452,BMC MEDICAL MANUFACTURING S.A. DE C.V.,DISEÑO Y DESARROLLO DE PROTOTIPOS DE DISPOSITIVOS MÉDICOS CONSISTENTES EN STENTS CUBIERTOS CON MEMBRANA DE EPTFE EXPANDIBLES POR BALÓN Y SU SISTEMA DE ENTREGA PARA ANGIOPLASTIA TRANSLUMINAL PERIFÉRICA,PRIVADO,"7,043,420.00"
242888,PROCESOS DE INNOVACION EN ALIMENTOS ROJE S.A DE.CV,"IMPLEMENTACIÓN IN SITU DE METODOLOGÍA TECNOLÓGICA CON EL USO DE OZONO EN SANITIZACIÓN PREVIA AL CONGELADO Y LIOFILIZADO DE CAMARÓN Y CALAMAR, PARA SU EXPORTACIÓN.",PRIVADO,"5,540,029.00"
240993,BIODIVERSIDAD ACUICOLA,PLANTA PILOTO DE INTEGRACIÓN ACUÍCOLAMULTITRÓFICA PARA CULTIVOS HIPERINTENSIVOS DE CAMARONES CON RECIRCULACIÓN EN INVERNADEROS (FASE I),PRIVADO,"5,258,809.00"
241837,INNO TEC ALIMENTOS S DE RL DE CV,PROCESO PILOTO PARA LA OBTENCIÓN DE BIOMATERIAL CURATIVO BASADO EN COLÁGENO OVINO Y CÁSCARA DE PLÁTANO PARTE II,PRIVADO,"2,599,001.00"
240296,"ACMA INGENIERIA, S.A. DE C.V.",DESARROLLO DE UNA AUTOPARTE COMBINANDO NYLON Y FIBRA DE CARBONO Y EL DESARROLLO DE SU PROCESO POR MEDIO DE MANUFACTURA ADITIVA.,PRIVADO,"4,447,498.00"
242739,SAS TECNOLOGIA EN AUDIO Y VIDEO S.A. DE C.V.,DESARROLLO DE NUEVO SISTEMA DE MOLDEO DUAL CON ATEMPERAMIENTO POR INDUCCIÓN VARIOTÉRMICA DE ALTA FRECUENCIA PARA POLÍMEROS RECICLADOS,PRIVADO,"6,182,500.00"
241110,IMPULSORA DE PROYECTOS PRODUCTIVOS SA DE CV,"DESARROLLO DE UNA LÍNEA DE SALSAS DE FRUTAS TROPICALES ENRIQUECIDAS CON COMPUESTOS DE ALTO VALOR BIOLÓGICO, DESTINADAS A COMERCIO INTERNACIONAL.",PRIVADO,"7,769,750.00"
242720,PLASTICOS DECORADOS SOCIEDAD DE RESPONSABILIDAD LIMITADA MICROINDUSTRIAL,"AGENTE NUCLEANTE PARA CONSERVAR LAS PROPIEDADES QUÍMICAS Y MECÁNICAS, EN EL PROCESO DE RECICLADO DE POLIPROPILENO Y POLIAMIDA",PRIVADO,"4,212,500.00"
241181,"POTENCIA ELECTRICIDAD Y SISTEMAS, S.A. DE C.V.",NUEVO SERVICIO DE DIAGNÓSTICO Y DETECCIÓN TEMPRANA DE FALLAS ELÉCTRICAS EN EQUIPOS DE ALTA TENSIÓN,PRIVADO,"1,964,262.00"
243936,TECNOLOGÍAS KILICH SA DE CV,SMARTO2: EQUIPO PARA EL MONITOREO ELECTRÓNICO DEL CONSUMO DE OXÍGENO EN HOSPITALES,PRIVADO,"2,294,956.00"
242339,"GIC FERROCARRILES MEXICO, S.A. DE C.V.",DESARROLLO DE UNA COLCHONETA DE SOPORTE PARA DURMIENTES DE FERROCARRIL POR MEDIO DE MATERIALES COMPUESTOS PARA LA RECUPERACIÓN DE ENERGÍA.,PRIVADO,"9,347,575.00"
243491,"DESARROLLO DE TECNOLOGIA LED, S.A DE C.V",DESARROLLO PARA MANUFACTURA Y PRUEBAS DE DISPOSITIVO PARA ACTIVACIÓN UV Y APLICACIÓN DE BIOPELÍCULAS DE QUITOSANO PARA DESINFECCIÓN DE PRODUCTOS CÁRNICOS EN PLANTAS TIF,PRIVADO,"6,072,549.00"
243358,INGENIERÍA DESARROLLO Y TECNOLOGÍA HUICHAPAN S.A. DE C.V.,DISPOSITIVO DE IONIZACIÓN PARA FERTILIZACIÓN FOLIAR,PRIVADO,"1,461,800.00"
241617,QUARTA HELICE SA DE CV,INTEGIA. SERVICIO ON-LINE PARA GESTIÓN INTELIGENTE DE FUERZA DE VENTA DIRECTA COMPARTIDA.,PRIVADO,"2,439,863.00"
241763,SUMINISTROS INDUSTRIALES DEL MAYAB,PLATAFORMA DE SIMULACIÓN LOGÍSTICA PARA EL MANEJO DE AGUA EN YACIMIENTOS DE HIDROCARBUROS EN LUTITAS,PRIVADO,"11,625,000.00"
242723,PLASTICOS DECORADOS SOCIEDAD DE RESPONSABILIDAD LIMITADA MICROINDUSTRIAL,"COMPOSTERO SMART DE ALTA EFICIENCIA CON UN SÚPER ACELERADOR MICROBIANO, PARA ZONAS URBANAS",PRIVADO,"4,112,500.00"
240384,CAMARAS HIPERBARICAS DEL RIO GRANDE S DE RL DE CV,"CREACIÓN DE UNA CÁMARA HIPERBÁRICA PROTOTIPO CON SISTEMA MÓVIL DE MONITOREO DE SIGNOS VITALES, CONTROL A DISTANCIA DE PRESURIZACIÓN Y DESPRESURIZACIÓN INTERNO Y SUMINISTRO DE OXÍGENO",PRIVADO,"3,651,480.00"
242511,"QUIMINET PRODUCTOS Y EQUIPO DE LABORATORIO, S.A. DE C.V.","TASINI CANCER: DETECCIÓN DE MARCADORES GENÓMICOS DE PREDISPOSICIÓN A PADECER CÁNCER, PROGRESIÓN DE ENFERMEDAD Y RESPUESTA AL TRATAMIENTO MEDIANTE BEAMING",PRIVADO,"7,757,950.00"
241301,"AMUNET, S.A. DE C.V.",TELEMEDICINE CONCEPT: INMUNODIAGNÓSTICO REMOTO PARA CUIDADOS DURANTE EL EMBARAZO,PRIVADO,"6,311,000.00"
241877,TIS CONSULTING GROUP MEXICO S.A. DE C.V.,DESARROLLO DE SISTEMA ANALÍTICO DE TRAZABILIDAD INDIVIDUAL GAMIFICADO PARA LA INTEGRACIÓN VERTICAL DE CRIADORES DE GANADO BOVINO Y CONFORMACIÓN DEL PAQUETE TECNOLÓGICO DE LIVESTOCK ANALYTICS.,PRIVADO,"3,996,500.00"
242481,MAX PC DE MEXICO S.A DE C.V.,"DESARROLLO E IMPLEMENTACIÓN DE UN SISTEMA DE VIDEO CARTOGRAFÍA SUBMARINA DE LAS ZONAS COSTERAS INTERMAREALES, HASTA UNA ISOBATA DE 30 METROS, ACOPLADO A UN SISTEMA DE INFORMACIÓN GEOGRÁFICA EN LA NUBE",PRIVADO,"2,434,220.00"
242538,VICCIMSA SA DE CV,"DESARROLLO Y VALIDACIÓN DE UN MÉTODO PARA REFINACIÓN DE ACERO LÍQUIDO MEDIANTE EL ACONDICIONAMIENTO DE ESCORIAS, DESOXIDACIÓN Y DESULFURACIÓN. PRIMERA PARTE",PRIVADO,"5,297,050.00"
244011,"NSA, NANOBIOTECNOLOGIA Y SOLUCIONES AVANZADAS SA DE CV",ESCALAMIENTO DE LABORATORIO A PLANTA PILOTO DE GEL INHIBIDOR DE CORROSIÓN ATMOSFERICA PARA MAQUINARIA,PRIVADO,"2,039,650.00"
241893,INNOVACIONES EN ENERGÍA Y TI S.A. DE C.V.,RED DE ILUMINACIÓN FOTOVOLTAICA CON SERVICIO HOTSPOT MEDIANTE UNA APLICACIÓN MÓVIL,PRIVADO,"4,705,003.00"
241441,SICIPAED S. DE R.L. DE C.V.,PLATAFORMA EDUCATIVA PARA EL DESARROLLO DE COMPETENCIAS DOCENTES EN LA EDUCACIÓN BÁSICA Y MEDIA SUPERIOR (ETAPA 1).,PRIVADO,"2,897,280.00"
240346,"MESS SERVICIOS METROLOGICOS, S. DE R.L DE C.V","DESARROLLO DE UN SISTEMA DE MEDICIÓN Y EVALUACIÓN DE DEFECTOS EN PERFILES CIRCULARES MEDIANTE LA DETERMINACIÓN DE ARMÓNICOS, PARA USO EN LÍNEA DE PRODUCCIÓN.",PRIVADO,"5,430,792.00"
242348,SOFI DE CHIHUAHUA S.A. DE C.V,DISEÑO Y DESARROLLO DE PROCESO PILOTO EXPERIMENTAL FOTO-CROMÁTICO PARA LA FABRICACIÓN DE LENTES OFTÁLMICOS CON EFECTO DE TRANSFORMACIÓN REVERSIBLE A VARIACIONES DE LUMINOSIDAD. ,PRIVADO,"3,634,334.00"
240604,COGNOSCERE TI SA DE CV,ASISTENTE VIRTUAL DE ENSEÑANZA DE INGLÉS ORIENTADA A PRÁCTICA CONVERSACIONAL,PRIVADO,"937,500.00"
243430,INTERLATIN S. DE R.L. DE C.V.,DISEÑO Y DESARROLLO DE UNA BIOIMPRESORA TRIDIMENSIONAL CON CHOQUE TERMICO PARA LA FABRICACION DE BIOMATERIALES,PRIVADO,"2,266,437.00"
241845,METAL Y FRIO S.A. DE C.V,DESARROLLO DE UNA VÁLVULA UNIVERSAL DE DOBLE DESCARGA PARA CONVERTIR INODOROS CONVENCIONALES EN INODOROS DUALES.,PRIVADO,"1,332,230.00"
241885,TSI SOLUTIONS SERVICES S DE RL DE CV,CONSOLIDACIÓN TECNOLÓGICA DE PLANTA PILOTO PARA LA INNOVACIÓN Y DESARROLLO DE ELEVADORES HIDRÁULICOS RESIDENCIALES,PRIVADO,"3,382,875.00"
243279,TECA2E S DE RL DE CV,DESARROLLO E IMPLEMENTACIÓN DE UN SISTEMA DE VIDEO VIGILANCIA A BASE DE DRONES Y CODECS DE VIDEO DE ALTO RANGO DINÁMICO (HDR - HIGH DYNAMIC RANGE),PRIVADO,"4,985,750.00"
240164,CONTAINMENT ASSISTANCE & SERVICES DE MEXICO S DE RL DE CV,IMPLEMENTACIÓN DE LÍNEA PORTÁTIL DE GALVANIZADO DE PIEZAS CON SISTEMA AUTOMATIZADO PARA APLICACIONES MÉDICAS E INDUSTRIALES,PRIVADO,"6,977,582.00"
241240,TAUVEX SA DE CV,DESARROLLO DE UNA ENDOPRÓTESIS VASCULAR PARA TRATAMIENTO DE ANEURISMAS ABDOMINALES AÓRTICOS,PRIVADO,"4,941,500.00"
240017,KO&KO SISTEMAS Y SOLUCIONES IT SA DE CV,"PLATAFORMA DE APRENDIZAJE DE IDIOMAS, INCORPORANDO LA REALIDAD VIRTUAL (FASE I)",PRIVADO,"1,210,500.00"
240582,SINNTEC INNOVACION TECNOLOGICA SA DE CV,"CONTINUACIÓN Y FORTALECIMIENTO DEL CENTRO DE INNOVACIÓN Y DESARROLLO EN TI DEL ESTADO DE HIDALGO, CIDETIH, LÍNEA METAL-MECÁNICA",PRIVADO,"3,156,998.00"
241489,"INNOVACIONES TECNOLÓGICAS KOKOC, S.A.P.I. DE C.V.","ALIMENTOS A PARTIR DEL COCO CON MÍNIMO PROCESAMIENTO Y ADICIONADOS CON PROTEÍNA, EN GRO. PARTE 2",PRIVADO,"2,952,650.00"
240129,TECNO TROQUELES S.A. DE C.V.,RECUBRIMIENTO PVD COMO BARRERA TÉRMICA PARA EVITAR LA CORROSIÓN EN PUNZÓN DE TROQUELES.,PRIVADO,"4,945,663.00"
242184,BIOANA S.A.P.I. DE C.V.,ESTANDARIZACIÓN DEL PROCESO DE MULTIPLICACIÓN IN-VITRO DE CÉLULAS HUMANAS EPITELIALES PARA TRATAR LESIONES CUTÁNEAS POR QUEMADURAS O DIABETES.,PRIVADO,"6,913,500.00"
242900,"PRIMERISIMA TECNOLOGICA, S.A. DE C.V.",DISEÑO Y DESARROLLO DE SISTEMA DE GEOLOCALIZACIÓN DE TAGS (ETIQUETADO) PASIVOS RFID (IDENTIFICACIÓN MEDIANTE RADIOFRECUENCIA) EN UNIVERSOS CERRADOS MEDIANTE ANTENAS UHF (FRECUENCIAS ALTAS) CON CAPACID,PRIVADO,"3,937,500.00"
243942,PYR SURGE SYSTEMS SA DE CV,DESARROLLO DE INNOVADORA SEMBRADORA MULTIFUNCIONAL PARA GRANO FINO Y GRUESO CON CHASIS PLEGABLE,PRIVADO,"3,748,000.00"
242595,NEUROAPLICACIONES Y TECNOLOGIAS S.A.P.I. DE C.V.,"CLASIFICADOR DE EMOCIONES 2.0 UTILIZANDO MEDIOS FISIOLÓGICOS, CEREBRALES Y CONDUCTUALES.",PRIVADO,"1,831,010.00"
242145,GREEN & BLUE MANUFACTURE S.A. DE C.V.,DESARROLLO TECNOLÓGICO DE UN SISTEMA DE TRANSMISIÓN EPICICLOIDAL PARA MULTIPLICAR EL MOMENTO DE FUERZA MOTRIZ EN UN GENERADOR EÓLICO DE BAJO COSTO Y ALTO RENDIMIENTO,PRIVADO,"2,171,291.00"
242999,"GREENCORP BIORGANIKS DE MÉXICO, S.A. DE C.V.",DESARROLLO Y VALIDACIÓN DE UNA SOLUCIÓN TECNOLÓGICA INTEGRAL PARA LA SOLUCION Y CONTROL DE PROBLEMAS FITOSANITARIOS EN CULTIVOS CITRICOS,PRIVADO,"4,012,500.00"
241968,PRODUCTORES DE FRUTAS TROPICALES PROCESADAS MOLINARI SPR DE RL,PLANTA PILOTO PROTOTIPO PARA LA INDUSTRIALIZACION DEL MUCILAGO DE CACAO E INNOVACION Y ESTANDARIZACION DEL LICOR DESTILADO Y NECTAR GASIFICADO,PRIVADO,"4,897,940.00"
242371,ALDEA DIGITAL S A P I  DE CV,SISTEMA PARA ANÁLISIS DE POLARIDAD EN MENSAJES EN REDES SOCIALES,PRIVADO,"3,411,855.00"
241135,NÚCLEO EMPRESARIAL TECNOLÓGICO S.A. DE C.V.,DESARROLLO DEL REVESTIMIENTO CON PERFLUOROPOLÍMEROS VÍA PRENSADO ISOSTÁTICO QUE AUMENTE LA RESISTENCIA A LA CORROSIÓN Y ATAQUE QUÍMICO EN COMPONENTES DE SELLADO,PRIVADO,"6,422,300.00"
242026,S4AGRO S DE RL MI,CONTROL AUTOMÁTICO PARA ESTANDARIZAR LA FORMULACIÓN DE ABONOS ORGÁNICOS PARA CULTIVOS ESPECÍFICOS,PRIVADO,"2,615,045.00"
244102,SISTEMAS DE ALTA INGENIERIA INDUSTRIAL ABC SA DE CV,ELABORACIÓN DE PP-RCT E INCORPORACIÓN DE NANOESTRUCTURAS EN TUBERÍAS PARA LA FORMACIÓN DE MATERIALES COMPUESTOS CON PROPIEDADES MECÁNICAS MEJORADAS (NANO-PLASTICS E3),PRIVADO,"7,874,550.00"
242044,"PURES Y DERIVADOS DE NAYARIT, S.R.L.M.I.",VALIDACIÓN PILOTO DEL PROCESO PARA ELABORAR PURÉS DE GUAYABA-SÁBILA Y GUAYABA-GUANÁBANA CON ESTUDIOS IN VIVO PARA EVALUAR SU POTENCIAL MEDICINAL,PRIVADO,"575,006.00"
240349,INVERNA TECNOLOGIES SA DE CV,PROTOTIPO PARA CONTROL DE VARIABLES DE BIOCLIMA EN EL MANEJO AGRONÓMICO PARA PRODUCCIÓN DEL TOMATE CHERRY. ,PRIVADO,"4,991,463.00"
241324,UNI-COLLAGEN S.A. DE C.V.,PROCESO DE EXTRACCIÓN DE COLÁGENO OVINO TIPO I ASISTIDO POR ULTRASONIDO PARA ELABORACIÓN DE ANDAMIOS PARA CULTIVO CELULAR,PRIVADO,"1,638,751.00"
240068,PRODUCTOS ALIMENTICIOS EL ZORRO S.C. DE R.L. DE C.V.,PAQUETE TECNOLÓGICO PARA ELABORACIÓN DE CONCENTRADOS DE SALSA DE TOMATILLO (PHYSALIS IXOCARPA BROT) MEDIANTE DESHIDRATADO DE DOBLE EFECTO COMO ALTERNATIVAS DE VALOR AGREGADO.,PRIVADO,"3,827,111.00"
243326,VSPI DE MEXICO S.A. DE C.V.,DESARROLLO DE UNA PLATAFORMA TECNOLÓGICA PARA LA CONECTIVIDAD E INCLUSIÓN DE LOS PUEBLOS INDÍGENAS MARGINADOS A TRAVÉS DEL COMERCIO ELECTRÓNICO Y ESTRATEGIAS DE COMERCIALIZACIÓN COLABORATIVAS,PRIVADO,"709,502.00"
