NOMBRE DEL SUJETO DE APOYO,NOMBRE DEL PROYECTO,SECTOR,MONTO
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.","VALIDACION DE BIOPROCESO ACUICOLA-GENETICO DE CO-CULTIVO DE CAMARON CAFE
FARFANTEPENAEUS CALIFORNIENSIS CON LA MACROALGA ULVA CLATHRATA",AGROINDUSTRIAL,2999999
DIGGITALERA MARKETING S DE RL DE CV,ESQUEMA DE COMERCIALIZACION Y ESTUDIO DE MERCADO-PLATAFORMA WEB PARA VENTA DE PAUTAS DE MEDIOS DIGITALES.,BIOTECNOLOGIA,300000
"INTEGRACION INTELIGENTE EN SISTEMAS DE INFORMACION, S.A. DE C.V.",DESARROLLO DE NUEVO MODELO DE NEGOCIO PARA MEJORAR LA COMPETITIVIDAD DE LA EMPRESA EN EL MERCADO DE  SOFTWARE; INCORPORANDO PRODUCTOS INNOVADORES Y ACCESIBLES PARA ATENDER NECESIDADES EMERGENTES DEL MERCADO CON ACCESIBILIDAD MULTIPLE Y FLEXIBLE,TECNOLOGIAS DE LA INFORMACION,300000
CONEXIFARMA MEXICO S.A.P.I. DE C.V.,PLAN DE NEGOCIO TECNOLOGICO - TECNOLOGIAS MOVILES EN SALUD,SALUD,100000
KU-BO. FINANCIERO SAPI DE CV SOFOM ENR,CONSULTORIA EN MAPEO DE PROCESOS,TECNOLOGIAS DE LA INFORMACION,300000
HUMAN PLANNER S.A. DE C.V.,CONSULTORIA PARA TALENT PROCESS,SERVICIOS,300000
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.","DESARROLLO Y VALIDACION A NIVEL INDUSTRIAL  DE ALIMENTOS NUTRICIONALMENTE BALANCEADOS PARA EL CULTIVO DE PECES MARINOS Y CRUSTACEOS, INCORPORANDO INGREDIENTES NO CONVENCIONALES DE ORIGEN MARINO.",ALIMENTOS,2997812
"CAMPANAS DE PREVENCION E INFORMACION MEDICA PREVITA, S.A. DE C.V.",CONSULTORIA PREVITA,SALUD,300000
CONEXIFARMA MEXICO SA DE CV,PLAN DE NEGOCIO TECNOLOGICO - CONEXIFARMA,SALUD,200000
CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES SA DE CV,DESARROLLO DE TECNOLOGIAS PARA IMPLEMENTAR EN ROBOT PARA EVALUACION DE TUBERIA DE PROCESO (ROBOPIPE©),MECATRONICA,2454944
UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,"TAMUSE SENSORS, EMPRESA ENFOCADA AL DESARROLLO DE NUEVOS PRODUCTOS UTILIZANDO TECNOLOGIAS DE VANGUARDIA 
(MEMS-OPTICOS) E INNOVACION MEXICANA","OPTICA, EQUIPOS Y SISTEMAS",1800000
INSTITUTO POLITECNICO NACIONAL,PAQUETE TECNOLOGICO DE UN PERFORADOR LASER DE USO PERSONAL PARA LA TOMA DE MUESTRAS DE SANGRE.,SALUD,1925000
DADOS TROQUELES Y MOLDES SA DE CV,DESARROLLO DE UN PLAN DE NEGOCIOS PARA UNA EMPRESA DEDICADA AL DISENO DE HERRAMENTALES QUE EXPLOTE Y POTENCIALICE SU OFERTA DE VALOR.,METALMECANICA,300000
TOTAL TECHNOLOGY TRANSFER AND COMMERCIALIZATION SAPI DE CV,TRANSFERENCIA TECNOLOGICA DE UN ADITIVO PARA INCREMENTAR LA EFICIENCIA NUTRICIONAL DEL ALIMENTO BALANCEADO EN LA INDUSTRIA AVICOLA,AGROINDUSTRIAL,1334000
"CENTRO LAVIN PARA EL DESARROLLO DE INNOVACION Y TRANSFERENCIA TECNOLOGICA, S. DE R.L.",INTEGRACION DEL PAQUETE TECNOLOGICO PARA TRES VACUNAS CONTRA ROTAVIRUS BOVINOS,AGROINDUSTRIAL,2933657.86
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",PLANTA PILOTO DE BIORECIRCULACION MICROBIOTICA MARINA PARA LA PREVENCION DE PATOGENOS PROPIOS DEL CULTIVO DE CAMARON,BIOTECNOLOGIA,2993393.61
"BIORGANIX MEXICANA, S.A. DE C.V.",PROSPECTIVA TECNOLOGICA DE LA LINEA COMERCIAL BIOTIKA.,ALIMENTOS,300000
"CENTRO LAVIN PARA EL DESARROLLO DE INNOVACION Y TRANSFERENCIA TECNOLOGICA, S. DE R.L.",PAQUETE TECNOLOGICO PARA VACUNA CONTRA GRIPE AVIAR MEDIANTE NUEVOS MONOCLONALES,FARMACEUTICA,2972793.86
INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA AC,DESARROLLO DE PAQUETE TECNOLOGICO Y NUEVO PRODUCTO DE SISTEMA Y CIRCUITO RECONFIGURABLES BASADOS EN CONTROL Y DINAMICA NO LINEAL,ELECTRONICA,2398497
CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES SA DE CV,PAQUETE TECNOLOGICO PARA UN REACTOR DE NITRURACION Y POST OXIDACION IONICA,FARMACEUTICA,2335000
"WETLANDS DE MEXICO Y ASOCIADOS, SC","MODELO DE NEGOCIO PARA COMERCIALIZAR LA PATENTE: ®PROCESO ANAEROBIO PARA EL TRATAMIENTO DE AGUAS RESIDUALES UTILIZANDO PANTANOS ARTIFICIALES""",BIOTECNOLOGIA,300000
ENERGIAS RENOVABLES DEL SURESTE S.A DE C.V,DESARROLLO Y MANUFACTURA DE UN PROTOTIPO DE CALENTADOR SOLAR CON TERMO TANQUE A BASE DE POLIETILENO DE ALTA DENSIDAD Y COLECTORES CON RECUBRIMIENTOS SELECTIVOS DE ALTA EFICIENCIA PARA EL MERCADO DE HIPOTECA VERDE NACIONAL CERTIFICADO POR EL INFONAVIT,ENERGIA,300000
ENERGIA SUMINISTROS E INSTALACIONES S.A DE C.V,DISENO Y DESARROLLO DE UN PROTOTIPO DE CONCENTRADOR CILINDRO PARABOLICO PARA INTERCAMBIO TERMICO CON UN MOTOR STIRLING PARA GENERACION DE ENERGIA ELECTRICO PARA USO RESIDENCIAL,ENERGIA,300000
"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, BAJA CALIFORNIA",PLAN DE TRANSFERENCIA Y VALIDACION DE LA TECNOLOGIA DE  PROCESAMIENTO DE CAPAS METALICAS A TRAVES DE MEDIOS OPTICOS EN AMBIENTES CONTROLADOS,SIDERURGIA,1200000
INNOVACIONES ALTERNATIVAS DEL SURESTE S.A DE C.V,"DISENO, DESARROLLO E IMPLEMENTACION DE UN DISPOSITIVO DE MANDO INALAMBRICO PARA EL CONTROL DE LA CONEXION DE INVERSORES FOTOVOLTAICOS A LA RED DE ENERGIA ELECTRICO RESIDENCIA.",ELECTRICO,300000
"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, BAJA CALIFORNIA",ADAPTACION TECNOLOGICA PARA LA INCORPORACION DEL SISTEMA A-PREVENIR DEL CICESE EN LOS SISTEMAS DE AFILIACION DEL SEGURO POPULAR Y EXPEDIENTE CLINICO ELECTRONICO DEL ESTADO DE COLIMA,SALUD,2016000
TECNOLOGIA RENOVABLE DE MEXICO S.A DE C.V,CERTIFICACION DE OTT Y DESARROLLO Y LANZAMIENTO DE UNA PLATAFORMA DE CROWDFUNDING ONLINE PARA LOGRAR EL FINANCIAMIENTO  DE PROYECTOS ALTAMENTE TECNOLOGICOS DENOMINADA TECH-HUB,TECNOLOGIAS DE LA INFORMACION,300000
DELDHY WESTERN PRODUCTS SA DE CV,CARACTERIZACION DEL PROCESO DE FABRICACION DE SOMBREROS,TEXTIL,300000
DESARROLLOS MECATRONICOS CATAM S.A. DE C.V.,"SERVICIOS DE PROTECCION DE PROPIEDAD INTELECTUAL PARA EL PROYECTO ARIADNA ""SISTEMA DE ADMINISTRACION DE ESTACIONAMIENTOS PUBLICOS"".",SERVICIOS,100000
TOTAL TECHNOLOGY TRANSFER AND COMMERCIALIZATION SAPI DE CV,TRANSFERENCIA TECNOLOGICA DE DISPOSITIVO OPTOELECTRONICO DE DETECCION DE RIESGO CERVICO-UTERINO ELEVADO,SALUD,2376800
FOOD SOLUTIONS SA DE CV,MEJORA DE PROCESOS PARA LA INOCUIDAD DE LOS PRODUCTOS,ALIMENTOS,300000
"CENTRO UNIVERSITARIO VINCULACION CON EL ENTORNO, A. C.",DESARROLLO DE MAQUINA COMERCIAL PARA MOLDEO CONTINUO DE BOVEDILLAS DE EPS CON MEZCLAS DE DENSIDADES,MAQUINARIA INDUSTRIAL,2000000
INSTITUTO NACIONAL DE MEDICINA GENOMICA,ESCALAMIENTO TECNOLOGICO DE UNA PRUEBA GENOMICA PARA DETERMINAR EL SUBTIPO TUMORAL EN CANCER DE MAMA,SALUD,3000000
ZONA ZERO S.A. DE C.V.,SOLICITUD DE BONOS DE SERVICIO PARA LA INNOVACION,SERVICIOS,300000
DESARROLLOS MECATRONICOS CATAM S.A. DE C.V.,"SERVICIOS DE PROTECCION DE PROPIEDAD INTELECTUAL PARA EL PROYECTO ""FULGOR, SISTEMA DE MONITOREO Y CONTROL PARA REDES DE ALUMBRADO PUBLICO"".","SERVICIOS DE PROTECCION DE PROPIEDAD INTELECTUAL PARA EL PROYECTO ""FULGOR, SISTEMA DE MONITOREO Y CONTROL PARA REDES DE ALUMBRADO PUBLICO"".",100000
DESARROLLOS MECATRONICOS CATAM S.A. DE C.V.,"SERVICIOS DE PROTECCION DE PROPIEDAD INTELECTUAL PARA EL PROYECTO ""SENSOR DE FLUJO PARA TINAS DE TEMPLE DE GRANDES DIMENSIONES"".",MECATRONICA,100000
MEXOCHEM CORPORATIVO SA DE CV,ESTUDIO DE INTELIGENCIA TECNOLOGICA Y COMERCIAL DE DIOCTIL SULFOSUCCINATO SODICO,SERVICIOS,200000
MEXOCHEM CORPORATIVO SA DE CV,ESTUDIO DE INTELIGENCIA TECNOLOGICA COMPETITIVA DE ALQUIL POLIGLUCOSIDOS,QUIMICA,100000
GRUPO ALIMENTARIO FARMACEUTICA INDUSTRIAL S.A. DE C.V.,DIAGNOSTICO PRELIMINAR EN OPORTUNIDADES DE INNOVACION,SERVICIOS,100000
"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, AC",DESARROLLO DE INGENIERIA DE DOS PROTOTIPOS PRE-COMERCIALES PARA EL TRATAMIENTO Y GENERACION DE ENERGIA A PARTIR DE AGUAS RESIDUALES DOMESTICAS Y SU VIABILIDAD COMERCIAL,ENERGIA,1992416
ENTERPRISE MANAGEMENT SERVICE S.A. DE C.V.,ASESORIA PARA FORMULACION DE PROYECTO BASADO EN CIENCIA,SERVICIOS,300000
UPROBOTS S DE RL DE CV,PROYECTO DE REGISTRO DE PATENTE DE EXOESQUELETO EN PAISES EXTRANJEROS,SERVICIOS,200000
INDUSTRIAS VEPINSA S.A. DE C.V.,"SERVICIOS DE PROPIEDAD INTELECTUAL PARA EL PROYECTO DE ""PURIFICACION DE QUITINA A PARTIR DE DESECHOS DE ORGANISMOS ACUATICOS POR MEDIO DE UN PROCESO BIOTECNOLOGICO NOVEDOSO"".",SERVICIOS,73267.95
MAQUINARIA JERSA SA DE CV,ASESORIA EN PROPIEDAD INTELECTUAL PARA TECNOLOGIAS DEL SECTOR AEROPORTUARIO,SERVICIOS,200000
"SURESTE SUSTENTABLE, S.A. DE C.V.","CONSULTORIA PARA EL DESARROLLO DE UN NUEVO PRODUCTO DE PINTURA ORGANICA AMIGABLE CON EL MEDIO AMBIENTE A BASE DE ELEMENTOS ORGANICOS, AROMA AGRADABLE Y SILICO ALUMINATO DE SODIO PARA LA SUSTITUCION PARCIAL DE DIOXIDO DE TITANIO.",QUIMICA,100000
FOOD SOLUTIONS SA DE CV,ELABORACION DE UN ESTUDIO ESPECIALIZADO DE MERCADO PARA INCREMENTAR EL DESARROLLO E INNOVACION DE PRODUCTOS.,AGROINDUSTRIAL,300000
H&F TECH  INTERNATIONAL S.A. DE C.V.,SOLICITUD DE BONOS DE SERVICIOS PARA LA INNOVACION CON EL FIN DE FINANCIAR SERVICIOS DE CONSULTORIA QUE AYUDEN A LA OPTIMIZACION DE NUESTROS PRODUCTOS Y PROCESOS.,ALIMENTOS,300000
GRUPO INDUSTRIAL TEBVLAR S.A. DE C.V.,ESTUDIO DE VIGILANCIA TECNOLOGICA Y DE MERCADO PARA EL PROCESO DE INNOVACION DE REMANUFACTURA EN COMPONENTES HIDRAULICOS.,MAQUINARIA INDUSTRIAL,300000
FOODCO S.A. DE C.V.,SOLICITUD DE BONOS DE SERVICIOS PARA LA INNOVACION CON EL FIN DE FINANCIAR SERVICIOS DE CONSULTORIA QUE AYUDEN A LA MEJORA EN LA CALIDAD DE SU PRODUCTO.,ALIMENTOS,300000
FOODLINE S.A. DE C.V.,SOLICITUD DE BONOS DE SERVICIOS PARA LA INNOVACION CON EL FIN DE FINANCIAR SERVICIOS DE CONSULTORIA QUE AYUDEN A LA OPTIMIZACION DE NUESTROS PRODUCTOS Y PROCESOS.,ALIMENTOS,300000
AMBAR ROJO STUDIOS S.A DE C.V.,"DESARROLLO DE UN SOFTWARE PARA LA ADMINISTRACION DE LA RELACION CON LOS CLIENTES (CRM) EN LA NUBE ORIENTADO A LAS MICRO, PEQUENA Y MEDIANAS EMPRESAS DEL SECTOR TURISTICO DEL ESTADO DE CHIAPAS.",TECNOLOGIAS DE LA INFORMACION,300000
APOYO PARA LA INNOVACION Y GESTION TECNOLOGICA DEL NORTE S. DE R.L. DE C.V.,ESTUDIO PARA DETERMINAR UNA TECNICA INNOVADORA PARA EL RECICLAJE Y REUTILIZACION DE RESIDUOS DE ACIDO SULFURICO DEL SECTOR INDUSTRIAL.,QUIMICA,100000
"FRUTIBASES, S.A. DE C.V.",SOLICITUD DE BONOS DE SERVICIO PARA LA INNOVACI„N CON EL FIN DE FINANCIAR SERVICIOS DE CONSULTORIA  PARA  MEJORAR LA CALIDAD DE UN PRODUCTO A BASE DE ENZIMAS AMILOLﬁTICAS,BIOTECNOLOGIA,300000
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE AC,DESARROLLO DEL PROTOTIPO DEL SISTEMA DE RE-PROGRAMACION REMOTA DE UNIDADES ELECTRONICAS PARA SU PATENTAMIENTO Y TRANSFERENCIA.,TECNOLOGIAS DE LA INFORMACION,2948096
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY / CAMPUS SALTILLO,"ESCALAMIENTO A NIVEL PLANTA PILOTO Y TRANSFERENCIA DE LA TECNOLOGIA ""PROCESO DE ALTO RENDIMIENTO PARA LA PRODUCCION DE PROBIOTICOS A PARTIR DE SUERO DE LECHE"" A UNA NUEVA EMPRESA DE BASE TECNOLOGICA.",BIOTECNOLOGIA,3000000
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE AC,BIORREACTOR PARA LA PRODUCCION DE PROBIOTICOS DE LOS GENEROS LACTOBACILLUS Y BIFIDOBACTERIUM POR LOTE ALIMENTADO,BIOTECNOLOGIA,2964567
"RODRIGUEZ FLORES,EDGAR ALONZO",SOLICITUD DE BONOS DE SERVICIOS DE INNOVACI„N CON EL FIN DE CONTRATAR SERVICIOS DE CONSULTORIA QUE NOS APOYEN EN PRUEBAS DE PRODUCTO Y SERVICIOS DE UN DISENO INDUSTRIAL REGISTRADO A NUESTRO NOMBRE.,ALIMENTOS,300000
NUTRAVIA S.A. DE C.V.,TRANSFERENCIA DE TECNOLOGIA PARA LA PRODUCCION DE UNA BEBIDA FERMENTADA A BASE DE LACTOBACILLUS CON ACTIVIDAD PROBIOTICA A PARTIR DE JUGOS Y MIELES DE AGAVE ATROVIRENS.,BIOTECNOLOGIA,2320000
"CENTRO LAVIN PARA EL DESARROLLO DE INNOVACION Y TRANSFERENCIA TECNOLOGICA, S. DE R.L.",PAQUETE TECNOLOGICO DE HIDROGELES INTELIGENTES PARA DOSIFICACION DE FARMACOS Y CRECIMIENTO CELULAR,FARMACEUTICA,3000000
"PRODUCTOS QUIMICOS DE CHIHUAHUA, S.A. DE C.V.",CONSULTORIA PARA PLAN ESTRATEGICO DE PROPIEDAD INTELECTUAL EN EMPRESA BIOTECNOLOGICA,BIOTECNOLOGIA,300000
APOYO PARA LA INNOVACION Y GESTION TECNOLOGICA DEL NORTE S. DE R.L. DE C.V.,"DESARROLLO DE METODOLOGIA PARA EXTRAER Y PURIFICAR COLAGENO A PARTIR DE RETAZOS DE CUERO PROVENIENTES DE DIVERSOS PROCESOS DE MANUFACTURA DE LA INDUSTRIA AUTOMOTRIZ, AEROESPACIAL, ENTRE OTRAS.",FARMACEUTICA,100000
"UNIVERSIDAD DEL MAYAB, S.C. ",FORTALECIMIENTO DEL MODELO DE NEGOCIOS DE TECNOLOGIA INNOVADORA PARA EL CONTROL INTEGRAL DE PACIENTES CON DIABETES MEDIANTE MEJORES PRACTICAS PARA SPIN-OFF TECNOLOGICOS,SALUD,2876000
TOTAL TECHNOLOGY TRANSFER AND COMMERCIALIZATION SAPI DE CV,TRANSFERENCIA TECNOLOGICA DE UN ROBOESQUEELETO (ORTOSIS INTELIGENTE) PARA PERSONAS CON PARAPLEJIA.,SALUD,2968000
INNOVACION Y COMPETITIVIDAD SA DE CV,ESCALAMIENTO A NIVEL PRE-INDUSTRIAL Y COMERCIALIZACION DE COMPUESTOS DE NANO OXIDOS DE ZINC PARA LA INDUSTRIA DE COSMETICOS COMO PROTECTOR DE LA RADIACION UV,QUIMICA,2116000
INNOVACION Y COMPETITIVIDAD SA DE CV,DESARROLLO DEL ESCALAMIENTO Y COMERCIALIZACION DEL NANO OXIDO DE ZINC COMO AGENTE ANTIMICROBIANO PARA APLICACIONES EN LA INDUSTRIA DE LA CONSTRUCCION,CONSTRUCCION,1976000
"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, AC",DESARROLLO DE INGENIERIA DE DETALLE DE UNA BIOFABRICA DE COCOTERO RESISTENTE AL AMARILLAMIENTO LETAL Y CREACION DE UNA ESTRATEGIA DE ATENCION A CLIENTES PARA LA TRANSFERENCIA DE LA TECNOLOGIA Y COMERCIALIZACION DE PALMAS DE COCO; A NIVEL NAL. E INTL.,AGROINDUSTRIAL,2422080
CONSEJO INTERNACIONAL DE RESPONSABILIDAD SOCIAL PARA LA SUSTENTABILIDAD AC,EMPRENDIMIENTOS TECNOLOGICOS SUSTENTABLES,SERVICIOS,2034289.5
ALGACHEM S.A. DE C.V.,INVESTIGACION DE MERCADO DE PRODUCTOS AGROBIOLOGICOS OBTENIDOS A PARTIR DE NUEVAS TECNOLOGIAS Y SUS APLICACIONES EN CULTIVOS,AGROINDUSTRIAL,300000
"TRIBELL NATURE, S.A. DE C.V.",INVESTIGACION DE MERCADO DE PRODUCTOS BIOLOGICOS PARA SU APLICACION EN LA INDUSTRIA COSMETICA,SERVICIOS,300000
"INDUSTRIALIZADORA SHARYL, S. DE R.L. DE C.V.",EVALUACION TECNOLOGICA PARA EL DESARROLLO DE NUEVOS PRODUCTOS TEXTILES BASADOS EN NUEVOS DISENOS DE TELAS A PARTIR DEL GRAVADO CON LASER.,TEXTIL,300000
TOTAL TECHNOLOGY TRANSFER AND COMMERCIALIZATION SAPI DE CV,"TRANSFERENCIA TECNOLOGICA  DE FORMULACIONES VACUNALES SUBUNITARIAS, BASADAS EN ANTIGENOS DE MEMBRANA CELULAR, CONTRA LA GARRAPATA DEL GANADO RHIPICEPHALUS (BOOPHILUS) MICROPLUS.",FARMACEUTICA,2998000
ENSITECH SC,ESTUDIO DE MERCADO PARA LA DETECCION DE NECESIDADES DE INNOVACION TECNOLOGICA EN LA COMERCIALIZACION Y OPERACION DE EMPRESAS DEL SECTOR RETAIL MEXICANO,SERVICIOS,300000
"BECERRIL COCA & BECERRIL , S.C.",DESARROLLO OPTIMIZADO DE VACUNAS ACTIVAS E INACTIVADAS DE TECNOLOGIA VECTORIZADA CONTRA LA BRONQUITIS INFECCIOSA (BI) DE LAS AVES.,FARMACEUTICA,2116619.68
"NANOINGREDIENTES BIOACTIVOS, S.A. DE C.V.",EVALUACION DE TECNOLOGIA PARA EL DESARROLLO DE UNA NUEVA LINEA DE ANTIOXIDANTES NANOENCAPSULADOS EN MATRICES NATURALES,FARMACEUTICA,300000
UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,CREACION DE EBT SERVICIOS SIMULACION DE PROCESOS DE REFINACION PILOTO,SERVICIOS,1924000
"TECNOLOGIA Y PRODUCTOS ESPECIALES, S.A. DE C.V.",EVALUACION DE TECNOLOGIAS PARA EL DESARROLLO DE UNA PLATAFORMA DE SISTEMAS TUTORIALES INTELIGENTES PARA CAPACITACION,TECNOLOGIAS DE LA INFORMACION,300000
"METALES Y MANUFACTURAS ESPECIALES, S.A. DE C.V.",INVESTIGACION  DE MERCADO PARA LA PRODUCCION DE CILINDROS DE BRONCE Y ALUMINIO MEDIANTE FUNDICION CENTRIFUGADA.,SIDERURGIA,300000
CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES SA DE CV,PAQUETE TECNOLOGICO DE UN SISTEMA DE PLANIFICACION DE RECURSOS EMPRESARIALES (ERP),SERVICIOS,2377748.03
NORTE INTEGRACION E IMPLEMENTACION S.A. DE C.V.,FINNOVA BONO PARA EL DESAROLLO DE NUEVOS MODELOS DE NEGOCIOS,SERVICIOS,100000
UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,CONFORMACION DEL PAQUETE TECNOLOGICO PARA EL TRATAMIENTO DEL TABAQUISMO,SALUD,2999250
NORTE INTEGRACION E IMPLEMENTACION S.A. DE C.V.,BONO PARA INVESTIGACION DE MERCADO,SERVICIOS,100000
UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,TRANSFERENCIA DE TECNOLOGIA PARA LA INDUSTRIA DEL MAIZ,ALIMENTOS,2991000
"BECERRIL COCA & BECERRIL , S.C.",PROYECTO PARA EL LICENCIAMIENTO DE UNA PLATAFORMA DE SERVICIOS DE GESTION DE TRAMITES DE DERECHOS DE PROPIEDAD INTELECTUAL EN LINEA,SERVICIOS,2999999.99
INSTITUTO CIATT S.C.,CREACION DE LA EMPRESA DE BASE TECNOLOGICA (START-UP) PEDIATRIA INNOVADORA S.A. DE C.V.,ALIMENTOS,2360000
"BIO RENOVABLES EMERGENTES, SA DE CV","CONSULTORIA ESPECIALIZADA PARA EL DESARROLLO DE UN PURIFICADOR DE AGUA POTABLE DE MULTIPLES PASOS PARA LA ELIMINACION DE IMPUREZAS ORGANICAS, INORGANICAS, MICROBIOLOGICAS Y EL SUMINISTRO DE AGUA CALIENTE, FRIA Y HIELO PURIFICADO.",QUIMICA,300000
"CENTRO KAPPA DE CONOCIMIENTO, S.C.",ESTRUCTURACION DEL PROSPECTO DE NEGOCIO PARA LA EXPLOTACION COMERCIAL DE LA TECNOLOGIA DE FORMACION DE NANOPARTICULAS CARGADAS CON IBUPROFENO PARA LA ELABORACION DE PRODUCTOS FARMACEUTICOS DE USO CUTANEO.,FARMACEUTICA,2947200
IMPERSIMGES S DE RL DE CV,INVESTIGACION DE MERCADOS  DE EXPORTACION DE PRODUCTOS  DE CONSTRUCCION ELABORADOS PARTIR DE MATERIALES RECICLADOS,CONSTRUCCION,300000
"CENTRO KAPPA DE CONOCIMIENTO, S.C.",ESTRUCTURACION DEL PROSPECTO DE NEGOCIO PARA LA EXPLOTACION COMERCIAL DE LA TECNOLOGIA DE FORMACION DE NANOPARTICULAS DE PRINCIPIOS ACTIVOS HIDROFOBOS,QUIMICA,2900000
CAMARA NACIONAL DE MANUFACTURAS ELECTRICOS,"DESARROLLO E IMPLEMENTACION DE UN SISTEMA AUTOMATIZADO DE OBTENCION, ANALISIS Y MEDICION DE DATOS DE RUIDO Y VIBRACION PARA FLECHAS HOMOCINETICAS",EQUIPO DE MEDICION Y CONTROL,2980000
INSTITUTO NACIONAL DE MEDICINA GENOMICA,VALIDACION DE UN PANEL DE BIOMARCADORES PARA EL DIAGNOSTICO TEMPRANO DEL INICIO DE TRABAJO DE PARTO PRETERMINO O NORMAL,SALUD,2910000
DIRAAL S DE RL MI,"DESARROLLO DE UNA METODOLOGIA DE ESCALAMIENTO PARA LA COMERCIALIZACION DE UN NUEVO CALENTADOR INTELIGENTE DE AGUA, DE ALTA EFICIENCIA ENERGETICA Y BAJO IMPACTO AMBIENTAL",ENERGIA,300000
UNION GANADERA DELICIAS S DE RL DE CV,"BEBIDAS  LACTEAS CON PROPIEDADES INMUNOMODULATORIAS; ""UNA NUEVA GENERACION DE LACTEOS FUNCIONALES"" (ESCALAMIENTO TECNOLOGICO Y OBTENCION DE PRODUCTOS PILOTOS)",BIOTECNOLOGIA,5750000
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",VALIDACION DEL DESARROLLO DE UNA TECNOLOGIA DE PRODUCCION MASIVA DE MICROALGAS DE ALTO VALOR NUTRICIONAL CON POTENCIAL PARA SU PROTECCION INTELECTUAL.,BIOTECNOLOGIA,582000
UNIVERSIDAD AUTONOMA METROPOLITANA,"ESPECIALIDAD EN ECONOMIA AMBIENTAL, APLICADA AL MANEJO ECONOMICO Y SUSTENTABLE DEL AGUA (EEA)",CONAGUA,819620
INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA,"IMPACTO DE LAS ACTIVIDADES HUMANAS EN LA CALIDAD DEL AGUA DEL RIO HONDO, QUINTANA ROO.",CONAGUA,1480000
UNIVERSIDAD AUTONOMA DE YUCATAN,EVALUACION DE LA CALIDAD DEL AGUA SUBTERRANEA QUE SUBYACE A LA CIUDAD DE MERIDA Y SU IMPACTO EN LA ZONA COSTERA DEL ESTADO DE YUCATAN,CONAGUA,451000
INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA,MODELACION Y DISENO DE REDES DE AGUA POTABLE CON DEMANDA ESTOCASTICA INTEGRADOS CON SISTEMA DE INFORMACION GEOGRAFICA,CONAGUA,771000
INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA,ESTUDIO DE RIESGOS DE INUNDACIONES EN ZONAS URBANAS DE LA REPUBLICA  MEXICANA,CONAGUA,1214000
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,"ESTUDIO HIDROLOGICO Y DE CALIDAD DEL AGUA DEL SISTEMA LAGUNAR DE MONTEBELLO, CHIS.",CONAGUA,1302000
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CATALOGO Y GUIA DE PLANTAS INDICADORAS DE HUMEDALES DE MEXICO A NIVEL NACIONAL,CONAGUA,218386
INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA,"INVESTIGAR Y MODELAR LA CANTIDAD Y CALIDAD DEL AGUA EN LA REGION FRONTERIZA, MEXICO-ESTADOS UNIDOS DE AMERICA CON EL ENFOQUE AL CONTROL DE LAS DESCARGAS DE AGUAS RESIDUALES",CONAGUA,2454660
UNIVERSIDAD AUTONOMA METROPOLITANA,"METODOLOGIAS PARA LA EVALUACION DE PROGRAMAS SOCIALES DE VIVIENDA. EL CASO DE TRES CIUDADES DEL CENTRO Y CENTRO-ESTE DEL PAIS: TOLUCA, TULA Y VERACRUZ-BOCA DEL RIO.",CONAVI,703200
UNIVERSIDAD AUTONOMA METROPOLITANA,"METODOLOGIA PARA MEDIR Y EVALUAR EL COSTO-BENEFICIO DE LA CIUDAD COMPACTA EN LAS ZONAS METROPOLITANAS DE MEXICO VS EL MODELO DE CIUDAD DISPERSA. LOS CASOS DE TOLUCA, TULA Y VERACRUZ.",CONAVI,640000
